Head_Lemma	Dep_Lemma	Relation	Count
-stykke	A/S	compound	1
-stykke	Pretty	compound	1
-stykke	Woman	compound	1
-tittel	Active	compound	1
-tittel	Sports	compound	1
-tittel	mange	amod	1
-tromme	Guitar	compound	1
-tromme	Hero	compound	1
-tromme	det	expl	1
-tromme	imidlertid	advmod	1
-tromme	stjerne	acl	1
-tromme	test	obl	1
-tromme	være	cop	1
-type	ha	compound	1
-type	jeg	compound	1
-type	lære	compound	1
-type	nå	compound	1
-type	sånn	det	1
-utgivelse	Need	compound	1
-utgivelse	Speed	compound	1
-utgivelse	den	det	1
-utgivelse	for	compound	1
-utgivelse	med	case	1
-utgivelse	årlig	amod	1
-uvane	og	cc	1
0	2	conj	1
0,3	bare	advmod	1
0,6	kg	obl	1
0,7	enn	case	1
0,8	kg	obl	1
00	+47	compound	1
00	00	compound	1
00	2400	compound	1
00	eller	cc	1
000	042	compound	1
000	100	compound	2
000	11	compound	1
000	136	compound	1
000	14	compound	2
000	190	compound	1
000	2	compound	1
000	2002	nmod	1
000	23	compound	1
000	30	compound	1
000	33	compound	2
000	35	compound	2
000	40	compound	1
000	450	compound	1
000	590	compound	1
000	60	compound	1
000	700	compound	1
000	90	compound	1
000	ca.	advmod	1
000	fra	case	1
000	rundt	case	3
000	til	case	3
01.00	klokke	obl	3
01.00	tid	obl	1
01.30	klokke	obl	1
01.30	tid	obl	1
02.00	klokke	obl	1
02.00	tid	obl	1
03.05	klokke	obl	1
04.00	klokke	obl	1
04.00	tid	obl	1
05-sesong	$/	compound	2
05-sesong	2004	compound	2
05-sesong	i	case	1
05.00	tid	obl	1
06-sesong	$/	compound	1
06-sesong	2005	compound	1
06.00	det	nsubj	1
06.00	klokke	obl	1
06.00	tid	obl	1
06.00	være	cop	1
08-tid	lørdag	nmod	3
08-tid	ved	case	3
1	0	conj	1
1	1	conj	1
1	2	conj	3
1	4	conj	1
1	Aalesund	nmod	1
1	drøy	advmod	1
1	med	case	1
1	nummer	obl	1
1	og	cc	1
1	omtrent	advmod	1
1	på	xcomp	1
1	universitet	orphan	1
1,4	nær	advmod	2
1,5	inntil	case	1
1,8	over	case	1
1-1-mål	etter	case	1
1-2-tap	Bryne	nmod	1
1-2-tap	etter	case	1
1.000	over	case	1
1.000	ytterligere	advmod	1
1.300	nesten	advmod	1
10	11	conj	1
10	15	conj	2
10	blank	orphan	1
10	kanskje	advmod	1
10	mellom	case	1
10	men	cc	1
10	omtrent	advmod	1
10	rundt	case	2
10	total	advmod	1
10.000	15.000	conj	1
10.000	mellom	case	1
10.45	klokke	obl	1
10.45	lørdag	nmod	1
100	god	advmod	1
100	hver	obl	1
100	nær	advmod	1
100	over	case	2
100-meter	på	case	2
1000	1500	conj	1
1000	ca.	advmod	1
1000	daglig	advmod	1
1000	drøy	advmod	1
1000	kun	advmod	1
10000	ny	amod	1
11	13	conj	1
11	all	det	1
11	de	det	1
11	for	case	1
11	før	case	1
11	klokke	obl	1
11	og	cc	1
11	opp	case	1
11	pt.	advmod	1
11	starte	acl	1
11	til	case	1
11	tre	conj	1
11-tid	at	mark	1
11-tid	det	expl	1
11-tid	i	case	2
11-tid	morgen	nmod	1
11-tid	og	cc	1
11-tid	være	cop	1
11.-plass	på	case	1
11.3.1	ovenfor	nmod	1
110	Göteborg	orphan	1
1100-tall	av	case	1
12	etter	case	1
12	fra	case	1
12	klokke	obl	1
12	like	advmod	1
12	lørdag	nmod	1
12	nr.	obl	1
12	omtrent	advmod	1
12	til	case	1
12-åring	en	det	1
12.30	går	nmod	1
12.30	klokke	obl	1
12.40	dag	obl	1
12.40	klokke	obl	1
120	liten	advmod	1
120	nær	advmod	1
120-tall	på	case	1
1200	rundt	case	1
123	Obama	nmod	1
123	mot	case	1
125-årsdag	dag	nmod	1
13	klokke	obl	2
13	omkring	case	1
13	til	case	1
13	år	obl	1
13-åring	ingen	det	1
13-åring	jeg	nsubj	1
13-åring	normal	amod	1
13-åring	være	cop	1
13.500	over	case	1
1300-tall	i	case	1
1350	frem	case	1
1350	mot	case	1
1350	rundt	case	1
14	15	conj	1
14	bare	advmod	2
14	cirka	advmod	2
14	enn	case	1
14	med	case	1
14	stemme	nmod	1
14,6	og	cc	1
14-åring	som	mark	1
14-årsalder	i	case	1
14.30	allerede	advmod	1
14.30	klokke	obl	1
14.30	tre	appos	1
148	Obama	nmod	1
148	mot	case	1
14800	mot	case	1
14800	periode	nmod	1
15	16	conj	1
15	bare	advmod	1
15	da	mark	1
15	fra	case	2
15	han	nsubj	1
15	kl.	obl	2
15	måned	conj	1
15	over	case	1
15	være	cop	1
15-åring	alene	acl	2
15-åring	bakgrunn	nmod	1
15-åring	en	det	2
15-åring	for	case	1
15-årsalder	i	case	1
15.00	før	case	1
15.00	klokke	obl	1
15.000	og	cc	1
15.000	omkring	case	1
150	enn	case	1
1500-tall	fra	case	1
1500-tall	først	advmod	1
1500-tall	på	case	1
1500-tall	tidlig	advmod	1
152	Romney	nmod	1
152	b	nmod	1
1582	i	case	1
16	17	conj	1
16	18	obl	1
16	eller	cc	1
16	fra	case	1
16	han	nsubj	2
16	klokke	obl	1
16	på	case	1
16	snurre	conj	1
16	være	cop	2
16-meter	AaFK	nmod	1
16-meter	RBK	nmod	1
16-meter	av	case	1
16-meter	i	case	1
16-meter	inne	case	1
16-åring	som	mark	2
17	fylkeslag	nmod	1
17	medlem	nmod	2
17	mellom	case	1
17	på	case	2
17	år	conj	1
17-åring	som	mark	1
1700	før	case	1
1700	i	case	1
1700-tall	på	case	1
18	Ohio	nmod	1
18	medlem	nmod	1
18	på	case	1
18	selv	advmod	1
18	til	case	1
18	uten	case	1
18-åring	jobbe	acl	1
18-åring	mange	amod	1
18-åring	som	case	1
1800	1861	flat	1
1800-tall	av	case	2
1800-tall	først	advmod	1
1800-tall	på	case	2
1800-tall	som	case	1
1814	etter	case	1
1814	siden	case	1
1821	allerede	advmod	1
1821	i	case	1
1837	i	case	2
184	anslagsvis	advmod	1
1852	54	flat	1
1852	i	case	2
1852-opprør	til	case	1
1854	i	case	1
1858	i	case	1
1883	anno	advmod	1
1884	i	case	1
19	bare	advmod	1
19	han	nsubj	1
19	klokke	obl	1
19	kun	advmod	1
19	mellom	case	1
19	være	cop	1
19	år	conj	1
19-åring	en	det	1
19-åring	feit	amod	1
19-åring	som	case	1
19-åring	som	mark	1
1900	fra	case	2
1900	før	case	2
1900	i	case	1
1900-tall	Europa	nmod	1
1900-tall	av	case	1
1900-tall	blodstenke	amod	1
1900-tall	og	cc	1
1902	av	case	1
191	Romney	nmod	1
191	mot	case	1
1911	fra	case	1
1912	i	case	2
1914	postnummer	obl	1
1914	til	case	1
1914	årstall	nmod	1
1915	fra	case	2
1916	i	case	1
1917	allerede	advmod	1
1917	i	case	1
1918	i	case	1
1920-år	i	case	1
1923	i	case	1
1925	1927	conj	1
1925	i	case	1
1926	før	case	1
1926	i	case	1
1927	og	cc	1
1928	fra	case	1
1930-tall	siden	case	1
1930-år	siden	case	1
1935	i	case	2
1937	fra	case	1
1939	i	case	1
1940	i	case	1
1942	i	case	1
1944	i	case	2
1945	1949	conj	1
1945	etter	case	1
1945	fra	case	1
1945	i	case	1
1945	like	advmod	1
1945	mellom	case	1
1947	fra	case	1
1948	i	case	1
1949	og	cc	1
1950-	1960-tall	conj	2
1950-	på	case	2
1951	i	case	1
1952	fra	case	1
1953	i	case	1
1954	i	case	1
1955	i	case	1
1956	det	expl	1
1956	eksplodere	advcl	1
1956	etter	case	1
1956	først	advmod	1
1956	men	cc	1
1956	være	cop	1
1959	allerede	advmod	1
1959	fra	case	1
1959	i	case	1
1960	64	conj	1
1960	i	case	3
1960	periode	nmod	1
1960	siden	case	1
1960-tall	før	case	1
1960-tall	midt	advmod	1
1960-tall	og	cc	2
1960-tall	på	case	1
1961	i	case	2
1962	siden	case	1
1963	i	case	1
1964	i	case	3
1964-årgang	VG	nmod	1
1964-årgang	av	case	1
1965	i	case	1
1968	i	case	3
1969	i	case	7
1970	i	case	2
1970	siden	case	1
1970-	av	case	1
1970-tall	av	case	1
1970-tall	fra	case	1
1970-tall	på	case	1
1970-år	hel	advmod	1
1970-år	rote	acl	1
1970-år	siden	case	1
1971	fra	case	1
1971	i	case	2
1973	fra	case	1
1973	i	case	2
1974	bare	advmod	1
1974	frem	case	1
1974	i	case	1
1974	stortingsrepresentant	appos	1
1974	til	case	1
1975	etter	case	1
1975	gang	nsubj	1
1975	i	case	2
1975	også	advmod	1
1975	rett	advmod	1
1975	som	case	1
1975	være	cop	1
1976	bergverksordning	nmod	1
1977	fra	case	1
1978	anno	advmod	1
1978	i	case	1
1979	i	case	1
1980	81	conj	1
1980	fra	case	1
1980	i	case	2
1980-tall	av	case	1
1980-tall	det	expl	1
1980-tall	fall	obl	1
1980-tall	fra	case	1
1980-tall	midt	advmod	1
1980-tall	på	case	3
1980-tall	være	cop	1
1980-år	inntil	case	1
1981	hel	advmod	1
1981	i	case	4
1981	siden	case	1
1982	i	case	3
1983	av	case	1
1983	i	case	1
1983	siden	case	1
1984	fra	case	1
1985	i	case	4
1986	dette	nsubj	1
1986	i	case	1
1986	siden	case	1
1986	være	cop	1
1986	ønske	acl	1
1987	i	case	1
1987	siden	case	1
1989	til	case	1
199	nummer	obl	1
1990	i	case	3
1990-tall	på	case	3
1990-tall	utover	case	1
1991	i	case	1
1992	allerede	advmod	1
1992	i	case	2
1992	siden	case	1
1993	2002	obl	1
1993	94	conj	1
1993	fra	case	1
1993	i	case	4
1993	kjøre	advcl	1
1994	i	case	3
1994	siden	case	1
1995	i	case	4
1995	inntil	case	1
1996	i	case	5
1997	i	case	3
1997	som	case	1
1998	2008	conj	1
1998	i	case	4
1998	siden	case	1
1998:29	39	flat	1
1999	av	case	1
1999	fra	case	3
1999	i	case	2
1:50000	kun	advmod	1
1:50000	men	cc	1
1:50000	målestokk	obl	1
1:50000	ved	case	1
2	0	conj	4
2	1	conj	2
2	2,5	obl	1
2	3	conj	1
2	5	obl	1
2	del	obl	1
2	hel	advmod	1
2	kg	obl	1
2	medlem	nmod	1
2	opp	case	2
2	på	case	1
2	til	case	2
2,4	på	case	1
2,5	til	case	1
20	000	flat	1
20	25	conj	1
20	50	conj	1
20	64	conj	1
20	USA	nmod	1
20	all	det	1
20	bare	advmod	2
20	bli	advcl	1
20	dag	obl	1
20	etter	obl	1
20	fase	conj	1
20	fra	case	1
20	han	nsubj	1
20	hus	conj	1
20	i	obl	1
20	jeg	nsubj	1
20	klokke	obl	1
20	liten	amod	1
20	mellom	case	1
20	mot	case	1
20	over	case	2
20	rundt	case	1
20	siden	mark	1
20	snar	advmod	1
20	søndag	nmod	1
20	tid	nmod	1
20	voksen	conj	1
20	være	cop	2
20-	30-tall	conj	1
20-	gjennom	case	1
20-tall	begynne	advcl	1
20-tall	det	expl	1
20-tall	på	case	1
20-tall	være	cop	1
20-årsdag	han	nsubj	1
20-årsdag	i	case	1
20-årsdag	jo	advmod	1
20-årsdag	men	cc	1
20-årsdag	være	cop	1
20.25	klokke	obl	1
20.45	klokke	obl	1
20.45	tid	obl	1
200	33	compound	1
200	Romney	nmod	2
200	mot	case	2
200	nesten	advmod	2
200	nær	advmod	1
200	over	case	1
200	pr.	case	1
200	rundt	case	1
200.000	over	case	1
2000	2004	conj	1
2000	i	case	6
2000	oppe	case	1
2000	siden	case	2
2000	som	case	1
2000	år	obl	1
200000	rundt	case	1
2001	bare	advmod	1
2001	det	expl	1
2001	i	case	3
2001	klare	advcl	1
2001	siden	case	1
2001	stortingsvalg	obl	1
2001	være	cop	1
2002	2008	conj	1
2002	fra	case	1
2002	i	case	10
2002	mellom	case	1
2002	til	case	1
2003	fra	case	1
2003	i	case	7
2003	siden	case	1
2004	i	case	10
2004	og	cc	1
2005	av	case	1
2005	bare	advmod	1
2005	fra	case	1
2005	i	case	12
2005	innen	case	1
2005	siden	case	2
2006	Libanon	conj	1
2006	fra	case	2
2006	fram	case	1
2006	i	case	15
2006	til	case	1
2007	09	conj	1
2007	2008	conj	1
2007	enn	case	1
2007	i	case	18
2007	siden	case	1
2007	tidlig	advmod	1
2007-valg	fra	case	1
2008	allerede	advmod	1
2008	for	case	3
2008	fra	case	1
2008	i	case	17
2008	og	cc	1
2008	som	case	1
2008-valg	fra	case	1
2009	enn	case	1
2009	for	case	1
2009	frem	case	1
2009	i	case	3
2009	til	case	1
2010	allerede	advmod	1
2010	av	case	1
2010	for	case	1
2010	først	advmod	1
2010	i	case	7
2010	også	advmod	1
2011	for	case	1
2011	i	case	5
2011	kvoteår	nmod	1
2011	ut	case	1
2012	2013	conj	1
2012	etter	case	2
2012	i	case	1
2013	etter	case	1
2013	i	case	1
2013	og	cc	1
2020	for	case	1
2020	frem	case	1
2020	i	case	3
2020	innen	case	4
2020	mot	case	1
2020-tall	inn	case	1
2020-tall	lang	advmod	1
2020-tall	på	case	1
203	Mitt	obl	1
203	mot	case	1
2050	i	case	1
2083	i	case	1
2083	manuskript	appos	1
21	bare	advmod	1
21	tall	obl	1
21,9	fra	case	1
21-årsregel	havne	acl	1
21-årsregel	tvangsekteskap	nmod	1
210	Köping	orphan	1
210	og	cc	1
21:21	ankomme	conj	1
21:21	klokke	nsubj	1
21:21	være	cop	1
21:21	øyeblikk	obl	1
22	ca.	advmod	1
22-åring	god	acl	1
22.	den	det	1
22.	tre	obl	1
22.juli	etter	case	2
22.juli-rapport	og	cc	1
2211	til	case	1
25	30	conj	2
25	enn	case	1
25	knapp	advmod	1
25	på	case	1
25	til	obl	1
25-åring	selv	det	1
25-åring	som	mark	1
25.-plass	fram	mark	1
25.-plass	lang	advmod	1
25.-plass	til	mark	1
250	200	nmod	1
250	Obama	nmod	1
250	på	case	1
26	over	case	1
26,1	hel	advmod	1
27	Lyngdal	obl	1
27,5	14,6	conj	1
27,5	henholdsvis	advmod	1
27.	28.	conj	1
270	på	case	1
270	til	case	3
28	bare	advmod	1
28.	og	cc	1
29	fra	case	1
3	0	conj	1
3	1	conj	1
3	3	conj	1
3	Senators	obl	1
3	cirka	advmod	2
3	medlem	nmod	1
3	og	cc	1
3	på	case	1
3	til	case	1
3	valgmann	nmod	1
3	valgmannstemme	nmod	1
3,1	bare	advmod	1
3,1	snau	advmod	1
3,7	drøy	advmod	1
3-eier	PlayStation	compound	1
3-eier	actiontørste	nmod	1
3-eier	for	case	1
3.000	nær	advmod	1
30	40	conj	1
30	45	conj	1
30	bare	advmod	1
30	hel	amod	1
30	mellom	case	1
30	over	case	2
30	på	case	1
30	under	case	1
30-40-åring	en	det	1
30-40-åring	som	case	1
30-tall	og	cc	1
30-år	fra	case	1
30-år	i	case	1
300	over	case	1
300	vel	advmod	1
300.000	drøy	advmod	1
300.000	over	case	1
300.000	rundt	case	1
3000	2	compound	1
3000	rundt	case	1
303	203	nmod	1
303	Barack	nmod	1
303	Obama	orphan	1
303	mot	case	1
303	prognose	obl	1
31,9	på	case	1
33	med	case	1
33	tre	nmod	1
34	liten	advmod	1
34,7	O2-opptak	nmod	1
34,7	på	case	1
35.000	over	case	1
35000	rundt	case	1
36	+47	compound	1
36	00	conj	1
36	18	compound	1
36	29	compound	1
36	45	compound	1
36	eiliv@db.no	conj	1
36	på	case	1
36.600	maksimal	advmod	1
360-eier	Xbox	compound	1
360-syngespill	Xbox	compound	1
365	nøyaktig	advcl	1
37	man	nsubj	1
37	når	mark	1
37	over	case	1
37	være	cop	1
38-åring	en	acl	1
39	alt	obl	1
39	bare	advmod	1
3D-kampmotor	managerspill	nmod	1
3D-kampmotor	nyhet	nsubj	1
3D-kampmotor	selvsagt	advmod	1
3D-kampmotor	spill	nmod	1
3D-kampmotor	være	cop	1
3D-motor	på	case	1
3RW	arkitektkontor	nmod	1
3RW	av	case	1
4	0	conj	1
4	5	conj	1
4	7	conj	1
4	Hawaii	nmod	1
4	liten	advmod	1
4	medlem	nmod	1
4	nr.	obl	1
4	og	cc	1
4	på	case	1
4,7	år	obl	1
4-tid	i	case	1
40	50	conj	1
40	Romney	nmod	1
40	bare	advmod	1
40	kun	advmod	1
40	mot	case	1
40	nesten	advmod	2
40	nr.	obl	1
40	nær	advmod	1
40	over	case	1
40	over	obl	1
40	sammen	advmod	1
40-årsdag	sin	nmod	2
40-årsdag	til	case	2
40-årskrise	en	det	1
40-årskrise	tidlig	amod	1
400	lag	obl	1
400	over	case	2
400.000	liten	advmod	1
42	blant	case	1
42	medlem	nmod	1
42	mot	case	1
42	republikaner	nmod	1
44	kr	obl	1
45	og	cc	1
450	over	case	1
46.	fra	case	1
47	mot	case	1
48	Romney	nmod	1
48	mot	case	1
49	Romney	nmod	1
49	mot	case	2
49er	i	case	1
4X4	på	case	2
5	over	case	1
5-åring	en	det	1
5-åring	med	case	1
5-årsperiode	av	case	1
5-årsperiode	en	det	1
5.	6.	conj	1
50	50	conj	1
50	60	conj	1
50	enn	case	1
50	med	case	1
50	mellom	case	1
50	nær	advmod	1
50	og	cc	1
50	omtrent	advmod	1
50	prosent	nmod	1
50-meter	fra	case	1
50-meter	lørdag	nmod	1
50-år	i	case	1
50-årstreff	Kongo-veteran	nmod	1
50.000	drøy	advmod	1
500	600	conj	1
500	i	case	1
500	mellom	case	1
500	opp	case	1
500	over	case	3
500	på	case	1
500	rundt	case	1
500	sammen	advmod	1
51	med	case	2
51	prosent	nmod	2
51-foter	sin	nmod	1
51000	dag	nmod	1
51000	til	case	1
52	47	nmod	1
52	med	case	1
52-tommer	på	case	1
52.-plass	ned	case	1
52.-plass	til	case	1
53	med	case	1
53	prosent	nmod	1
538	av	case	1
55	538	nmod	1
55	hel	amod	1
55	med	case	1
56	de	nmod	1
56	i	case	1
56	snitt	obl	1
580	jobb	nmod	1
6	7	conj	1
6	bok	obl	1
6	i	case	1
6	nummer	obl	1
6,6	drøy	advmod	1
6,7	gjennomsnitt	obl	1
6,8	hel	advmod	1
6.	og	cc	1
60	og	cc	1
60	opp	case	1
60	opptil	case	1
60	rundt	case	1
60	til	case	1
60	valgmennstemme	nmod	1
60-meter	du	det	1
60-tall	først	advmod	1
60-tall	på	case	1
60-årsdag	på	case	1
60-årsdag	sin	nmod	1
600	700	conj	1
600	bare	advmod	1
600	hel	advmod	1
600	og	cc	1
600	rundt	case	1
600.000	som	case	1
60000	år	obl	1
64	mot	case	1
64	og	cc	1
65	cirka	advmod	1
65	omtrent	advmod	1
68-opprør	elitemakt	nmod	1
68-opprør	i	case	1
7	6	conj	1
7	8	conj	1
7	vel	advmod	1
7,27	ha	aux	1
7,27	hel	advmod	1
7,27	i	case	1
7,27	kurs	nsubj	1
7,27	løp	obl	1
7,27	men	cc	1
7,27	nede	case	1
7,27	være	cop	1
7,5	nesten	advmod	1
70	80	conj	1
70	nr.	obl	1
70	nær	advmod	1
70	over	case	2
70	til	case	1
70	total	advmod	1
70-tall	fra	case	1
70-tall	på	case	3
715	side	obl	1
719-skvadron	Bodø	nmod	1
719-skvadron	til	case	1
72	nr.	obl	1
72	par	conj	1
74	Norge	nsubj	1
74	hvor	advmod	1
74	nr.	obl	1
74	være	cop	1
740.000	vel	advmod	1
75	ca.	advmod	1
75	enn	case	1
8	10	conj	1
8	nesten	advmod	1
8	rundt	case	1
8	styremedlem	nmod	1
8,58	den	nsubj	1
8,58	sammenligning	obl	1
8,58	være	cop	1
8,58	år	obl	1
80	90	conj	1
80	bo	acl	1
80	bortimot	case	1
80	ca.	advmod	1
80	disse	nmod	2
80	over	case	1
80	tilsammen	advmod	1
80-prosentregel	den	det	1
80-prosentregel	rabatt	conj	1
80-prosentregel	såkalt	amod	1
80-tall	på	case	2
80-år	i	case	1
80-år	med	case	1
80-årsjubileum	av	case	1
80.000	nesten	advmod	2
82	64	nmod	1
82	Obama	nmod	1
82	med	case	1
84	opptil	case	1
87	Penguins	nmod	1
87	nummer	obl	1
89	nesten	advmod	1
9	10	conj	1
9	13	obl	1
9	4	conj	1
9	Irland	obl	1
9	fra	mark	1
9	han	nsubj	1
9	hel	advmod	1
9	nummer	obl	1
9	som	mark	1
9	uke	obl	1
9	være	cop	1
9-åring	som	case	1
9.1-utgave	den	det	1
9.1-utgave	oppdatere	amod	1
9.1-utgave	versjon	nsubj	1
9.1-utgave	være	cop	1
9.april	delvis	advmod	1
9.april	og	cc	1
9.april	også	advmod	1
9.april	om	case	1
9.april	under	case	1
9/11	både	cc	1
9/11	det	expl	1
9/11	før	case	1
9/11	krig	conj	1
9/11	like	advmod	1
9/11	med	case	1
9/11	påstand	conj	1
9/11	være	cop	1
90	over	case	1
90-tall	av	case	1
90-tall	på	case	3
900	79	compound	1
900	rundt	case	1
915	over	case	1
@fleskedaier	eller	cc	1
@fleskedaier	hete	acl	1
A	B	conj	5
A	både	cc	3
A	isolere	acl	1
A	med	case	1
A	til	case	1
A-gruppe	til	case	1
A-lag	mot	case	1
A-magasinet	Gaute	nmod	1
A-magasinet	i	case	2
A-tekst	arkiv	appos	1
A-tekst	i	case	1
A-tekst	være	cop	1
A-tekst	å	mark	1
A.P.	nyhetsbyrå	nmod	1
A11	oppover	case	1
A5-ark	en	det	1
A5-ark	på	case	1
ABC	og	cc	1
ABC	sopp	nmod	1
ABCenter	Fritid	flat	2
ABCenter	i	case	2
AC	Milan	flat	1
AC	favorittklubb	nmod	1
AC	til	case	1
AFP	nyhetsbyrå	nmod	1
AFP	og	cc	1
AFP	til	case	2
AIDS-arbeid	$/	compound	1
AIDS-arbeid	HIV	compound	1
AIDS-arbeid	få	acl	1
AIDS-døden	Afrika	nmod	1
AIDS-katastrofe	$/	compound	1
AIDS-katastrofe	HIV	compound	1
AIP	ifølge	case	1
AIP	nyhetsbyrå	nmod	1
AP	nyhetsbyrå	nmod	1
AP-velger	av	case	1
AaFK	1	obl	1
AaFK	RBK	conj	1
AaFK-bur	i	case	1
AaFK-lag	en	det	1
AaFK-lag	orientere	amod	1
AaFK-spiss	den	det	1
AaFK-spiss	rundt	mark	1
AaFK-spiss	storvokst	amod	1
Aage	Samuelsen	flat	1
Aage	gladjazz	nmod	1
Aalborg	fra	case	1
Aalesund	til	case	1
Aalesund-lag	en	det	1
Aalesund-lag	mot	case	1
Aalesund-lag	tafatt	amod	1
Aamir	Høyre	nmod	1
Aamir	Sheikh	flat	1
Aamir	av	case	1
Abdon	Porte	flat	1
Abdon	fotballspiller	appos	1
Abdon	landslagsspiller	appos	1
Abdon	på	case	1
Abdul	Faizabad	nmod	1
Abdul	Fatah	flat	1
Abdul	Hakim	flat	1
Abdul	Younes	flat	1
Abdul	om	case	1
Abdullah	Abdullah	flat	1
Abdullah	mot	case	1
Abdullah	utfordrer	nmod	1
Abid	Raja	flat	1
Abid	Venstre	nmod	1
Abid	minoritetsmotstander	nmod	1
Abraham	Lincoln	flat	1
Absolute	Music	flat	1
Absolute	en	det	1
Absolute	til	case	1
Adalberstrasse	ned	case	1
Adecco	av	case	1
Adecco	i	case	1
Adecco	vikarbyrå	nmod	1
Adolf	Hitler	flat	2
Adreas	Nordvik	flat	1
Adreas	Rosenborg	nmod	1
Adreas	med	case	1
Adresseavisa	går	nmod	1
Adresseavisa	i	case	1
Adriano	og	cc	1
Afghanistan	Irak	conj	1
Afghanistan	fra	case	2
Afghanistan	hel	amod	2
Afghanistan	i	case	25
Afghanistan	mot	case	1
Afghanistan	og	cc	1
Afghanistan	som	case	1
Afghanistan	sør	case	1
Afghanistankomiteen	Norge	nmod	1
Afghanistankomiteen	hos	case	1
Afp	$/	compound	1
Afp	Scanpix	conj	1
Afrika	Dubai	conj	1
Afrika	MUL	conj	1
Afrika	Sahara	nmod	1
Afrika	USA	conj	1
Afrika	annen	det	1
Afrika	en	det	1
Afrika	fra	case	1
Afrika	i	case	6
Afrika	om	case	2
Afrika	på	case	4
Afrika	som	case	1
Afrika	særlig	advmod	2
Afrikas	Horn	flat	1
Afrikas	horn	flat	2
Afrikas	og	cc	1
Afrikas	på	case	2
Afshan	Høyre	nmod	1
Afshan	Rafiq	flat	1
Aftenbladet	til	case	1
Aftenbladet.no	Sofia	obl	1
Aftenposten	Dagens	conj	1
Aftenposten	august	nmod	1
Aftenposten	av	case	2
Aftenposten	eie	acl	1
Aftenposten	i	case	10
Aftenposten	medium	nmod	1
Aftenposten	særlig	advmod	1
Aftenposten	til	case	4
Aftenposten	vurdere	acl	1
Aftenposten-debatt	av	case	1
Aftenposten.no	til	case	2
Aftonbladet	i	case	1
Aftonbladet	svensk	amod	1
Agnes	Duffy	flat	1
Agnes	gammel	amod	1
Agnieszka	Jantaraska	flat	1
Ahmad	$/	compound	1
Ahmad	REUTERS	conj	1
Ahmad	Sear	flat	1
Ajax	fra	case	1
Ajax	i	case	1
Ajax	og	cc	1
Aker	Brygge	flat	3
Aker	Kværner	flat	1
Aker	Røkke	nmod	1
Aker	og	cc	2
Aker	på	case	2
Aker	til	case	1
Aker	universitetssykehus	appos	1
Aker	universitetssykehus	flat	1
Aker	utenfor	case	1
Aker	ved	case	1
Akershus	og	cc	1
Akershus	på	case	1
Akhtar	Chaudhry	flat	3
Akhtar	SV	nmod	1
Akhtar	medlem	nmod	1
Akhtar	minoritetspolitiker	nmod	1
Akhtar	og	cc	1
Akhtar	også	advmod	1
Akin	abortmotstander	nmod	1
Aksel	Lund	flat	7
Aksel	Svindal	flat	7
Aksel	av	case	1
Aksel	det	nsubj	1
Aksel	men	cc	1
Aksel	som	case	1
Aksel	sønn	nmod	1
Aksel	være	cop	1
