Dep_Lemma	Head_Lemma	Count
16	Georgia	1
16	begynne	1
16	dag	1
16	elev	1
16	euroland	1
16	gruppe	1
16	meter	1
16	senator	1
16	stat	2
16	uke	1
16	valgmannstemme	1
16	§	1
16	år	8
16-meter	kant	1
16-meter	lempe	1
16-åring	du	1
16-åring	han	1
16.	februar	1
16.	mars	2
16.	oktober	1
16.	plass	1
16000	sivil	1
162	land	1
162.000	stemme	1
165	mektig	1
17	16	1
17	anbefale	1
17	flertall	2
17	klubb	1
17	kvinne	1
17	million	1
17	møte	1
17	prosent	1
17	§	1
17	år	4
17,2	milliard	1
17-åring	han	1
17.	dag	1
17.	fraværsdag	1
17.	juni	2
17.	mai	1
17.	mars	1
17.000	krone	1
1700	bøye	1
1700	kilometer	1
1700-tall	København	1
1700-tall	utvikle	1
172	valgmannstemme	1
18	16	1
18	36	1
18	Espen	1
18	flertall	1
18	fylle	1
18	gang	1
18	grense	1
18	klokke	1
18	medlem	1
18	måned	1
18	prosent	1
18	slag	1
18	stat	1
18	valgmennstemme	1
18	år	3
18-årig	superelev	1
18-åring	elske	1
18-åring	sexy	1
18.	desember	2
1800	Lars	1
1800-tall	bli	1
1800-tall	midt	1
1800-tall	slutt	1
1800-tall	så	1
1812	oktober	1
1814	fjerne	1
1814	ha	1
1821	avskaffe	1
1834	like	1
1837	åpne	2
184	milliard	1
185	medarbeider	2
1852	Kautokeino-opprør	1
1852	Kautokeinoopprøret	1
1852	drama	1
1852	hendelse	1
1852	skje	1
1852-opprør	føre	1
1852-vold	inntreffe	1
1854	henrette	1
1858	åpenbare	1
1861	1800	1
187.500	euro	1
1880	Ungdomshuset	2
1883	opprør	1
1884	start	1
19	Magnus	1
19	fylkeslag	1
19	mål	1
19	sekser	1
19	unggutt	1
19	åpne	1
19	år	1
19-åring	han	1
19-åring	vralte	1
19.	august	1
19.	plass	1
190	000	1
1900	dø	1
1900	kulturminne	2
1900-tall	begynnelse	1
1900-tall	forestillingsverden	1
1900-tall	syn	1
1902	jordlov	1
191	ha	1
191	valgmannstemme	1
1911	sveitservilla	1
1912	krafttale	1
1912	utvandre	1
1914	forhold	1
1914	ha	1
1915	Beckstein-flygel	2
1916	ta	1
1917	skrive	1
1918	kveld	1
1920-år	anlegge	1
1923	erstatte	1
1925	utkomme	1
1926	føde	1
1926	okkupere	1
1927	1925	1
1928	hus	1
1930-tall	bo	1
1930-år	alvorlig	1
1931	september	1
1935	designe	1
1935	tildeling	1
1937	maleri	1
1938	juni	1
1939	datere	1
1939	februar	1
1939	juli	1
1939	se	1
1940	tale	1
1942	føde	1
1944	bli	1
1944	innmarsj	1
1945	VG	1
1945	oppholde	1
1945	stand	1
1945	tillate	1
1947	verk	1
1948	dag	1
1948	februar	1
1948	høst	1
1949	1945	1
1950-	ledelse	1
1950-	legge	1
1951	oppstart	1
1952	bilde	1
1953	føde	1
1954	med	1
1955	komme	1
1959	bygning	1
1959	omtale	1
1960	del	1
1960	liter	1
1960	soldat	1
1960	uavhengighet	1
1960-tall	1950-	2
1960-tall	nasjonalisere	1
1960-år	Norge	1
1961	februar	1
1961	forsterke	1
1961	valg	1
1962	sitte	1
1963	desember	1
1963	høst	1
1963	juni	2
1963	luftbro	1
1964	forlate	1
1964	januar	1
1964	mars	1
1964	medieoppmerksomhet	1
1964	ringe	1
1964-årgang	utgave	1
1965	valgseier	1
1968	kle	1
1968	skrive	1
1968	studentopprør	1
1969	Manson-drap	1
1969	få	1
1969	revolusjon	1
1969	valg	3
1969	valgseier	1
197	centimeter	1
1970	oppfinne	1
1970	utvikle	1
1970	være	1
1970-	slutt	1
1970-tall	historie	1
1970-tall	midt	1
1970-tall	prege	1
1970-tall	tiår	1
1970-år	skifte	1
1971	anmelde	1
1971	avskjed	1
1971	kommisjon	1
1971	mai	1
1972	juni	1
1973	innvelge	1
1973	stortingsrepresentant	1
1974	avsløre	1
1974	gjelde	1
1974	juni	1
1975	falle	1
1975	så	1
1975	årstall	1
1975:30	NOU	1
1976	april	2
1977	leder	1
1978	Grefsen	1
1978	august	1
1978	kulturevolusjon	1
1979	start	1
1980	februar	1
1980	forskrift	1
1980	innstilling	1
1980	mål	1
1980	score	2
1980-tall	begynnelse	1
1980-tall	modell	1
1980-tall	overlate	1
1980-tall	regjering	1
1980-år	unik	1
1981	august	1
1981	ha	1
1981	møte	2
1981	tiltredelsestale	1
1981	valgseier	1
1982	behandle	1
1982	komme	1
1982	vurdere	1
1983	første	1
1983	juni	1
1983	naturvernforskrift	1
1983	starte	1
1985	Brighton	1
1985	november	1
1985	prosent	1
1985	romjul	1
1985	vinne	1
1985	vulkanutbrudd	1
1986	ha	1
1986	se	1
1987	emigrere	1
1987	megler	1
1989	Rt	1
1989	stortingsrepresentant	1
199	kunde	1
1990	fall	1
1990	høst	1
1990	komme	1
1990	oktober	1
1990	syk	1
1990-tall	dynamisk	1
1990-tall	dø	1
1990-tall	finne	1
1990-tall	økning	1
1991	komme	1
1992	få	1
1992	jobbe	1
1992	oppdage	1
1993	Bill	1
1993	bygge	1
1993	komme	1
1993	opprette	1
1993	president	1
1994	august	1
1994	bestemme	1
1994	folkeavstemning	1
1994	gjøre	1
1994	kjøpe	1
1995	bli	1
1995	juni	1
1995	kveld	1
1995	ligge	1
1995	september	1
1995	starte	1
1996	Long	1
1996	begynne	1
1996	fredsprisvinner	1
1996	inkludere	1
1996	intervju	1
1996	juli	1
1996	november	1
1996	operere	1
1997	Vett	1
1997	gjøre	1
1997	lansere	1
1997	spille	1
1998	Asia-krise	1
1998	debutere	1
1998	falle	1
1998	lørdag	1
1998	nedsette	1
1998	periode	1
1998	reise	1
1998:29	FMK	1
1999	The	1
1999	VM-løype	1
1999	behandle	1
1999	gjøre	1
1999	menneskerettighetslov	1
1999	prinsipp	1
1999	utredning	1
1999	vår	1
1999-prinsippene	stå	1
1:50000	tegne	1
2	0	1
2	000	1
2	1	3
2	3000	1
2	CSKA	1
2	Ingrid	1
2	Min	1
2	Modern	1
2	NRK1	1
2	PS	1
2	Queen	2
2	Resistance	3
2	Rock	13
2	TV	4
2	bensin	1
2	dreie	1
2	gå	2
2	ha	1
2	kapittel	1
2	koste	1
2	land	1
2	ledd	1
2	lede	1
2	million	2
2	mindretall	1
2	prosent	2
2	stemme	1
2	vinne	1
2	watt	1
2	§	9
2,4	promille	1
2,4	prosentpoeng	1
2,5	2	1
2,5	million	1
2,5	år	1
2,6	prosent	1
2,7	prosent	1
2,8	million	1
2,8	prosentpoeng	1
2.	akt	1
2.	april	1
2.	fremmedspråk	1
2.	mai	2
2.	oktober	3
2.	omgang	2
2.	reform	1
2.	trinn	1
2.	verdenskrig	1
2.1	standpunkt	1
2.1.1	kirkeordning	1
2.1.2	finansiering	1
2.1.3	gravferdsforvaltning	1
2.1.4	kirke	1
2.1.5	eiendomsrett	1
2.2	kapittel	1
2.2.1	tilbakeblikk	1
20	Christian	1
20	Illinois	1
20	Stian	1
20	bli	1
20	dø	1
20	gang	1
20	gå	1
20	ha	1
20	land	3
20	leve	1
20	medlem	7
20	minutt	1
20	nekte	1
20	nordmann	1
20	prosent	16
20	soldat	1
20	time	1
20	valgmann	1
20	valgmannstemme	1
20	vest	1
20	§	1
20	år	14
20	økonomi	1
20-	oppstå	1
20-årsdag	tenke	1
20.	august	1
20.	desember	1
20.	februar	1
20.	januar	1
20.	juli	1
20.	oktober	2
20.25	forsinke	1
20.45	starte	1
200	250	1
200	fenalår	1
200	fritidsbolig	1
200	ha	1
200	krone	2
200	meter	1
200	prosent	1
200	retning	1
200	år	5
200	én	1
200.000	mangle	1
2000	bli	1
2000	bo	1
2000	desember	1
2000	få	1
2000	jordmor	1
2000	komme	1
2000	krone	1
2000	lyd	1
2000	motta	1
2000	vandre	1
2000	vinne	1
2000	være	1
200000	medlem	1
200000	menneske	1
2001	avtaleår	1
2001	bruke	1
2001	overta	1
2001	svare	1
2002	000	1
2002	1993	1
2002	Gender	1
2002	Jimmy	1
2002	Maktutredningen	1
2002	The	1
2002	foreslå	1
2002	frifinne	1
2002	høst	2
2002	inngå	1
2002	innvie	1
2002	legge	1
2002	motta	1
2002	oktober	1
2002	prosent	1
2002	åpne	1
2003	Trondheim	1
2003	desember	2
2003	februar	1
2003	fortelle	1
2003	få	1
2003	høst	2
2003	jobbe	1
2003	juni	1
2003	krone	1
2003	lide	1
2003	mars	2
2003	oktober	1
2003	prestevie	1
2003	ta	1
2003	verdensmester	1
2004	05-sesong	2
2004	2000	1
2004	Norges	1
2004	Wangari	1
2004	desember	1
2004	dø	1
2004	erklære	1
2004	hente	1
2004	høst	1
2004	januar	1
2004	juli	1
2004	levere	1
2004	løft	1
2004	løfte	1
2004	se	1
2004	september	1
2004	skille	1
2004	sommer	1
2004	utnevne	1
2005	06-sesong	1
2005	april	2
2005	august	1
2005	beslutte	1
2005	flekke	1
2005	flytte	2
2005	framgang	1
2005	få	1
2005	føre	1
2005	gjeldende	1
2005	gå	1
2005	juli	2
2005	lokalvalg	1
2005	oktober	2
2005	overta	1
2005	prosent	2
2005	retning	1
2005	tillate	1
2005	utgang	1
2005	år	1
2005-prisvinner	Harold	1
2006	EU-rapport	1
2006	Humiliation	1
2006	Muhammad	1
2006	alpin-gullalder	1
2006	forholde	1
2006	gi	1
2006	gjennomføre	2
2006	hjerteskjærende	1
2006	innretning	1
2006	januar	1
2006	koste	1
2006	kreve	1
2006	motta	1
2006	oppnevne	1
2006	ryke	1
2006	topp	1
2006	utpeke	1
2006	vår	1
2006	være	2
2007	Mekka-avtale	1
2007	august	1
2007	bruke	1
2007	dårlig	1
2007	gå	1
2007	invadere	1
2007	kommunevalg	1
2007	kritisere	1
2007	kåre	1
2007	lage	1
2007	liter	1
2007	munkeopprør	1
2007	sammenbrudd	1
2007	sette	1
2007	ta	1
2007	topp	1
2007	treffe	1
2007	utsette	1
2007	verdenscup	1
2007-valg	økning	1
2008	1998	1
2008	2002	1
2008	2007	1
2008	Emotion	1
2008	FM	1
2008	How	1
2008	anslå	1
2008	doble	1
2008	februar	1
2008	gi	1
2008	hit	1
2008	høst	1
2008	kollaps	1
2008	lav	1
2008	mars	2
2008	regnskap	1
2008	skrive	2
2008	statsregnskap	1
2008	syklon	1
2008	undersøkelse	1
2008	utgjøre	1
2008	vinne	4
2008	år	1
2008	øke	1
2008-utgave	slippe	1
2008-valg	gjøre	1
2008:5	NOU	1
2009	FM	3
2009	Football	2
2009	Miss	1
2009	Norge	1
2009	Stortingsmelding	1
2009	april	1
2009	august	1
2009	dikt	1
2009	hovedprioritering	1
2009	komme	1
2009	kriseår	1
2009	levere	1
2009	mye	1
2009	oktober	3
2009	september	1
2009	skje	1
2009	søndag	1
2009	vinter	1
2009	vår	1
2010	budsjett	1
2010	fjerne	1
2010	ha	1
2010	høst	1
2010	kritisere	1
2010	mai	1
2010	mars	1
2010	mellomvalg	1
2010	oppfordre	1
2010	september	1
2010	snakke	1
2010	utløp	1
2010	åpne	1
2011	debutere	1
2011	forretningstabbe	1
2011	gi	1
2011	hendelse	1
2011	million	1
2011	selge	1
2011	tabbe	1
2011	trusselvurdering	1
2011	vinter	1
2011	vår	1
2012	februar	1
2012	få	1
2012	iverksette	1
2012	september	1
2012	sommer	1
2012	vekstutsikt	1
2013	2012	1
2013	stortingsvalg	1
2013	ta	1
2013	tidspunkt	1
2016	OL	1
2020	bygge	1
2020	fornybar	2
2020	nedtrapping	1
2020	prosent	1
2020	reduksjon	1
2020	redusere	1
2020	utslippsmål	1
2020	utvikle	1
2020-tall	måtte	1
203	303	1
2050	stabilisere	1
2050	år	2
206	gi	1
2083	intervju	1
2083	manifest	1
21	Didrik	1
21	Sidney	1
21	juni	2
21	kamp	1
21	prosent	1
21	stå	1
21	valgmannstemme	1
21,7	prosent	2
21,9	falle	1
21-åring	si	1
21-åring	skulle	1
21-årsregel	tiltak	1
21.	januar	2
21.	september	1
21.	århundre	1
210	forsvinne	1
210	kvadratmeter	1
211	prosjekt	1
21de	århundre	1
22	Catch	2
22	Christoffer	1
22	Martin	1
22	kaliber	1
22	million	2
22	år	3
22-åring	Jevgenij	1
22.	august	1
22.	juli	20
22.	juli-komité	2
22.	juli-redegjørelse	1
22.	oktober	1
22.	sprenge	1
22.juli	bli	1
22.juli	eksempel	1
22.juli	erfaring	1
22.juli	tenke	1
22.juli-kommisjon	arbeid	1
22.juli-rapport	evalueringsrapport	1
22/7	respons	1
220.000	arbeidsløs	1
22000	lege	1
22000	student	1
2211	sende	1
23	000	1
23	Petter	1
23	april	2
23	desember	1
23	dolkestikk	1
23	år	3
23.	april	1
23.	august	2
23.	desember	1
23.	juni	1
23.	mai	1
23.	september	1
230000	tonn	1
238	valgmannstemme	1
24	Firooza	1
24	France	1
24	Perisat	1
24	amerikansk	1
24	prosent	1
24	str.	1
24	styremedlem	1
24	time	1
24	år	1
24,2	sekund	1
24-årig	somalier	1
24-åring	si	2
240	million	1
2400	00	1
249	valgmannstemme	1
25	20	1
25	Stonewall	1
25	august	1
25	deltaker	1
25	god	1
25	kilometer	1
25	million	1
25	mye	1
25	prosent	1
25	pulje	1
25	sekser	1
25	september	1
25	år	8
25	øre	1
25-åring	Anders	1
25-åring	engasjement	1
25-åring	se	1
25-åring	si	1
25-åring	ta	1
25-åring	tenke	1
25.	mai	1
25.-plass	bli	1
250	million	1
250	prognose	1
250.000	pariser	1
250000	eksemplar	1
256	valgmannstemme	1
26	Soyoung	1
26	juli	1
26	million	1
26	minutt	1
26	overvektig	1
26	person	2
26	prosent	1
26,1	prosent	1
26,57	bli	1
27	PST-kontor	1
27	Paul	1
27	juli	1
27	prosent	1
27	utvalgt	1
27	valgmannstemme	1
27	være	1
27	år	1
27,5	prosent	1
27.	desember	1
27.	juli	1
27.	medlemsland	1
27.	minutt	1
270	førstemann	1
270	grense	1
270	komme	1
270	mangle	1
270	tall	1
270	valgmannstemme	1
274	valgmannstemme	1
275	valgmann	1
275	valgmannstemme	1
28	Chelsea	1
28	Gulsum	1
28	elev	1
28	mai	1
28	prosent	5
28	år	1
28,28	tid	1
28.	27.	1
28.	juli	1
28.	mai	1
285	valgmannstemme	1
29	36	1
29	Florida	1
29	New	1
29	million	1
29	nedgang	1
29	november	1
29	prosent	1
29	valgmannstemme	1
29.	juli	1
29.	mai	2
290	valgmannstemme	1
3	2	1
3	3	1
3	Delaware	1
3	Montana	1
3	NRK1	1
3	Nord	1
3	PS	1
3	PlayStation	1
3	Sør	1
3	Washington	1
3	Wyoming	1
3	barn	1
3	ende	1
3	juni	2
3	kapittel	1
3	lede	1
3	milliard	1
3	mindretall	1
3	pub	1
3	straffeforfølge	1
3	stå	1
3	utlikne	1
3	vinne	2
3	§	6
3	år	2
3,1	million	1
3,1	prosent	2
3,45	liter	1
3,7	million	1
3,8	million	1
3,9	prosent	1
3-eier	komme	1
3.	alternativ	1
3.	august	1
3.	kvartal	1
3.	mai	1
3.000	ansatt	1
3.300	soldat	1
3/08	Syn	1
30	000	1
30	25	2
30	BMI	1
30	Jennifer	1
30	armheving	1
30	dag	1
30	juni	1
30	låt	1
30	minutt	1
30	nærme	1
30	passere	1
30	prosent	7
30	rekke	1
30	tonn	1
30	år	2
30-40-åring	leve	1
30-tall	20-	1
30-time	arbeidsuke	1
30-år	depresjon	1
30-år	proteksjonisme	1
30.	juli	1
30.	juni	1
300	barn	1
300	million	2
300	år	1
300.000	krone	1
300.000	menneske	1
300.000	stemme	1
3000	ansatt	2
3000	lege	1
30000	student	1
303	gi	1
303	lede	1
31	kommune	1
31,2	prosent	1
31,9	O2-opptak	1
31.	januar	1
31.	oktober	1
310	dag	1
32	Laura	1
32	kamp	1
32	million	1
32	prosent	1
32.	plass	1
33	000	2
33	200	1
33	dag	1
33	lede	1
33	valgmannstemme	1
33-åring	sukke	1
339	venn	1
34	Kristian	1
34	Ni	1
34	prosent	1
34	småbarn	2
34,7	snitt	1
340	henvendelse	1
3400	drepe	1
35	000	2
35	milliard	1
35	prosent	1
35.000	samtale	1
350	meter	1
350	mrd.	1
35000	person	1
36	Euna	1
36	nå	1
36.600	krone	1
360	Xbox	2
360-eier	trenge	1
360-syngespill	Lips	1
365	dag	1
37	enhet	1
37	prosent	1
37	voksen	1
37	år	2
370	krone	1
375.000	euro	1
38	Texas	1
38	fylle	1
38	prosent	1
38	valgmennstemme	1
38-åring	overnatte	1
38-åring	si	1
380	menneske	1
39	1998:29	1
39	dag	1
39	møtedag	1
39	prosent	1
3D-kampmotor	nyhet	1
3D-kampmotor	være	1
3D-motor	nyhet	1
3D-motor	utsette	1
3RW	tegne	1
3d-visning	se	1
4	1	1
4	9	1
4	Idaho	1
4	Phoebe	2
4	Rhode	1
4	finnes	1
4	lov	1
4	medlem	1
4	mindretall	1
4	minutt	1
4	storseier	1
4	tallpunkt	1
4	tonn	1
4	valgmannstemme	2
4	§	8
4,5	prosent	1
4,7	gang	1
4,9	prosent	1
4,9	prosentpoeng	1
4-tid	lage	1
4.	finansiering	1
40	000	1
40	30	1
40	barn	1
40	fagforening	1
40	gang	2
40	ha	1
40	kamp	1
40	kvadratmeter	1
40	lov	1
40	milliard	2
40	minutt	1
40	prosent	5
40	sekund	1
40	år	3
40-årsdag	feire	1
40-årsdag	få	1
40-årsdag	smugle	1
40-årskrise	skyldes	1
400	bil	1
400	få	1
400	liv	1
400	medarbeider	1
400	side	1
400	tenåring	1
400	år	1
400.000	krone	1
4000	ansatt	1
4000	kr	1
4000	krone	1
41	hjemmekamp	1
41	prosent	1
41	år	1
41-årig	styre	1
42	demokrat	1
42	gjøre	1
42	million	1
42	representant	1
42	sekund	1
42	år	1
42,6	prosent	1
4200	husholdning	1
43	minutt	1
43	prosent	1
43	år	1
43,3	prosent	1
43,6	prosent	1
437	kandidat	1
44	dagmamma	1
44	mars	1
44	prosent	1
45	30	1
45	36	1
45	_	1
45	hundredel	1
45	minutt	2
45	prosent	2
45	år	2
45.	minutt	1
450	000	1
450	henvendelse	1
450	menneske	1
46	prosent	3
46	størrelse	1
46.	falle	1
464	jordmor	1
47	52	1
47	prosent	2
47	riksvei	1
47-åring	få	1
470000	krone	2
48	Erik	1
48	demokrat	1
48	prosent	5
48	time	2
48	Øyvind	1
48	år	1
49	Daniel	1
49	prosent	12
49.	plass	1
49.557.000	stemme	1
49.596.000	stemme	1
49er	OL-klar	1
4X4	intervall	1
4X4	trene	2
5	2	1
5	4	1
5	Grand	1
5	Nevada	1
5	New	1
5	billion	1
5	episode	1
5	gjelde	1
5	iPhone	1
5	medlem	1
5	million	3
5	valgmann	1
5	valgmannstemme	1
5	§	3
5,8	prosent	1
5-åring	sette	1
5-årsperiode	løp	1
5.	desember	1
5.	etasje	3
5.	gravferdsforvaltning	1
5.	klasse	1
50	%	1
50	20	1
50	40	1
50	50	1
50	dag	1
50	fot	1
50	land	1
50	lede	1
50	leilighet	1
50	løp	1
50	manus	1
50	meter	4
50	mye	1
50	nær	1
50	pingpongbane	1
50	prosent	14
50	rom	1
50	spiller	1
50	stat	1
50	år	3
50	øre	1
50-meter	god	1
50-år	alder	1
50-år	innta	1
50-årstreff	være	1
50.000	mange	1
50.000	stemme	1
500	bath	2
500	komme	1
500	krone	2
500	milliard	1
500	parkeringsbot	1
500	sang	1
500	spiller	1
500	år	3
5000,-	ekstra	1
50000	klage	1
51	foran	1
51	lede	1
51	prosent	4
51-foter	Fram	2
51000	medlem	1
512	vei	1
52	Bulat	1
52	gi	1
52	prosent	2
52-tommer	vente	1
52.-plass	falle	1
53	lede	1
538	55	1
538	valgmann	1
538	valgmennstemme	1
54	1852	1
54	spørsmål	4
54,6	prosent	1
55	ha	1
55	prosent	2
55	representant	1
55	valgmannstemme	1
56	kjempe	1
56	prosent	1
56	sitte	2
57	Tor	2
57	kilometer	1
57	prosent	1
570	fritidsbolig	1
58	prosent	1
580	forsvinne	1
58000	student	1
59	prosent	1
59	valgmannstemme	1
59,35	bli	1
59,4	prosent	1
590	000	1
590.000	krone	1
6	7	1
6	Kansas	1
6	Min	1
6	Mississippi	2
6	lese	1
6	låt	1
6	nærme	1
6	time	1
6	valgmannstemme	2
6	§	2
6,2	prosentpoeng	1
6,4	million	1
6,5	prosent	1
6,6	liter	1
6,6	million	1
6,7	barn	1
6,8	prosent	2
6.	5.	1
6.	april	2
6.	juli	1
6.	mars	1
6.	oktober	1
6.	ordning	1
6.10	August	1
60	%	1
60	000	1
60	50	1
60	Gunnar	1
60	barn	1
60	ha	1
60	land	2
60	prosent	2
60	spiller	1
60	stemme	1
