Prec	Seq	Count
150	aniversari	1
150	arbre	1
150	cas	1
150	metre	1
150	milió	1
150	persona	1
150	tenda	1
150	treballador	2
150	vivenda	1
150.2	de	1
1500	metre	1
1500	milió	1
1500	pel	1
1500	treballador	1
15000	habitant	1
15000	habitatge	1
15000	pesseta	4
15000	plaça	1
150000	euro	1
150000	habitant	1
150000	pesseta	1
1500000	mapa	1
152	a	1
152	edició	1
152,73	%	1
152317702	pesseta	1
1525	euro	1
1531169	és	1
15329	lloc	1
154	%	1
15500	accident	1
15500	tona	1
15600	tona	2
1562000	espectador	1
1565	milió	1
158000	hectàrea	1
158725	persona	1
158725	treballador	1
158725	és	1
1596	i	1
1596	pel	1
15973	milió	1
15:55	hores	1
16	%	2
16	'	1
16	17	1
16	19	1
16	a	1
16	any	5
16	cap	1
16	conjunt	1
16	d'	2
16	de	11
16	ell	2
16	ferit	1
16	hora	1
16	hores	1
16	i	4
16	lliurança	1
16	pastilla	1
16	per	1
16	segon	1
16	seguit	1
16,16	%	1
160	client	1
160	expositor	3
160	milió	1
160	quilòmetre	1
1600	permís	1
16000	any	1
160000	habitant	1
161	aturat	1
161/100	i	1
1616	persona	1
162	persona	1
162	pujar	1
1629	es	1
162910.34	euro	2
163,76	%	1
165	delegat	1
1650	espectador	1
1682	milió	1
16825	col·legiat	1
1684	pesseta	1
1685	milió	1
16940	tona	1
17	a	2
17	any	4
17	d'	1
17	de	13
17	dia	2
17	edició	1
17	el	1
17	estació	2
17	euro	1
17	haver	1
17	i	2
17	pacient	1
17	per	2
17	posició	1
17'5	%	1
17,5	%	1
17,6	%	2
17,9	%	1
17.00	hores	1
17.8/100.000	habitant	1
170	estand	1
170	persona	1
170	pesseta	1
1700	milió	2
1700	pesseta	1
17000	el	1
17000	habitant	1
17000	milió	2
170608.12	euro	1
1724	milió	4
1748955	es	1
175	metre	1
17538	-9,95	1
1755	de	1
1764	i	1
177656	persona	1
178	per	1
18	anar	1
18	any	8
18	atracar	1
18	cap	2
18	de	13
18	dia	1
18	euro	1
18	hora	2
18	hores	1
18	i	2
18	jutjat	2
18	mes	1
18	minut	1
18	país	1
18	pena	2
18	per	1
18	tot	1
18,6	%	1
18.30	a	1
18.80	punt	1
18/100	haver	1
180	milió	1
180	quilòmetre	1
1800	empleat	1
1800	milió	1
18000	any	3
18000	euro	1
18000	i	1
18000	pesseta	1
180000	pesseta	1
1808	enquesta	1
181600	tona	1
1817	unitat	1
182	metre	1
182	milió	1
183	m	1
183	metre	1
1835	trenta	1
1839	-1,91	1
184	milió	1
18402516	pesseta	3
1843	Madrid	1
185	-1.32	1
1850	euro	1
185000	llibre	1
1852	com	1
1852.50	euro	1
185853	milió	1
186	funcionari	1
1865	un	1
1866	o	1
187.5	milió	1
1870	el	1
18750	metre	1
1878	anar	1
1878	quan	1
188130	milió	1
18h	a	2
19	20	1
19	any	4
19	catifa	2
19	de	8
19	el	1
19	i	1
19	milió	1
19	segon	1
19'30	hores	1
19,2	%	1
19,74	%	1
19,9	%	1
19.30	hores	1
1900	delegat	1
1900	entrar	1
1902	el	1
1902	es	1
1903	al	1
1912	quan	1
1917	a	1
1921	haver	1
1922564	pesseta	1
1923	en	1
192558751	pesseta	1
1929	per	1
1930	comptar	1
1931	i	1
1936	a	1
1936	el	1
1936-1938	quan	1
1938-1940	-fpt-	2
1939	a	1
1939	alternat	1
1939	amb	1
1939	el	1
1939	i	1
1939-1941	elaborat	1
1944	haver	1
1947	anar	1
1949	anar	1
1949	quan	1
1949	rebre	1
1949	ser	1
1954	començar	1
1957	anar	1
1957	en	1
1957	haver	1
1960	'	1
1960	per	1
1961	anar	1
1961	el	1
1962	Ravelo	1
1962	Todd	1
1962	quan	1
1963	anar	1
1963	i	1
1963	quan	1
1964	coincidir	1
1964	ell	1
1965	haver	1
1965	pesseta	1
1966	el	1
1966	jo	1
1966	quan	1
1967	amb	1
1968	després	1
1969	'	1
197	del	1
1970	haver	1
1970	que	1
1971	'	1
1973	iniciar	1
1974	que	1
1975	'	1
1975	Antonio	1
1975	el	1
1975	i	1
1976	'	1
1977	Enja	1
1977	a	1
1977	anar	1
1977	el	2
1978	i	1
1979	el	1
1979	i	1
1979	un	1
198	metre	1
1980	'	1
1980	anar	1
1980	coincidir	1
1980	oferir	1
1981	quan	1
1982	amb	1
1982	canviar	1
1982	de	1
1982	i	1
1983	a	1
1983	del	1
1983	quan	1
1984	'	2
1984	a	1
1984	el	1
1984	ell	1
1984	i	1
1985	anar	1
1985	assaig	1
1985	començar	1
1985	del	1
1985	es	1
1985	un	1
1985-1989	i	1
1986	Wilson	1
1986	amb	1
1986	anar	1
1986	el	1
1986	es	1
1986	i	2
1987	Wilson	1
1987	de	1
1987	estar	1
1988	anar	1
1988	el	1
1988	fins	1
1988	i	1
1988-1991	i	1
1989	a	2
1989	concedit	1
1989	ell	1
1989	més	1
1990	'	1
1990	anar	1
1991	'	1
1991	So	1
1991	anar	1
1991	el	1
1991	en	1
1991	i	4
1991	no	1
1991	per	1
1991	quan	1
1991	rebre	1
1991	reclamar	1
1991	un	1
1991	voler	1
1991-1995	i	1
1992	Felipe	1
1992	haver	1
1992	i	1
1992	però	1
1992	realitzar	1
1993	després	1
1993	ell	1
1993	segons	1
1994	Henderson	1
1994	amb	1
1994	el	1
1994	i	3
1994	ja	1
1994	quan	1
1994	segons	1
1994	també	1
1994	tornar	1
1995	González	1
1995	a	1
1995	al	1
1995	anar	2
1995	del	1
1995	dos	1
1995	el	6
1995	encara	1
1995	haver	1
1995	i	5
1995	per	1
1995-1997	i	1
1995-1999	i	1
1995-1999	segons	1
1995-2000	i	1
1996	Ascensión	1
1996	acompanyar	1
1996	amb	1
1996	considerar	1
1996	consumir	1
1996	del	1
1996	distribuït	1
1996	diversificar	1
1996	el	5
1996	en	2
1996	i	2
1996	quan	7
1996	referent	1
1996	ser	1
1997	Verve	1
1997	a	1
1997	al	1
1997	anar	3
1997	davant	1
1997	després	1
1997	el	1
1997	entrar	1
1997	es	1
1997	gairebé	1
1997	i	4
1997	perquè	1
1997	quan	7
1997	sobre	1
1997	un	2
1997-98	mantenir	1
1998	116000	1
1998	Josep	1
1998	Manzanares	1
1998	a	3
1998	al	1
1998	amb	1
1998	anar	3
1998	considerar	1
1998	cosa	1
1998	de	1
1998	durant	1
1998	el	3
1998	en	2
1998	es	1
1998	haver	2
1998	i	5
1998	ja	1
1998	on	1
1998	per	1
1998	quan	5
1998	un	1
1998/1999	del	1
1999	30	2
1999	5535	1
1999	Antonio	1
1999	a	1
1999	amb	2
1999	anar	3
1999	any	2
1999	contrastar	1
1999	correspondre	1
1999	de	3
1999	després	1
1999	el	6
1999	ell	1
1999	en	1
1999	entre	1
1999	es	4
1999	fins	1
1999	i	6
1999	ja	1
1999	malgrat	1
1999	per	1
1999	perquè	1
1999	quan	4
1999	que	3
1999	també	2
1999	un	5
1999-2001	entre	1
2	%	1
2	3	2
2	5	1
2	accionista	1
2	al	1
2	amb	2
2	any	4
2	contenciós	1
2	d'	1
2	de	10
2	del	4
2	i	3
2	milió	4
2	oferir	1
2	pel	1
2	per	2
2	plànol	1
2	punt	1
2	quan	1
2	que	1
2	quilòmetre	1
2	reportatge	1
2,66	%	1
2,66	per	1
2-0	i	1
2.000	any	1
2.000	es	1
2.1	bilió	1
2.22/100	Endesa	1
2.240	milió	1
2.30	hora	1
2.30	hores	1
2.4	milió	1
2.5	milió	2
2.5/100	per	1
2.842	milió	1
2.9/100	i	1
2/100	el	2
2/100	en	1
2/2000	de	1
20	%	4
20	21	1
20	Barcelona	1
20	abonament	1
20	any	7
20	d'	2
20	de	7
20	detingut	1
20	h	1
20	hectàrea	1
20	hores	1
20	i	2
20	membre	2
20	milió	1
20	minut	2
20	ostatge	1
20	per	3
20	persona	1
20	pesseta	1
20	proposta	1
20	quilòmetre	1
20	segle	1
20	vehicle	1
20,6	%	1
20,7	%	1
20.30	en	1
20.30	hores	1
200	'	1
200	aficionat	1
200	any	1
200	intèrpret	1
200	membre	1
200	milió	4
200	nou	1
200	pagès	1
200	persona	2
200	població	1
2000	'	3
2000	Hombres	1
2000	a	2
2000	amb	2
2000	anar	1
2000	aquest	1
2000	de	2
2000	el	3
2000	ell	2
2000	es	6
2000	fer	1
2000	fins	1
2000	haver	4
2000	hi	1
2000	i	7
2000	imposar	1
2000	llit	1
2000	metre	1
2000	milió	1
2000	més	1
2000	o	1
2000	pesseta	3
2000	quan	2
2000	ser	3
2000	un	5
2000-2003	que	1
2000-2007	en	1
2000/2001	ser	1
20000	any	1
20000	exemplar	1
20000	habitant	1
20000	haver	1
20000	tona	2
200000	entrada	1
200000	pesseta	2
2001	Any	1
2001	Nou	1
2001	al	1
2001	anar	1
2001	atorgat	1
2001	com	1
2001	el	6
2001	ell	1
2001	en	1
2001	es	2
2001	esperar	1
2001	estar	1
2001	finalitzar	1
2001	gràcies	1
2001	i	6
2001	ja	1
2001	per	1
2001	respecte	1
2001	ser	1
2001	tenir	1
2001	tornar	1
2001	un	2
2001-2005	preveure	1
2002	'	1
2002	3	1
2002	AIS	1
2002	Girona	1
2002	amb	1
2002	anar	1
2002	aquest	1
2002	de	1
2002	destacar	1
2002	haver	1
2002	ho	1
2002	i	3
2002-2003	calculat	1
2002-2006	un	1
200228	és	1
2003	'	2
2003	6.2	1
2003	a	1
2003	amb	1
2003	el	1
2003	es	1
2003	esperar	1
2003	haver	2
2003	i	2
2003	només	1
2003	quan	1
2003	que	1
2003	un	1
2003-2008	el	1
2004	'	1
2004	amb	1
2004	aquest	1
2004	com	5
2004	el	2
2004	en	1
2004	es	1
2004	per	2
2004	però	1
2004	poder	1
2004	venir	1
2005	i	1
2005	segons	1
2008	el	1
201	milió	1
201,53	per	1
2010	anar	1
2010	complir	1
2010	el	2
2010000	pesseta	1
2012	el	1
2049	de	1
205	ocupat	1
206	amb	1
206055	a	1
207	accident	1
20700	habitant	1
2087500	pesseta	1
2096	pesseta	1
21	22	1
21	a	1
21	al	1
21	any	2
21	d'	5
21	de	7
21	del	1
21	delicte	1
21	dia	1
21	hores	1
21	i	1
21	jubilat	1
21	mes	3
21	mort	1
21	persona	1
21	que	1
21	quilogram	1
21	quilòmetre	1
21	superat	1
21,4	%	1
21.20	drama	1
2100	euro	1
21000	milió	1
211500	milió	1
212	pujar	1
21375	milió	1
214000	quilogram	1
2169	hectàrea	2
219	quilogram	2
21h	i	1
22	%	1
22	23	1
22	Congrés	1
22	Raúl	1
22	al	1
22	any	5
22	congrés	1
22	contenidor	1
22	de	8
22	hores	1
22	i	1
22	milió	1
22	passatger	1
22	per	1
22	persona	1
22	punt	2
22	que	1
22	segon	1
22	veïna	1
22,65	%	1
22.26	milió	1
22/100	i	1
22/100	més	1
220	KV	2
220	pesseta	1
220	tenda	1
220000	pesseta	3
22217000	pesseta	1
223	milió	1
223	treballador	1
223780983	pesseta	1
224	%	2
227	classe	1
2277	correspondre	1
22983	i	1
23	24	1
23	a	1
23	amb	1
23	cas	1
23	com	1
23	d'agost	1
23	de	3
23	delegació	1
23	encara	1
23	i	2
23	malgrat	1
23	segons	1
23.6/100	del	1
230	del	1
2300	associat	1
2300	desplaçament	1
2300	pensionista	1
23000	ocupació	1
230135	pesseta	1
232	metre	1
23201	plaça	1
234541	pesseta	1
23460	habitant	1
235	queixa	1
23652	haver	1
23680	m2	1
2384	usuari	1
24	%	1
24	25	1
24	al	1
24	amb	1
24	any	1
24	cas	1
24	d'	1
24	de	6
24	gol	1
24	hora	3
24	i	1
24	mes	1
24	municipi	1
24,6	%	1
24/100	a	1
240	hora	1
240	milió	1
240	mil·ligram	1
240	persona	1
2400	del	1
24000	pesseta	1
240000	pesseta	1
242	sol·licitud	1
244	classe	1
245	de	1
245	milió	1
246	pesseta	1
2490	quilo	2
2490	quilogram	2
2490000	pesseta	1
2493	-3,74	1
2494	persona	1
24957	milió	1
25	%	2
25	26	1
25	a	1
25	any	9
25	beca	1
25	de	12
25	i	3
25	lloc	1
25	metre	1
25	milió	1
25	nen	1
25	país	2
25	per	4
25/100	de	1
25/100	més	1
250	i	1
250	milió	3
