Dep_Lemma	Head_Lemma	Count
'	desinflar	2
'	despatx	2
'	destacar	2
'	destrempar	2
'	determinar	1
'	diferent	2
'	difícil	2
'	dignitat	1
'	dir	8
'	disconformitat	2
'	discriminació	3
'	discutir	1
'	disposar	2
'	doble	1
'	donar	6
'	dormir	2
'	dur	2
'	dut	2
'	dèficit	1
'	efecte	4
'	element	2
'	ell	1
'	emmarcar	1
'	encadenar	2
'	encarnar	1
'	encomiable	2
'	enfocat	2
'	enganyat	2
'	ensenyar	1
'	entendre	3
'	entitat	1
'	equivocar	2
'	escapar	2
'	escollit	2
'	escoltar	1
'	escàs	2
'	esdevenir	2
'	esgotat	2
'	esmerçar	1
'	espai	3
'	espantar	2
'	especialitzar	2
'	especulatiu	2
'	esperar	2
'	esponsoritzar	2
'	estabilitat	1
'	estar	8
'	estel	2
'	estima	2
'	estimar	2
'	estimular	2
'	esverat	2
'	evident	5
'	evitar	2
'	excloure	2
'	exclusió	2
'	exercici	2
'	exercir	4
'	exercitar	1
'	exigir	2
'	existir	5
'	exposició	2
'	expressar	2
'	extraordinari	2
'	facilitar	1
'	faciliti	2
'	fallar	1
'	faltar	2
'	federalisme	2
'	feminisme	1
'	fer	19
'	festeig	2
'	festival	2
'	fet	3
'	fidel	2
'	filosofia	2
'	final	1
'	fixar	2
'	fluix	1
'	fonamental	4
'	forma	2
'	formar	1
'	força	2
'	fracassar	1
'	fàcil	2
'	garantia	1
'	gaudir	1
'	gent	1
'	governar	3
'	grau	1
'	greu	4
'	grup	1
'	guanyar	6
'	haver	21
'	hereu	2
'	hidrospeed	4
'	hilarant	2
'	ho	2
'	home	4
'	homenatge	1
'	honorar	2
'	hora	4
'	horroritzar	2
'	humor	1
'	ideal	2
'	identificació	2
'	imatge	1
'	impacte	2
'	impedir	1
'	imperatiu	2
'	implicar	2
'	important	2
'	impossible	2
'	impotent	2
'	inaudit	2
'	incompetència	1
'	incongruent	2
'	incorporar	1
'	incrementar	2
'	informe	1
'	ingressat	1
'	iniciar	4
'	insistir	2
'	insostenible	2
'	insòlit	2
'	integrar	2
'	intentar	7
'	interessar	2
'	inutilitat	1
'	inversemblant	2
'	jardins	2
'	jornada	1
'	jugar	9
'	just	1
'	justificar	2
'	lamentar	7
'	legal	2
'	legítim	2
'	limitar	4
'	llengua	2
'	lligat	1
'	lluitar	1
'	línia	3
'	lògic	3
'	macianista	2
'	mainada-peques-kids	2
'	mal	2
'	mancat	2
'	manipulació	2
'	mariachi	1
'	matar	5
'	mateix	2
'	meitat	2
'	mentalització	1
'	mentre	2
'	merèixer	2
'	mesurar	1
'	metre	1
'	milió	1
'	millorar	2
'	model	2
'	modulat	2
'	moment	1
'	monopoli	2
'	mostra	2
'	mostrar	3
'	muntar	2
'	més	2
'	mínim	2
'	nacionalisme	2
'	naixement	2
'	nau	2
'	necessari	2
'	necessitat	1
'	ni	2
'	nivell	1
'	no	1
'	nomenar	1
'	norma	2
'	normalitzat	2
'	notícia	2
'	o	2
'	obeir	2
'	oblidar	4
'	obligació	2
'	obra	3
'	obtenir	1
'	ocasió	2
'	ocupar	2
'	oferir	1
'	okupa	2
'	on-line	2
'	operació	5
'	oportunitat	2
'	ordre	1
'	orgia	2
'	pactar	2
'	pacte	6
'	parlar	5
'	participar	1
'	partit	2
'	patir	4
'	pblic	2
'	pendent	3
'	pensar	2
'	per	1
'	perdre	2
'	perfil	2
'	perillós	4
'	permetre	2
'	perpetuar	2
'	personatge	1
'	pes	1
'	peça	1
'	planar	2
'	plantejar	4
'	plom	2
'	plusvàlua	1
'	poca-solta	2
'	poder	3
'	por	2
'	portar	3
'	posar	10
'	positiu	4
'	possible	1
'	postmaragallisme	4
'	postpujolisme	6
'	precipitar	1
'	preferentment	1
'	preferir	1
'	preguntar	2
'	preocupant	2
'	preocupar	2
'	prepotent	2
'	presentar	3
'	prestar	1
'	presència	1
'	preveure	2
'	produir	2
'	prohibir	2
'	projecte	1
'	proper	2
'	propi	1
'	protagonisme	3
'	protagonista	2
'	protecció	1
'	pràctica	1
'	punt	1
'	qualificar	3
'	quedar	2
'	qüestió	4
'	radicalitat	3
'	ratificar	2
'	reacció	2
'	rebre	1
'	rec	1
'	reclamar	1
'	recollir	2
'	reconèixer	6
'	recordar	1
'	rectificar	2
'	recuperar	1
'	recurs	1
'	referent	2
'	referir	1
'	reflexionar	2
'	reforçar	1
'	regar	1
'	regular	2
'	relació	1
'	remarcable	2
'	renovació	1
'	renovar	2
'	repertori	2
'	requerir	2
'	reservat	1
'	resituar	2
'	resolució	2
'	respondre	4
'	responsabilitat	4
'	resultar	2
'	resultat	4
'	retirar	2
'	retornar	2
'	revolució	2
'	riquesa	2
'	robar	2
'	ràfting	2
'	saber	5
'	sanitat	1
'	satisfer	2
'	satisfet	2
'	savi	2
'	segle	2
'	seguretat	2
'	sentir	2
'	senyor	2
'	ser	21
'	servir	2
'	sincer	1
'	singular	2
'	sinònim	2
'	sinó	8
'	situació	3
'	socialista	2
'	societat	2
'	solució	2
'	sorprendre	2
'	sortir	1
'	suficient	2
'	sumar	2
'	superar	2
'	suportar	2
'	suposar	2
'	tal	2
'	tenir	47
'	testimoni	2
'	text	1
'	tocar	1
'	tornar	1
'	tractar	2
'	tradició	1
'	treballar	6
'	trencar	1
'	trobar	4
'	trompo	4
'	trucar	2
'	unir	2
'	universal	2
'	urgent	2
'	valor	1
'	varietat	2
'	vendre	1
'	venjança	2
'	ventafocs	2
'	veure	4
'	vexar	2
'	violador	2
'	violent	2
'	violència	3
'	vital	1
'	viu	2
'	viure	2
'	vocació	1
'	voler	11
'	vot	2
'	vàlid	2
'	www.plaestany.net	2
'	www.plaestany.org/online	2
'	Àlvar	2
'	és	2
'	ús	2
'Guitar'	Carlitos	1
's	Guy	1
's	The	1
's	Universal	2
+	Leader	2
-0.10	Extremadura	1
-0.16	Melilla	1
-0.58	Múrcia	1
-1,91	1839	1
-1,97	941	1
-1.32	185	1
-2.08	Astúries	1
-2.09	Castella	1
-2.43	Andalusia	1
-2.66	Catalunya	1
-2.90	Comunitat	1
-3,02	2645	1
-3,74	2493	1
-3.02	mitjana	1
-3.65	Galícia	1
-3.68	Ceuta	1
-3.91	Madrid	1
-3052	País	1
-3098	Castella-la	1
-3950	Comunitat	1
-4,02	496	1
-4,98	65	1
-4.17	Castella-la	1
-4.25	Navarra	1
-4.50	Aragó	1
-4332	Catalunya	1
-5,76	1065	1
-5052	Galícia	1
-5729	Balears	1
-6,44	Cantàbria	1
-6.20	La	1
-7201	Madrid	1
-9,95	17538	1
-fpa-	humor	1
-fpa-	memòria	2
-fpa-	so	1
-fpt-	humor	1
-fpt-	memòria	2
-fpt-	so	1
-les	Mite	3
-les	controlar	1
-ne	determinar	1
-nos	convertir	1
-nos	encasellar	1
-nos	incomodar	1
-se	Divertir	1
0	puntualitzar	1
0+373	punt	1
0+419	0+373	1
0,06	augmentar	1
0,18	augmentar	1
0,5	participació	1
0,5	posseir	1
0,56	significar	1
0,7	arribar	1
0,7	utilitzar	1
0,80	augmentar	1
0,94	augmentar	1
0-2	guanyar	1
0.09/100	Londres	1
0.1	quilòmetre	1
0.22/100	cedir	1
0.28/100	retrocedir	1
0.3	euro	1
0.41	euro	1
0.42	euro	1
0.42/100	creixement	1
0.5	punt	1
0.60	euro	1
0.7/100	representar	1
0.75	situar	1
0.8	metre	1
0.81	donar	1
0.86	milligram	1
0.8834	moure	1
0.8990	dòlar	1
0.90	0.8990	1
0.90/100	perdre	1
0.95	dòlar	1
0.9791	dòlar	1
00.35	emetre	1
00.40	dilluns	1
08002	C	1
08007	Rbla	1
092	edifici	1
092	explicar	1
092	rebre	1
1	8	1
1	N	1
1	actiu	1
1	anar	1
1	any	5
1	celebració	1
1	de	1
1	dia	1
1	dies	1
1	efectuat	1
1	important	1
1	indicar	1
1	llegir	1
1	número	3
1	pesseta	1
1	polígon	1
1	prohibit	1
1	violar	1
1'2	agricultura	1
1,1	passar	1
1,19	increment	1
1,35	pujada	1
1,47	pujar	1
1-0	perdre	1
1-0	triomf	1
1-3	arribar	1
1-4	filial	1
1-4	rematar	1
1.04/100	augment	1
1.15	hora	1
1.24/100	pujar	1
1.25	metre	1
1.3	quilòmetre	1
1.34	milió	1
1.35/100	Endesa	1
1.4	dècima	1
1.40	euro	1
1.48	euro	1
1.49	minut	1
1.5	milió	2
1.5	punt	1
1.55	euro	2
1.57/100	baixar	1
1.6/100	produir	1
1.65/100	baixar	1
1.7/100	limitar	1
1.76/100	69.64/100	1
1.8	milió	1
1.8/100	avanç	1
1.8/100	créixer	1
1.82/100	persona	1
1.82/100	pujar	1
1/100	aplicació	1
1/100	caure	1
1/100	només	1
1/100	venda	1
1/100	volum	1
10	13	1
10	8	1
10	9	2
10	abans	1
10	abonament	1
10	acusat	1
10	any	10
10	aparcament	1
10	caure	1
10	cinc	1
10	concloure	1
10	congrés	1
10	dia	5
10	dies	3
10	dilluns	1
10	dissabte	1
10	dur	1
10	euro	1
10	fer	1
10	gairebé	1
10	haver	1
10	hectàrea	2
10	impartir	1
10	incrementar	1
10	menys	1
10	milió	2
10	municipi	4
10	més	1
10	mínim	1
10	noia	1
10	obert	1
10	parc	1
10	país	1
10	perllongar	4
10	persona	1
10	pesseta	2
10	peça	1
10	pregunta	1
10	presentar	2
10	punt	2
10	quilòmetre	3
10	reduir	1
10	sortir	1
10	tenir	1
10	tercer	1
10	tornar	1
10	total	1
10	venda	1
10	veure	1
10	viatge	1
10,3	relació	1
10,5	Port	1
10.00	emetre	1
10.12	euro	2
10.28	euro	1
10.95	punt	1
10/100	avançar	1
10/100	inversió	1
10/100	lloc	1
10/100	regurgitar	1
10/100	superior	1
100	55	1
100	88,2	1
100	afectat	1
100	any	2
100	aturat	1
100	bonificació	1
100	córrer	1
100	descartat	1
100	emissió	1
100	hectàrea	1
100	milió	4
100	més	2
100	oferir	1
100	opuscle	1
100	persona	1
100	plaça	1
100	premi	1
100.000	15,32	1
1000	milió	4
1000	persona	1
1000	pesseta	1
1000	posar	1
1000	vora	1
10000	estimar	1
10000	exemplar	1
10000	milió	1
10000	més	1
10000	punt	1
10000	treure	1
100000	80000	1
100000	gairebé	1
100000	guarisme	1
100000	habitant	2
100000	pesseta	3
100000	premi	1
100000	salt	2
10000000	pesseta	1
10018	destinar	1
10048000	pesseta	1
101	cas	1
10149740	pesseta	1
102	delegat	1
102	quilòmetre	2
104	lloc	1
10400	pesseta	1
104647	pesseta	1
1050	aturat	1
105000	persona	1
1050000	pesseta	1
106	confraria	1
106000	pesseta	1
1065	disminuir	1
107.026	Ripoll	1
1073/2002	Reial	1
1074000	espectador	1
108	milió	1
1080000	pesseta	2
10857600	pesseta	1
1098000	espectador	1
11	10	1
11	5	1
11	8	1
11	Unió	1
11	apuntar	1
11	data	1
11	dia	6
11	dies	6
11	dimecres	1
11	diumenge	2
11	fer	1
11	guardar	1
11	mes	1
11	paperina	1
11	país	1
11	posició	1
11	preparar	1
11	quedar	1
11	registre	1
11	sortir	1
11	trametre	1
11	vegada	1
11	venir	1
11,7	suposar	1
11,8	destí	1
11.12/100	tenir	1
11.2	aportar	1
11.30	divendres	1
11.81	10.12	1
11.81	euro	1
110	KV	2
110	milió	1
110	tanca	1
11000	lloc	1
11000	milió	1
1100000	dosi	1
111000	milió	1
111000	pesseta	1
11159000	pesseta	1
1117	milió	1
112000	en	1
1124	passar	1
113	lloc	1
1131	accident	1
11321.94	situat	1
11404.90	situat	1
11425.85	situat	1
114927	treballador	1
115	milió	2
115000	tona	1
11511.63	situat	1
11552	milió	1
11565	milió	1
1158000	pesseta	1
116	total	1
116000	tona	1
1168	professor	1
117	municipi	1
117	restar	1
1173978.53	euro	1
11750	metre	1
118	La	1
118	desnivell	1
1189	accident	1
11962	lloc	1
1198000	espectador	1
12	10	1
12	8	1
12	anar	1
12	any	1
12	ballar	2
12	campanada	1
12	candidat	1
12	cap	1
12	declarar	1
12	dia	1
12	dies	3
12	dilluns	2
12	diputat	1
12	elecció	1
12	fer	2
12	incident	1
12	malalt	1
12	membre	1
12	mes	1
12	milió	1
12	partit	1
12	pres	1
12	presentar	1
12	primer	1
12	pujar	2
12	quilòmetre	1
12	sala	1
12	seguit	1
12	set	1
12	setmana	1
12	total	1
12.09	Andalusia	1
12.25	euro	1
12.30	celebrar	1
12.30	originar	1
12.30	sortir	1
12.35	euro	1
12.51	Extremadura	1
12.54/100	perdre	1
12.6	euro	1
12.79	Canàries	1
120	fotografia	1
120	o	1
1200	enquesta	1
1200	més	1
1200	persona	1
12000	euro	1
12000	informar	1
12000	més	1
120000	pesseta	2
1200000	pesseta	1
12009	milió	1
1202.02	euro	1
120265998	pesseta	1
12078	metre	1
121	persona	1
121000	pesseta	1
122089	metre	1
1235	sortida	1
125	any	2
125000	salt	1
126	municipi	1
126	pujar	1
12600	pesseta	1
1265-1321	autor	1
1269	any	1
128	milió	1
128	total	1
128000	viatger	1
129	Fira	1
129	milió	1
12:37	tallat	1
12h	diumenges	1
13	10	1
13	acordar	1
13	activitat	2
13	anar	1
13	any	3
13	citar	1
13	consulta	1
13	dia	3
13	dies	4
13	dimecres	1
13	durar	2
13	mantenir	1
13	matí	1
13	metre	1
13	obert	1
13	passar	1
13	portar	1
13	proposta	1
13	tenir	1
13	treure	1
13	tèxtil	1
13,9	tenir	1
13.31	hectàrea	1
13.36/100	créixer	1
1300	milió	3
1300	persona	1
1300	treballador	1
13000	milió	2
130000	milió	1
1325	any	1
133	equip	1
135	destinar	1
13500	any	2
135973	metre	1
137	accident	1
139	milió	1
14	10	2
14	161/100	1
14	acceptar	1
14	actuació	1
14	any	5
14	augmentar	1
14	bilió	1
14	canal	2
14	dia	3
14	dies	2
14	entregar	1
14	estudiant	1
14	fer	1
14	gairebé	1
14	membre	1
14	metre	1
14	milió	1
14	minut	2
14	número	2
14	partir	1
14	produir	1
14	quilòmetre	1
14	treball	1
14'10	alertar	1
14,07	Astúries	1
14,17	passar	1
14.3	milió	1
14.48	Melilla	1
14.63/100	perdre	1
140	a	1
140	metre	1
140	milió	1
140	persona	1
14000	milió	2
141	jubilat	1
142809	plusmarca	1
142932	minut	1
143079	llibre	1
144	espai	1
144	euro	1
144	pujar	1
1448-1449	període	1
14510	dòlar	1
147	assistent	1
147	participar	1
1480	milió	1
1483000	espectador	1
14h	11	1
14h	12h	1
15	10	4
15	14	1
15	18	1
15	La	1
15	Media	1
15	Rbla	1
15	Sofisclave-98	1
15	abans	1
15	any	5
15	carrer	1
15	declarat	1
15	dia	4
15	dies	3
15	dijous	1
15	dimarts	1
15	dona	1
15	el	1
15	entrar	1
15	estrebada	1
15	finalitzar	1
15	fixar	1
15	hora	1
15	increment	1
15	jove	1
15	jutjar	1
15	matinada	1
15	metre	1
15	milió	2
15	minut	1
15	motiu	1
15	màxim	1
15	néixer	1
15	persona	2
15	pesseta	1
15	producte	1
15	pròxim	1
15	reduir	1
15	robatori	1
15	terrorista	1
15	total	1
15	xarxa	1
15,32	37.45/100	1
15.65	punt	1
15/100	aconseguir	1
15/100	consumir	1
15/100	intencionat	1
15/100	rebaixar	1
150	aniversari	1
150	arbre	1
150	cas	1
150	metre	1
150	milió	1
150	més	1
150	tenda	1
150	treballador	2
150	vivenda	1
150.2	punt	1
1500	metre	2
1500	milió	1
1500	prova	1
1500	treballador	1
15000	habitatge	1
15000	menys	1
15000	pesseta	4
15000	plaça	1
150000	euro	1
150000	habitant	1
150000	pesseta	1
1500000	mapa	1
152	destinar	1
152	edició	1
152,73	puja	1
152317702	pesseta	1
1525	euro	1
1531169	és	1
15329	total	1
154	representar	1
15500	més	1
15500	tona	1
15600	tona	2
1562000	espectador	1
1565	milió	1
158000	hectàrea	1
158725	persona	1
158725	treballador	1
158725	és	1
1596	any	1
1596	construït	1
15973	milió	1
15:55	declarar	1
16	15	1
16	Bachir	1
16	Cambio	1
16	altre	1
16	anar	1
16	any	9
16	cap	1
16	congrés	1
16	conjunt	1
16	de	1
16	dia	1
16	dies	4
16	diumenge	1
16	el	1
16	fer	1
16	ferit	1
16	interceptar	1
16	lliurança	1
16	manifestació	1
16	mobilitzar	1
16	pastilla	1
16	presentar	1
16	produir	1
16	pujar	1
16	registrar	1
16	segon	1
16	tercer	1
16	total	1
16	trobar	1
16	és	1
160	client	1
160	expositor	3
160	milió	1
160	quilòmetre	1
1600	més	1
16000	fins	1
160000	més	1
161	aturat	1
161/100	construcció	1
1616	persona	1
162	persona	1
162	pujar	1
1629	crear	1
162910.34	euro	2
163,76	créixer	1
165	delegat	1
1650	espectador	1
1682	milió	1
16825	col·legiat	1
1684	pesseta	1
1685	milió	1
1686	stradivarius	1
16940	tona	1
17	15	1
17	16	1
17	7	2
17	acudir	1
17	any	3
17	aparentar	1
17	començar	1
17	comunicar	1
17	cotitzar	1
17	dia	6
17	dies	2
17	dimarts	1
17	edició	1
17	encetar	1
17	estació	2
17	euro	1
17	fer	1
17	ingressar	1
17	lloc	1
17	ordenar	1
17	pacient	1
17	posició	1
17	total	1
17	votar	1
17'5	indústria	1
17,5	pernoctació	1
17,6	entrar	1
17,6	passar	1
17,9	mantenir	1
17.00	final	1
17.8/100.000	habitant	1
170	estand	1
170	persona	1
170	pesseta	1
1700	1300	1
1700	milió	1
1700	pesseta	1
17000	10000	1
17000	habitant	1
17000	milió	1
17000	més	1
170608.12	euro	1
1724	milió	2
1724	total	2
1736	violí	1
1748955	destinar	1
175	metre	1
17538	disminuir	1
1755	passar	1
1764	acabament	1
177656	persona	1
178	resoldre	1
18	16	5
18	Rachid	1
18	abans	1
18	acompanyar	1
18	altre	1
18	anar	1
18	any	3
18	cap	2
18	cosí	1
18	decidir	1
18	dia	3
18	dies	1
18	diumenge	2
18	euro	1
18	finalitzar	1
18	hora	2
18	jutjat	2
18	mes	2
18	minut	1
18	pena	2
18	pendent	1
18	portar	1
18	presentar	1
18	seguit	1
18	total	3
18,6	11,7	1
18.30	tenir	1
18.80	punt	1
18/100	decidir	1
180	gairebé	1
180	quilòmetre	1
1800	empleat	1
1800	milió	1
18000	any	3
18000	euro	1
18000	pesseta	2
180000	pesseta	1
1808	enquesta	1
181600	tona	1
1817	unitat	1
182	metre	1
182	milió	1
183	m	1
183	metre	1
1835	parisenca	1
1839	baixar	1
184	milió	1
18402516	pesseta	3
1843	Blanes	1
1845-1902	centenari	1
185	descendir	1
1850	euro	1
185000	llibre	1
1852	any	1
1852.50	euro	1
1858	crear	1
185853	milió	1
186	total	1
1865	fundar	1
1866	austroprussiana	1
187.5	milió	1
1870	repartir	1
1870-71	francoprussiana	1
18750	metre	1
1876-1915	Xavier	1
1878	any	1
1878	començar	1
188130	milió	1
18h	12h	1
18h	divendres	1
19	Antonio	1
19	Isidre	1
19	any	4
19	arrasar	1
19	catifa	2
19	dia	3
19	dies	3
19	dirigir	1
19	milió	1
19	nit	1
19	segon	1
19	tarda	1
19'30	dimarts	1
19,2	baixar	1
19,74	passar	1
19,9	liderar	1
19.30	Palau	1
1900	delegat	1
1900	entrar	1
1902	any	2
1903	Madrid	1
1912	any	1
1914	any	1
1917	desterrament	1
1921	Ribes	1
1922564	pesseta	1
1923	néixer	1
192558751	pesseta	1
1929	any	1
1930	fundat	1
1931	néixer	1
1936	1917	1
1936	any	1
1936	desterrament	1
1936-1938	període	1
1938-1940	memòria	2
1939	1936	1
1939	any	1
1939	creat	1
1939	exili	1
1939	fer	1
1939-1941	Plan	1
1944	Barcelona	1
1947	néixer	1
1947	visitar	1
1949	Barcelona	2
1949	any	3
1950	any	1
1954	començar	1
1957	21	1
1957	Felanitx	1
1957	exposar	1
1960	Un	1
1960	any	1
1961	17	1
1961	any	1
1962	Snap	1
1962	any	1
1962	viure	1
1963	any	2
1963	anys	1
1964	any	1
1964	rehabilitar	1
1965	pernoctar	1
1965	pesseta	1
1966	15	1
1966	25	1
1966	començar	1
1966	vomitar	1
1967	començar	1
1967	ocupat	1
1968	any	1
1968	suspendre	1
1969	Negro	1
197	article	1
1970	València	1
1970	any	1
1971	Negro	1
1973	iniciar	1
1974	publicar	1
1974	transformar	1
1975	any	1
1975	anys	1
1975	cançons	1
1975	emparar	1
1976	ser	1
1977	1939	1
1977	Barcelona	1
1977	arribar	1
1977	retorn	1
1977	saltar	1
1978	any	1
1979	Muts	1
1979	any	1
1979	dirigir	1
198	metre	1
1980	Crimen	1
1980	anar	1
1980	any	2
1980	arribar	1
1981	any	1
1981	gestionar	1
1982	El	1
1982	Estoy	1
1982	canviar	1
1982	setembre	1
1983	1755	1
1983	any	2
1983	creació	1
1984	13	1
1984	Fra	1
1984	La	1
1984	any	1
1984	anys	1
1984	publicar	1
1985	1983	1
1985	Tres	1
1985	actuar	1
1985	començar	1
1985	desembre	1
1985	tornar	1
