Prec	Seq	Count
1	اَلَّذِي	1
1	بِي	1
1	تَفسِير	1
1	حَالِيّ	5
1	حَرَكَة	1
1	حَزِيرَان	1
1	دَقِيقَة	2
1	ذَهَبِيّ	1
1	صفر	1
1	صِفر	1
1	عِلم	1
1	فِي	2
1	لَيس	1
1	لِ	1
1	مَايُو	3
1	واللوكسمبورغية	1
1	وايران	1
1	وَ	7
1,047	7	1
1,052	9	1
1.00	بِ	1
1.05	مِليُون	1
1.1	مليار	1
1.12	بِليُون	1
1.133	مِليَار	1
1.173	مِليَار	1
1.2	مِليُون	2
1.3	%	1
1.3	بِليُون	1
1.34	مِليُون	1
1.35	لِ	1
1.36	مِليُون	1
1.4	مليار	1
1.4	مِليَار	1
1.5	بِليُون	1
1.5	مليار	1
1.5	مِليَار	3
1.5	مِليُون	1
1.56	%	1
1.6	%	1
1.6	وَ	1
1.7	%	1
1.7	مليار	1
1.7	مِليَار	1
1.7	مِليُون	2
1.8	مِليَار	1
1.8	مِليُون	1
1.806	مِليُون	1
1.85	مليون	1
1.9	مِليَار	2
1.91	كم	1
1.942	مِليَار	1
10	%	10
10	04	1
10	10	1
10	12	3
10	13	1
10	16	1
10	2	2
10	22	1
10	23	1
10	26	1
10	27	1
10	28	1
10	3	1
10	32	1
10	35	1
10	38	1
10	41	1
10	42	1
10	44	1
10	48	1
10	50	2
10	55	1
10	57	1
10	آخَر	1
10	أَلف	6
10	أَو	2
10	إِلَى	1
10	اِجتِمَاع	1
10	بِ	1
10	بِليُون	1
10	ثوان	2
10	ثَانِيَة	2
10	حَالَة	1
10	حَالِيّ	7
10	دَولَة	1
10	سَنَة	4
10	شُبَاط	1
10	ضِعف	1
10	عَامِل	1
10	عُنصُر	1
10	فِي	3
10	قِرش	2
10	كَانُون	1
10	كِيلُو	1
10	مَوقُوف	1
10	مُسَاهِم	1
10	مُهَاجِر	1
10	مِليَار	1
10	مِليُون	4
10	مِن	2
10	مِيدَالِيَّة	1
10	نُقطَة	1
10	وَ	3
10	وِزَارَة	1
10.5	فِي	1
10.5	مِليَار	1
100	%	5
100	أَلف	4
100	جُنَيه	1
100	سَنَة	1
100	قِرش	1
100	كُورِيّ	1
100	كِيلُومِتر	1
100	م	8
100	مِتر	2
100	مِليُون	13
100	مِن	2
100	وَ	3
1000	جُنَيه	2
1000	دُولَار	1
1000	سَرِير	1
101	فِي	1
101	كجم	1
101	مباراة	1
101	مليون	1
101	مِليُون	1
101.805	مَأكُول	1
102	مِليُون	1
102.7	أَلف	1
1020	مَا	1
103	مَصنَع	1
104	مِليُون	1
105	مِليَار	1
105	مِليُون	1
1050	يَخت	1
106	مِليُون	1
108	مِليُون	1
1082	شَخص	1
109	بِ	1
1090	مِيل	1
10،00	ت	1
10،30	بِ	1
10،30	ت	3
10،5	مِليَار	2
11	00	1
11	10	1
11	11	1
11	12	2
11	13	1
11	2	1
11	2002	1
11	2003	2
11	28	1
11	32	1
11	35	1
11	50	1
11	8	1
11	آب	1
11	آذَار	1
11	أَيلُول	10
11	إِلَى	2
11	اَلَّذِي	1
11	بليون	1
11	بِليُون	1
11	ت	1
11	تَمُّوز	1
11	تَهدِيد	1
11	ثَانِيَة	2
11	حَالِيّ	24
11	حَيّ	1
11	دُولَار	1
11	سَجَّادَة	1
11	سِبتَمبِر	4
11	شَرِكَة	1
11	شَهر	1
11	مَاضِي	2
11	مِتر	1
11	مِليَار	2
11	مِليُون	2
11	وَ	2
11	وَفَاة	1
11.3	%	1
11.4	%	1
11.5	مليون	1
110	مَرِيض	1
110	وَ	1
110	يَوم	1
1100	جُنَيه	2
111	أُسبُوع	1
112	مِليُون	2
1128	إِجرَاء	1
113	قَتِيل	1
113	مِليُون	1
113	يَوم	1
114	115	1
115	أَلف	1
115	شَرِكَة	1
115	مِليُون	1
115	مِن	1
116	بَحَّار	1
116	رَجُل	1
116	سريلانكياً	1
116	فِي	1
118	مُحَامِي	1
118	مِليُون	1
1180	قَضِيَّة	1
11800	مَقعَد	1
119	مِليُون	1
12	%	6
12	11	3
12	20	1
12	22	1
12	أَلف	2
12	أَيلُول	1
12	إِلَى	2
12	إِنَّ	1
12	اَلَّذِي	1
12	بِ	1
12	ثَانِيَة	1
12	حَالِيّ	17
12	حَزِيرَان	3
12	دَقِيقَة	1
12	ذَهَبِيّ	1
12	سَفِينَة	1
12	شاهداِ	1
12	شَخص	1
12	شَرِكَة	1
12	شِيشَانِيّ	2
12	عَام	3
12	عَلَى	1
12	قَتِيل	1
12	كَانُون	1
12	مَارِس	1
12	مَاضِي	1
12	مَركَز	1
12	مَشرُوع	1
12	مُقبِل	2
12	مُنتَخَب	1
12	مِتر	1
12	مِليَار	2
12	مِليُون	5
12	مِن	1
12	مِيدَالِيَّة	1
12	هَدَف	1
12	وَ	1
12.2	كجم	1
12.2	مِليُون	1
12.8	جُنَيه	1
120	أَدِيب	1
120	أَلف	1
120	إِلَى	1
120	بِليُون	2
120	ضَحِيَّة	1
120	كلم	1
120	مِليُون	2
120	نَائِب	1
120.5	مِليُون	1
1200	رَجُل	1
1200	مِن	1
122.9	مِليُون	1
1224	مُخَالَفَة	1
123	%	1
123	مِليَار	1
124	مِليُون	1
1246	هكتار	1
125	دَولَة	1
126	مِليُون	1
1264.6	مِليُون	1
1272	قَضِيَّة	1
128	آخَر	1
12،00	ت	1
13	%	3
13	11	1
13	12	1
13	38	1
13	7	1
13	أَلف	1
13	أَيلُول	4
13	تَمُّوز	1
13	دَولَة	1
13	سَاعَة	1
13	سَعُودِيّ	1
13	سَنَة	1
13	سِنت	1
13	شَخص	1
13	عَام	2
13	فِلَسطِينِيّ	1
13	فِي	1
13	قُطعَة	1
13	كلم	1
13	لَقَب	1
13	لِ	2
13	مَوعِد	1
13	مُبَارَاة	1
13	مُحَافَظَة	1
13	مُنتَسِب	1
13	مُنَظَّمَة	1
13	مِليَار	3
13	مِليُون	2
13	هَدَف	1
13	وَزِير	1
13	يُونِيُو	1
13.3	%	1
13.9	مِليَار	1
130	إِلَى	1
130	دَقِيقَة	1
130	مُؤَامَرَة	1
130	مِليُون	1
1300	كِيلُومِتر	4
131	مِليُون	1
131.03	مليون	1
132	أَلف	1
132	مَشرُوع	1
134	كجم	1
134	مِليُون	1
135	أَلف	1
135	مِليُون	1
13600	سَرِير	1
139	مِليُون	1
13،00	تغ	1
13،30	ت	1
14	%	7
14	11	2
14	2	1
14	23	2
14	3	1
14	أَغُسطُس	1
14	أُكتُوبِر	1
14	بِليُون	2
14	دَور	1
14	دَولَة	1
14	سَاعَة	2
14	شَخص	1
14	فِي	1
14	قَتِيل	1
14	مُسَلَّح	1
14	مُمَثِّل	1
14	مُنَظَّمَة	1
14	مِليُون	3
14	مِن	1
14	مِيدَالِيَّة	1
14	هَدَف	1
14	وَ	4
14	وَزِير	1
14.5	%	1
14.7	مِليُون	1
140	بِليُون	2
140	عَلَى	1
140	قِرش	2
140	مِليَار	5
1400	مِليُون	1
142	مِليُون	1
1425	هجري	1
1435	سَهم	1
144	مِليُون	2
145	جُنَيه	1
147	مِليُون	1
148	%	1
1483	بِ	1
14،30	مَرحَبًا	1
15	%	4
15	10	1
15	11	2
15	2	1
15	7	42
15	8	26
15	9	8
15	أَلف	6
15	أَيلُول	1
15	إِلَى	1
15	تَدمِير	1
15	تَمُّوز	2
15	تِشرِين	1
15	حَالَة	1
15	حَتَّى	1
15	رَجُل	1
15	سَنَة	5
15	سَيَّارَة	2
15	سُدّ	1
15	عَام	4
15	فَرع	1
15	فِي	1
15	قِطعَة	3
15	كلم	3
15	مَجمُوعَة	1
15	مَركَز	1
15	مُقَاتِل	1
15	مِليُون	6
15	مِن	2
15	نَائِب	1
15	نُقطَة	1
15	وَ	2
15	يَوم	2
15.2	%	1
15.2	إِلَى	1
15.4	%	1
15.5	مِليُون	1
15.7	%	1
15.9	مِليُون	1
150	%	1
150	أَلف	4
150	بِليُون	1
150	جُندِيّ	1
150	روبلا	1
150	شَابّ	1
150	شَرِكَة	1
150	عِلَاوَة	1
150	قَتِيل	2
150	كلم	3
150	كِيلُومِتر	1
150	مُبَارَاة	1
150	مُتَطَوِّع	1
150	مِليُون	4
1500	دُولَار	1
1500	مِيجَاوَات	1
1504	وَ	1
151	شَخص	1
151	مِليُون	1
1511	اَلَّذِي	1
151913	قنطار	1
153	مِليُون	2
155	مِليَار	1
1559	اَلَّذِي	2
1559	طَالَب	1
1559	هَدَف	1
1559	وَ	2
157.114	مليون	1
1580	كِيلُومِتر	1
159	طَائِرَة	1
15،00	تغ	1
16	%	2
16	11	2
16	16	1
16	2	1
16	3	3
16	8	4
16	آب	2
16	أَلف	1
16	أَنَّ	1
16	إِلَى	1
16	اِنفِجَار	2
16	بِ	1
16	بِليُون	2
16	تَمُّوز	2
16	شَرِكَة	1
16	عَام	1
16	فِي	1
16	مَادَّة	1
16	مَايُو	1
16	مَقعَد	1
16	مُبَارَاة	1
16	مِليَار	1
16	مِليُون	4
16	يَوم	1
16.4	%	1
16.5	مِليُون	1
16.8	مِليُون	2
16.9	%	1
160	أَلف	1
160	جُنَيه	1
160	قَتِيل	1
160	كلم	1
160	مِليَار	2
160	مِليُون	3
1600	مَزرَعَة	1
1621	مَرِيض	1
1624	جَرِيمَة	1
164	طَائِرَة	1
165	مليون	1
1657.4	مليون	1
167	دَولَة	1
17	%	1
17	/	1
17	11	4
17	18	1
17	3	2
17	آب	1
17	بِليُون	2
17	تَمُّوز	1
17	جِهَاز	1
17	دَقِيقَة	1
17	رَهِينَة	1
17	سَاعَة	1
17	سَنَة	1
17	شَهر	2
17	عَام	4
17	مِليَار	1
17	مِليُون	2
17	نُوفِمبِر	1
17	وَ	1
17	وَزِير	1
17	يَوم	1
17.1	%	1
17.1	مِليَار	1
17.4	%	1
17.5	%	1
170	عَرض	1
170	مِليُون	1
1700	بَلدَة	2
1700	كم	1
173	%	1
174	مِليُون	1
175	قِرش	2
1750	مِليُون	1
176	حَالَة	1
1769.1	مِليُون	1
177	مُذَكِّرَة	1
178.8	مِليُون	1
179	فِي	1
179	مَرِيض	1
17،00	ت	1
17،00	تغ	1
18	1	1
18	11	2
18	12	1
18	2	2
18	20	2
18	آب	1
18	أَلف	2
18	أُكتُوبِر	1
18	إِلَى	2
18	اَلَّذِي	1
18	بِ	2
18	حَزِيرَان	2
18	دَورَة	1
18	سَاعَة	1
18	سَنَة	1
18	سِنت	1
18	شَخص	2
18	عَام	1
18	قَتِيل	1
18	مَارِس	1
18	مَشرُوع	1
18	مُؤَسَّسَة	1
18	مِليَار	1
18	وَ	3
18.035	مُنتَج	1
18.3	%	1
18.496	وَ	1
18.5	%	1
180	أَلف	2
180	شَرِكَة	1
180	مِليَار	1
180	مِليُون	1
180	مِن	1
180.72	مِليُون	1
1800	فَتَى	1
1800	ميجاهيرتز	1
1815	وَ	1
182	شَرِكَة	1
182	مَشرُوع	1
182	يَوم	1
183	فِلَسطِينِيّ	1
183	مِليُون	1
183.8	مِليُون	1
184.3	مِليُون	1
185	مِليُون	1
187	مِليُون	1
1882	فِي	1
1883	وَ	1
19	%	2
19	11	6
19	17	2
19	2	3
19	20	1
19	أَلف	1
19	أَيَّار	1
19	إِلَى	1
19	بِليُون	1
19	تِشرِين	1
19	سَنَة	1
19	شَهر	1
19	عَام	1
19	كَانُون	1
19	مِليُون	1
19	وَزِير	1
19	يُولِيُو	1
19.15	%	1
19.279	كِيمَاوِيَّات	1
19.8	%	1
190	%	2
190	مِليُون	2
1913	مَولِد	1
1918	ثَورَة	1
1919	عَهد	1
1919	مَجِيد	1
1920	تَمّ	1
1920	وَ	1
1923	وَ	1
1924	رِسَالَة	1
1926	حَولَ	1
1928	إِلَى	1
193	مَقعَد	1
1932	رَفِيق	1
1939	لِ	1
194	صَادِر	1
194	مَشرُوع	1
1940	وَ	1
1941	فِي	1
1943	اِنتِخَاب	1
1945	اِستِقلَال	1
1945	اِفتِتَاح	1
1945	مَا	1
1945	وَ	1
1945	وِلَايَة	1
1947	اِشتَرَك	1
1947	فِي	1
1947	وَضَع	1
1948	1956	1
1948	اَلَّذِي	1
1948	حَرب	1
1948	عَمَلِيَّة	1
1948	ولنا	1
1949	وَفَاة	1
1950	1953	1
1950	إِلَى	1
1950	سَ	1
1951	اِغتِيَال	1
1951	بِلجِيكَا	1
1951	مُشَرِّع	1
1952	وَ	2
1953	اَلَّذِي	1
1953	بَينَ	1
1953	شاه	1
1955	رَئِيس	1
1955	وَفَاة	1
1956	1967	1
1956	وَ	1
1957	حَظر	1
1958	إِثرَ	1
196	مِليُون	2
1960	وَ	2
1961	وَ	1
1962	جَزَائِر	1
1965	اِتِّحَاد	1
1967	1973	1
1967	أَو	1
1967	بِ	1
1967	حِقبَة	1
1967	عَاصِمَة	1
1967	فَضل	1
1967	فِي	1
1967	كَان	1
1967	مِن	1
1967	وَ	1
1968	اِنقِلَاب	1
1968	وَ	1
197	عَبوَة	1
1970	فِي	1
1970	مَعَ	1
1971	عَاهِل	1
1971	مُعَدَّل	1
1971	وَ	1
1972	مُحَاوَلَة	1
1972	وَ	1
1973	أَو	1
1973	تَوقِيع	1
1973	ثُمَّ	1
1973	لِ	1
1973	مَجِيد	1
1973	وَ	2
1974	وَ	1
1975	1990	1
1975	مِليُون	1
1975	وَ	2
1976	فِي	1
1976	وَ	1
1977	وَفَاة	1
1978	اكرره	1
1978	حَوَالَى	1
1978	قَائِل	1
1979	نيكاراغوا	1
1979	نَائِب	1
198	مِليُون	1
198.38	عَام	1
1980	1988	1
1980	بَعدَ	1
1980	عملت	1
1980	عَسكَرِيّ	1
1982	إِلَى	1
1982	وَ	1
1983	تَأَسَّس	1
1983	قُوَّة	1
1984	تَدرِيس	1
1984	ثُمَّ	1
1984	وَ	1
1985	أَخطَر	1
1985	إلا	1
1985	فِي	1
1985	قَد	1
1985	كَمَا	1
1985	لِ	1
1985	وَفَاة	1
1986	عِندَمَا	1
1986	فِي	1
1987	إِلَى	1
1987	اِنتِحَار	1
1987	قَطع	1
1987	وَفَاة	1
1988	فَوقَ	1
1988	لِ	1
1989	جُمُود	1
1989	مِمَّا	1
1989	وَ	1
1989	وَفَاة	1
199	اِتِّفَاق	1
1990	1991	2
1990	بَيع	1
1990	لِ	1
1990	وَ	5
1991	إِلَى	1
1991	اِستَهدَف	1
1991	لَم	1
1991	لِ	1
1991	مِقدَار	1
1992	إِلَى	3
1992	اِتِّفَاق	1
1992	تَمَثَّل	1
1992	وَ	2
1993	إِثرَ	1
1993	بَعدَ	1
1993	دَعَا	1
1993	قَبلَ	1
1993	نَمَا	1
1993	وَ	2
1994	عَام	1
1994	فِي	2
1994	نَظَر	1
1994	ونورد	1
1995	إِقَالَة	1
1995	إِلَى	1
1995	بِ	2
1995	حَولَ	1
1995	عِرَاق	1
1995	هُوَ	1
1995	وَ	2
1995	وَزِير	1
1996	أَوقَع	1
1996	إِنَّ	1
1996	بِ	2
1996	لِ	2
1996	لِقَاء	1
1996	لِيبِيرِيَا	1
1996	مِن	1
1996	وَ	3
1997	1999	1
1997	أَدخَل	1
1997	أَدَار	1
1997	اِنخِفَاض	1
1997	حَرَكَة	1
1997	حَملَة	1
1997	فَرَق	1
1997	فِي	1
1997	لِ	1
1997	وَ	2
1998	الاسد	1
1998	بَينَ	3
1998	بِ	1
1998	تَحتَ	1
1998	حَوَالَى	1
1998	حَيثُ	1
1998	صَنعَاء	1
1998	عَلَى	2
1998	عَن	2
1998	فِي	2
1998	لِ	1
1998	وَ	2
1998	وِفقَ	1
1999	أَن	2
1999	أَنَّ	1
1999	إِلَى	1
1999	بِ	2
1999	حَوَالَى	1
1999	حَيثُ	1
1999	خِلَالَ	1
1999	زَار	1
1999	عِرَاق	1
1999	فِي	2
1999	لِ	1
1999	مِن	1
1999	نَحوَ	1
1999	وَ	3
19،9	%	1
1،1	بِليُون	1
1،1591	سَهم	1
1،3	كلغ	2
1،30	تغ	1
1،5	%	1
1،5	مِليُون	2
1،9	مِليُون	1
1،951	مِليُون	1
2	%	2
2	1	6
2	12	2
2	26	2
2	3	2
2	6	3
2	آب	1
2	أَنَّ	1
2	إِلَى	1
2	إِنَّ	1
2	اَلَّذِي	1
2	بروح	1
2	بِ	2
2	تِلفِزيُونِيّ	1
2	جَاء	1
2	حَالِيّ	22
2	حَرَكَة	1
2	خِلَالَ	1
2	د	4
2	دَقِيقَة	2
2	سِبتَمبِر	1
2	شَوط	1
2	صفر	3
2	عَرَّض	1
2	فِضِّيّ	1
2	فِي	1
2	ل	1
2	لَيس	1
2	لِ	1
2	لٰكِنَّ	1
2	م	9
2	مليار	4
2	مَاضِي	3
2	مَايُو	26
2	مَعَ	1
2	مُؤتَمَر	1
2	مِليَار	4
2	مِليُون	1
2	مِمَّا	1
2	مِن	1
2	نَظَر	1
2	هُوَ	1
2	وغيفت	1
2	وفوز	1
2	وَ	20
2	يَهُودِيّ	1
2.04	مِليَار	1
2.1	مِليُون	1
2.165	مِليُون	1
2.186	مليار	1
2.2	مليار	1
2.225	مِليَار	1
2.3	مِليُون	1
2.5	مليار	1
2.5	مليون	1
2.5	مِليَار	2
2.5	مِليُون	2
2.516	مِليُون	1
2.6	%	1
2.6	فِي	1
2.6	مليار	1
2.613	مليار	1
2.7	%	1
2.8	%	1
2.8	1	1
2.8	مِليُون	1
2.86	مِليُون	1
2.97	%	1
20	%	10
20	2	2
20	25	2
20	9	2
20	آب	3
20	أَلف	7
20	أَيلُول	1
20	إِسلَامِيّ	1
20	إِلَى	2
20	اِبتِدَاء	1
20	بروتوكولاً	1
20	بِ	1
20	بِليُون	1
20	دُولَار	2
20	دِيسَمبِر	2
20	سَنَة	1
20	شَخص	2
20	شَرِكَة	2
20	شَهر	1
20	طُنّ	1
20	عَام	5
20	فُرصَة	1
20	فِي	4
20	فِيمَا	1
20	قِبطِيّ	1
20	كجم	1
20	كَانُون	1
20	كِيلُومِتر	1
20	لَا	1
20	مَارِس	1
20	مَصرِف	1
20	مُحَافَظَة	1
20	مُقَاتِل	1
20	مِليَار	4
20	مِليُون	7
20	هَدَف	1
20	وَ	2
20	يَوم	1
20.3	مِليُون	1
20.5	مليون	1
200	أَلف	3
200	دُولَار	1
200	رَجُل	1
200	صَحَافِيّ	1
200	عِرَاقِيّ	1
200	كلم	1
200	م	8
200	مُوَظَّف	1
200	مِليُون	7
200	مِن	1
200	هيكتار	1
200	هَاتِف	1
200	هِكتَار	1
2000	أَو	1
2000	إِلَى	3
2000	المضيء	1
2000	الهويدي	1
2000	اَلَّذِي	1
2000	بِ	2
2000	بِيَار	1
2000	خَطّ	1
2000	سَ	1
2000	سَارِي	1
2000	شَخص	1
2000	لِ	1
2000	مِتر	1
2000	نَحوَ	2
2000	وَ	4
2001	2002	3
2001	إِلَى	1
2001	إِلَّا	1
2001	بَلَغ	1
2001	بِ	4
2001	بِدَايَة	1
2001	بِنَاء	1
2001	حَدَث	1
2001	سَعُودِيَّة	1
2001	كَان	1
2001	مَا	1
2001	وَ	2
2001	وَفَاء	1
2002	2003	3
2002	3.1	1
2002	42	1
2002	50	1
2002	أَغمَض	1
2002	إِستُونِيَا	1
2002	إِلَى	3
2002	ابو	1
2002	الكونكاكاف	2
2002	اِنخَفَض	1
2002	بَلَغ	2
2002	بِ	9
2002	تَحتَ	1
2002	حَصَل	1
2002	حَقَّق	1
2002	حَوَالَى	1
2002	حَيثُ	4
2002	سَجَّل	1
2002	ضِمنَ	1
2002	فَ	1
2002	فِي	3
2002	قَد	1
2002	كَان	1
2002	كَمَا	1
2002	لِ	5
2002	مُنَاخ	1
2002	نَحوَ	2
2002	نِسبَة	1
2002	وَ	10
2003	2002	1
2003	2004	2
2003	أَشَار	1
2003	أَن	1
2003	أَنَّ	1
2003	إِلَى	1
2003	إِنَّ	1
2003	اِستِمرَار	1
2003	بَعدَ	1
2003	بَلَغ	2
2003	بِ	2
2003	تَحقِيق	1
2003	حَسَبَمَا	2
2003	حَوَالَى	2
2003	فِي	1
2003	فِيمَا	1
2003	قَانُون	1
2003	قَد	1
2003	لِ	2
2003	مَبلَغ	1
2003	مَخَافَة	1
2003	مُقَابِلَ	1
2003	مُقَارَنَة	1
2003	مُقَسَّم	1
2003	مُوَضِّح	1
2003	مِليُون	1
2003	مِن	1
2003	وذلك	1
2003	وَ	5
2003	وِكَالَة	2
2004	2005	1
2004	2009	1
2004	اَلَّذِي	2
2004	اِنطَلَق	1
2004	بِ	2
2004	تَفعِيل	1
2004	حَسَبَمَا	1
2004	عَقد	1
2004	عَلَى	1
2004	فِي	2
2004	لِ	1
2004	مُوَضِّح	1
2004	وَ	1
2005	أَلغَى	1
2005	إلا	1
2005	إِلَى	1
2005	بِ	1
2005	سَ	1
2005	مَعَ	1
2005	وَ	5
2006	بِ	1
2006	سَ	1
2006	وَ	1
2007	عَلَى	1
2009	حَيثُ	1
2009	سَ	1
2009	وَ	1
201	مِليُون	1
2010	أَمَّا	1
2010	مُشِير	1
2010	وَ	1
202	فرصة	1
2020	وَ	2
2025	وَ	3
205	جُنَيه	1
2050	بَينَمَا	2
2050	سَ	1
2050	وَ	1
206	قَبلَ	1
206	نُقطَة	1
208140	عَلَامَة	1
20،00	ت	2
21	%	3
21	11	1
21	2	1
21	أَيلُول	1
21	أُكتُوبِر	2
21	إِلَى	2
21	تِشرِين	1
21	حَزِيرَان	2
21	طَلَب	3
21	قِيرَاط	1
21	مَشرُوع	2
21	مُحَافَظَة	1
21	مِليُون	1
21	مِن	1
21	وَ	1
21.2	مليون	1
21.6	%	2
21.9	مليون	1
210	فِي	1
210	مِليُون	1
210	يَخت	1
2100	بَلَغ	1
2100	وَ	1
211	قَتِيل	1
212	مِليُون	1
215	عِندَ	1
215.30	مِليُون	1
21،00	17،00	1
21،30	بِ	1
22	%	4
22	2	1
22	22	1
22	25	1
22	9	1
22	تَمُّوز	1
22	ث	1
22	جُثَّة	1
22	دَولَة	2
22	سَنَة	1
22	شَمَال	1
22	شَهر	1
22	عَام	3
22	فِي	5
22	مِليَار	1
22	وَ	1
22.8	%	1
220	بَعدَ	1
220	مَقعَد	1
2200	شَمِل	1
2200	وَ	2
223	مِليُون	1
227	مِليُون	2
22760	بِ	1
22،15	مِن	1
22،30	15،00	1
23	%	2
23	11	1
23	2	3
23	23	2
23	25	2
23	6	1
23	آخَر	1
23	أَربِعَاء	2
23	أَلف	1
23	أَيلُول	1
23	بِليُون	1
23	تَمُّوز	2
23	جَارِي	1
23	جَرِيح	3
23	حَالِيّ	1
23	شَرِكَة	2
23	كَانُون	1
23	لِ	1
23	لٰكِنَّ	1
23	مَحَطَّة	1
23	مِليَار	1
23	مِليُون	2
23	مِن	1
23	نِيسَان	3
23	وَ	2
23.3	%	1
23.54	دُولَار	1
23.85	دُولَار	1
230	أَلف	1
230	مِليُون	1
23128	تَاجِر	1
233	كِيلُو	1
2341	جُندِيّ	1
235	دَبَّابَة	1
236.37	مِليُون	1
237	مِليُون	1
237.195	لباب	1
238.1	مِليَار	1
24	%	1
24	2	3
24	20	1
24	25	1
24	أَبرِيل	1
24	أَخِير	1
24	أَلف	1
24	أَيَّار	2
24	أُكتُوبِر	3
24	اوري	1
24	بَحَّار	1
24	بُورصَة	1
24	دَقِيقَة	1
24	دُولَار	2
24	ر	1
24	سَاعَة	7
24	صَارُوخ	2
24	عَام	3
24	مَركَز	1
24	مِليُون	1
24	وَ	5
24.4	وَ	1
240	مِليَار	1
240	مِليُون	1
242	وَ	1
244	مِليُون	1
245	جُنَيه	1
247	فُندُق	1
248	مِليُون	2
25	%	10
25	10	1
25	11	1
25	17	1
25	2	2
25	22	1
25	26	1
25	28	1
25	آب	1
25	آخَر	1
25	أَلف	3
25	أَيَّار	1
25	بِ	1
25	بِليُون	1
25	تَمُّوز	13
25	تِشرِين	1
25	جُنَيه	2
25	خَطّ	1
25	دَقِيقَة	1
25	دُولَار	3
25	سَنَة	1
25	سُنَّة	1
25	شَخص	1
25	شَرِكَة	4
25	عَام	3
25	فِبرَايِر	1
25	فِي	5
25	كِيلُو	1
25	مَايُو	1
25	مِليُون	5
25	مِن	1
25	وَ	10
25	يَوم	1
25.4	مِليَار	1
25.4	مِليُون	1
25.67	دُولَار	1
250	أَلف	5
250	دُولَار	1
250	شَخصِيَّة	1
250	فِيلم	1
250	لِ	1
250	مِليُون	3
250،1	مِليُون	1
252.2	مِليَار	1
254.6	مِليُون	1
2578	مليار	1
258	مِليُون	2
25،2	فِي	1
26	12	1
26	2	1
26	24	3
26	28	1
26	آب	1
26	أَبرِيل	2
26	إِلَى	2
26	بِليُون	1
26	تَمُّوز	1
26	ر	1
26	سَنَة	1
26	عَام	1
26	عَلَى	1
26	قَائِمَة	1
26	كِتَاب	1
26	مِليَار	2
26	مِليُون	1
26	مِيدَالِيَّة	1
26	نُوفِمبِر	1
26.3	مليون	2
263	كجم	1
264	قَضِيَّة	1
2650	جُنَيه	1
269.08	مليون	1
27	%	4
27	10	3
27	12	1
27	2	2
27	24	1
27	25	2
27	آب	1
27	أَبرِيل	2
27	أَلف	1
27	اَلَّذِي	1
27	بِليُون	1
27	حَالِيّ	1
27	دَولَة	1
27	دِيسَمبِر	1
27	ر	2
27	سَنَة	1
27	شَخص	1
27	عَام	3
27	مِروَحِيَّة	1
27	مِليُون	3
