Head_Lemma	Dep_Lemma	Relation	Count
1,43	uno	det	1
1,5	PIB	nmod	1
1,5	a	case	1
1,5	ciento	compound	1
1,5	uno	det	1
1,54	ciento	compound	1
1,54	uno	det	1
1,59	ciento	compound	1
1,59	uno	det	1
1,65	a	case	1
1,65	ciento	compound	1
1,65	uno	det	1
1,7	a	case	1
1,7	ciento	compound	1
1,7	previsto	advmod	1
1,7	uno	det	1
1,70	0,81	conj	1
1,70	0.54	nummod	1
1,70	ciento	compound	1
1,70	del	case	1
1,70	precio	nmod	1
1,71	ciento	compound	1
1,71	uno	det	1
1,75	ciento	compound	1
1,75	cierre	nmod	1
1,75	uno	det	1
1,76	ciento	compound	1
1,76	uno	det	1
1,8	PIB	nmod	1
1,8	ciento	compound	2
1,8	el	det	1
1,8	en	case	1
1,8	uno	det	1
1,9	ciento	compound	1
1,9	el	det	1
1,9	hasta	case	1
1-0	.14	appos	1
1-0	Angel	appos	1
1-0	Racing	nmod	1
1-0	por	case	6
1-1	.30	appos	1
1-1	Riquelme	appos	1
1-2	por	case	1
1.04/100	con	case	1
1.04/100	uno	det	1
1.04:32	en	case	1
1.15	el	det	1
1.26	el	det	1
1.26	hasta	case	1
1.26	miércoles	appos	1
1.26	uno	advcl	1
1.26	y	cc	1
1.3	y	cc	1
1.4/100	de	case	1
1.4/100	el	det	1
1.4/100	únicamente	advmod	1
1.5	uno	nmod	1
1.8	uno	nmod	1
1.9	del	case	1
1.96	de	case	1
1.Boca	Juniors	flat	1
1.Boca	Oscar	appos	1
10	11	nummod	1
10	ciento	compound	1
10	con	case	1
10	de	case	3
10	del	case	1
10	diciembre	compound	1
10	dinero	nmod	1
10	el	det	4
10	hasta	case	1
10	junio	compound	1
10	mayo	compound	1
10	octubre	compound	1
10	pasado	amod	1
10	próximo	amod	1
10	uno	nmod	1
10	y	cc	2
10,41	ciento	compound	2
10,41	del	case	1
10,41	el	det	1
10,41	en	case	1
10,41	ser	cop	1
10,41	tasa	nsubj	1
10,41	y	cc	1
10,8	año	obl	1
10,8	ciento	compound	1
10,8	más	advmod	1
10,8	uno	det	1
10.00	GMT	appos	1
10.86	del	case	1
100	ciento	compound	1
100	del	case	1
100	el	det	2
100	este	nmod	1
100	primero	amod	1
100	su	nmod	1
100	uno	nmod	1
100	y	cc	1
1000	el	det	2
10000	comerciar	advcl	1
10000	de	case	2
10000	el	det	2
10000	militante	nsubj	1
10000	más	advmod	1
10000	puesto	mark	1
10000	ser	cop	1
10000	uno	det	1
10000	uno	nmod	1
100000	el	det	1
100000	uno	nmod	1
1007.84	el	det	1
1008000	algo	advmod	1
1008000	con	case	1
1012.72	el	det	1
102.30	el	det	1
102.30	frente	case	1
102.30	hora	nmod	1
103-98	por	case	1
10465	a	case	1
106-96	por	case	1
10700	uno	nmod	1
107256	8,77	appos	2
107256	de	case	2
107256	el	det	2
107256	que	nmod	1
108	el	det	1
108.95	109.40	conj	1
108.97	el	det	1
108.97	hora	nmod	1
108.97	por	case	1
109	Antonio	nmod	1
109	por	case	1
109.40	y	cc	1
1092	el	det	1
10:00	a	case	1
10:00	el	det	1
10:00	horas	compound	1
11	12	conj	1
11	capital	nmod	1
11	ciento	compound	1
11	del	case	2
11	el	det	1
11	junio	compound	2
11	octubre	compound	1
11	pasado	amod	2
11	septiembre	compound	1
11	uno	det	1
11,2	1998	nmod	1
11,2	ciento	compound	1
11,2	uno	det	1
11-25	julio	compound	1
11.00	el	det	1
11.2/100	con	case	2
11.2/100	otro	nmod	1
11.2/100	uno	det	1
11.30	el	det	1
110.37	el	det	1
110.65	el	det	1
110.68	el	det	1
1100	1200	conj	1
1100	entre	case	1
111	el	det	2
111.28	el	det	1
1115856	el	det	2
1115856	restante	amod	2
11206.60	el	det	1
11206.60	en	case	1
114	de	case	1
114	total	amod	1
114	uno	nmod	1
114-113	de	case	1
11422	el	det	1
115-112	con	case	1
118	el	det	1
118	su	nmod	1
1181	el	det	1
12	14	conj	1
12	15	conj	1
12	18	conj	1
12	1999	compound	1
12	2000	compound	1
12	Octubre	compound	1
12	agosto	compound	1
12	aproximadamente	advmod	1
12	de	case	2
12	del	case	1
12	el	det	10
12	entre	case	1
12	hasta	case	2
12	julio	compound	3
12	junio	compound	1
12	marzo	compound	2
12	noviembre	compound	1
12	pasado	amod	1
12	salario	nmod	1
12	septiembre	compound	1
12	tras	case	1
12	ó	cc	1
12,1	año	nmod	1
12,1	ciento	compound	1
12,1	del	case	1
12,7	ciento	compound	1
12,7	dato	nmod	1
12,7	el	det	1
12,7	población	nmod	1
12-M	del	case	1
12.20	GMT	appos	1
12.20	a	case	1
12.20	el	det	1
12.3	el	det	1
120	el	det	1
1200	uno	nmod	1
1200	y	cc	1
120000	uno	nmod	1
121,6	ciento	compound	1
121,6	en	case	1
121,6	uno	det	1
1215	en	case	1
12195	cerca	advmod	1
12195	de	case	1
12195	total	amod	1
12195	uno	nmod	1
1223112	alcanzar	conj	2
1223112	de	case	2
1223112	número	nsubj	2
1223112	ser	cop	2
1223112	suponer	advcl	2
123	a	advmod	1
123	y	cc	1
124,5	ciento	compound	1
124,5	uno	det	1
12:00	GMT	appos	1
12:00	a	case	1
12:00	el	det	1
12:00	hora	appos	1
13	14	conj	1
13	1996	compound	1
13	1998	compound	1
13	1999	compound	1
13	a	case	1
13	año	nmod	1
13	de	case	1
13	desde	case	2
13	el	det	7
13	enero	compound	1
13	junio	compound	2
13	marzo	compound	2
13	octubre	compound	1
13	otro	nmod	1
13	partido	nmod	1
13,07	ciento	compound	2
13,07	el	det	2
13,07	total	nmod	2
13,72	ciento	compound	2
13,72	el	det	2
13,72	en	case	2
13.00	el	det	1
13.00	gmt	compound	1
13.00	hoy	advmod	1
13.00	para	case	1
13.50	el	det	1
1300	el	det	1
13637	a	case	1
138	a	case	1
14	año	nmod	1
14	ciento	compound	1
14	de	case	2
14	desde	case	1
14	día	appos	1
14	el	det	7
14	febrero	compound	1
14	llegar	advcl	1
14	mayo	compound	4
14	otro	nmod	1
14	pasado	amod	1
14	próximo	amod	1
14	septiembre	compound	1
14	uno	det	1
14	y	cc	1
14	ó	cc	1
14,3	año	nmod	1
14,3	ciento	compound	1
14,3	uno	det	1
14,5	al	case	1
14,5	ciento	compound	1
14.00	el	det	1
14.8	el	det	1
14000	a	case	1
14000	el	det	1
14300	el	det	1
1432	de	case	1
15	16	conj	1
15	17	conj	1
15	1944	compound	1
15	abril	compound	1
15	agosto	compound	1
15	bis	appos	1
15	ciento	compound	4
15	compañía	nmod	1
15	consumo	nmod	1
15	del	case	2
15	desde	case	1
15	el	det	5
15	habitual	amod	1
15	junio	compound	1
15	marzo	compound	1
15	otro	nmod	1
15	próximo	amod	2
15	uno	det	1
15	y	cc	1
15,08	ciento	compound	2
15,08	frente	case	2
15,08	mayo	nmod	2
15,15	ciento	compound	1
15,15	el	det	1
15,15	en	case	1
15.25	GMT	appos	1
15.25	a	case	1
15.25	anunciar	advcl	1
15.25	el	det	1
15.25	hora	appos	1
15.35	GMT	appos	1
15.35	a	case	1
15.35	el	det	1
15.4/100	del	case	1
15.5	del	case	1
150	el	det	1
1500	en	case	1
1500	uno	nmod	1
15100	a	case	1
15100	actual	amod	1
15100	el	det	1
1518	en	case	1
1531169	9,16	appos	1
1531169	9.16	appos	2
1531169	en	case	3
15800000	récord	appos	1
15:00	el	det	1
16	1998	compound	1
16	2001	compound	1
16	25	conj	1
16	abril	compound	1
16	al	case	1
16	ciento	compound	2
16	con	case	1
16	de	case	1
16	del	case	2
16	el	det	10
16	entre	case	1
16	febrero	compound	3
16	frente	case	1
16	julio	compound	1
16	junio	compound	1
16	marzo	compound	1
16	mayo	compound	2
16	noviembre	compound	1
16	obtener	advcl	1
16	para	case	1
16	pasado	amod	2
16	próximo	amod	2
16	sufragio	nmod	1
16	total	amod	1
16	uno	nmod	1
16	y	cc	1
16-3	de	case	1
16/100	el	det	1
16/100	siempre	advmod	1
160	el	det	1
1600	ese	nmod	1
1600	uno	nmod	1
16000	el	det	1
16000	uno	nmod	1
16049	con	case	1
16049	representar	advcl	1
1629	1695	nmod	1
164.4	el	det	1
1674	en	case	1
1686	de	case	1
169	a	case	1
169	el	det	1
169	salir	advcl	1
17	1997	compound	2
17	a	case	1
17	al	case	2
17	ciento	compound	3
17	con	case	1
17	de	case	1
17	del	case	1
17	desde	case	2
17	diputado	nmod	1
17	dividido	conj	1
17	el	det	5
17	estado	nmod	1
17	febrero	compound	1
17	fecha	appos	2
17	junio	compound	1
17	mayo	compound	2
17	próximo	amod	1
17	su	nmod	1
17	votante	nmod	1
17	y	cc	1
17.1/100	el	det	1
17.1/100	total	amod	1
17.30	a	case	1
17.30	el	det	2
170	otro	nmod	1
1708	en	case	1
1736	de	case	1
1759	en	case	1
1765	en	case	1
17710	año	obl	1
17710	que	nsubj	1
17710	quedar	conj	1
17710	ser	cop	1
1780	Galicia	obl	1
1780	deber	aux	1
1780	que	nsubj	1
1780	ser	cop	1
18	Pezzo	nmod	1
18	a	case	1
18	año	nmod	1
18	ciento	compound	3
18	ciudad	nmod	1
18	de	case	2
18	del	case	2
18	el	det	7
18	en	case	1
18	hasta	case	2
18	junio	compound	3
18	octubre	compound	1
18	próximo	amod	1
18	septiembre	compound	1
18	su	nmod	1
18	total	nmod	1
18	uno	nmod	1
18	y	cc	2
18	último	amod	1
18.00	22.00	appos	1
18.00	el	det	1
18.00	hora	appos	1
18.00	y	cc	1
18.91	el	det	1
18/100	al	case	1
18/100	el	det	1
180	ciento	compound	1
180	uno	det	1
1801	en	case	1
1812	en	case	1
182	otro	nmod	1
1822	1900	nmod	1
1823	en	case	1
1828	en	case	1
1860	en	case	1
1863	1947	nmod	1
1864	el	det	1
187	Comité	nmod	1
187	miembro	nmod	1
187	militante	conj	1
187	por	case	1
18700	desde	case	1
1878	hasta	case	1
1892	en	case	1
1896	en	case	1
19	20	conj	1
19	ciento	compound	1
19	de	case	1
19	desde	case	1
19	el	det	7
19	israelí	nmod	1
19	mayo	compound	3
19	por	case	1
19	sólo	advmod	1
19.00	GMT	appos	1
19.10	GMT	nmod	1
19.10	de	case	1
19.10	el	det	2
19.10	hacia	case	1
19.10	hora	nmod	1
19.10	horario	nsubj	1
19.10	ser	cop	1
19.13/100	con	case	1
19.13/100	uno	det	1
1903	1937	nmod	1
1903	en	case	1
1904	en	case	1
1906	en	case	1
1908	1928	nmod	1
1908	de	case	1
1908	en	case	1
1908	ese	nsubj	1
1908	ser	cop	1
190887	15.61	appos	1
190887	duración	nmod	2
190887	tiempo	nmod	2
190887	y	cc	2
1912	dar	conj	1
1912	en	case	1
1913	hacia	case	1
1914	en	case	1
192	escaño	nmod	1
1925	en	case	1
1925	propósito	conj	1
1926	en	case	1
1927	en	case	1
1928	a	case	1
1930	en	case	2
1937	en	case	1
1942	en	case	1
1943	en	case	1
1944	de	case	1
1945	de	case	1
1945	en	case	2
1948	de	case	2
1950	de	case	1
1951	en	case	1
1954	de	case	1
1956	1967	conj	2
1956	1973	conj	2
1956	de	case	1
1956	en	case	1
1959	desde	case	1
1959	en	case	1
1960	en	case	3
1961	a	case	1
1961	en	case	1
1965	en	case	1
1969	desde	case	2
1970	de	case	1
1970	en	case	1
1971	1972	conj	1
1971	año	appos	1
1971	de	case	2
1971	desde	case	1
1971	en	case	2
1972	de	case	1
1972	en	case	1
1972	y	cc	1
1973	en	case	1
1973	y	cc	2
1974	en	case	1
1975	en	case	2
1976	en	case	4
1976	hasta	case	1
1976	liberar	acl	1
1977	de	case	1
1977	en	case	1
1978	de	case	1
1978	en	case	2
1979	de	case	1
1980	en	case	1
1981	1985	conj	1
1981	1993	conj	1
1981	de	case	1
1981	desde	case	1
1981	en	case	1
1982	en	case	2
1983	desde	case	1
1983	en	case	2
1984	1988	conj	1
1984	en	case	1
1985	desde	case	1
1986	a	case	1
1987	de	case	2
1988	1994	conj	1
1988	2000	conj	1
1988	desde	case	1
1988	en	case	4
1988	y	cc	1
1989	1993	conj	1
1989	1997	conj	1
1989	Núñez	nmod	1
1989	antes	case	1
1989	desde	case	1
1989	en	case	5
1989	entre	case	1
1990	desde	case	1
1990	en	case	7
1990	invadir	acl	1
1991	a	case	1
1991	conseguir	acl	1
1991	de	case	1
1991	desde	case	1
1991	en	case	6
1992	1993	conj	1
1992	1994	conj	1
1992	de	case	3
1992	en	case	4
1992	entre	case	1
1993	1999	conj	1
1993	a	case	1
1993	de	case	3
1993	desde	case	1
1993	en	case	3
1993	entre	case	1
1993	fecha	appos	1
1993	y	cc	3
1994	de	case	1
1994	desde	case	1
1994	en	case	4
1994	respecto	case	1
1994	y	cc	1
1995	43,7	nummod	1
1995	al	case	1
1995	convertir	acl	1
1995	de	case	1
1995	desde	case	1
1995	en	case	7
1996	de	case	9
1996	desde	case	3
1996	en	case	7
1996	que	mark	2
1996	régimen	nmod	1
1996	y	cc	1
1997	99	nummod	1
1997	Núñez	nmod	1
1997	de	case	16
1997	desde	case	2
1997	en	case	7
1997	hasta	case	1
1997	y	cc	1
1998	a	case	1
1998	de	case	10
1998	desde	case	1
1998	en	case	9
1998	juzgar	acl	1
1998	respecto	case	1
1999	17	compound	1
1999	2000	conj	1
1999	a	case	3
1999	de	case	32
1999	desde	case	2
1999	durante	case	3
1999	en	case	23
1999	etapa	appos	1
1999	mayo	compound	1
1999	que	mark	1
1999	respecto	case	1
1999	y	cc	1
1:21	a	case	1
1:21	delante	conj	1
2	22	compound	1
2	28	conj	1
2	3	conj	1
2	La	det	4
2	a	case	1
2	abril	compound	1
2	agosto	compound	1
2	cerca	advmod	1
2	ciento	compound	4
2	comprador	appos	1
2	de	case	1
2	del	case	3
2	diciembre	compound	1
2	el	det	8
2	en	case	1
2	entre	case	1
2	horas	compound	1
2	julio	compound	1
2	marzo	compound	2
2	minutos	compound	1
2	pasado	amod	1
2	por	case	2
2	próximo	amod	5
2	redondo	amod	1
2	uno	det	1
2	y	cc	2
2	y	compound	1
2,03	ciento	compound	1
2,03	uno	det	1
2,11	ciento	compound	1
2,11	uno	det	1
2,34	ciento	compound	1
2,34	del	case	1
2,35	ciento	compound	1
2,35	uno	det	1
2,38	ciento	compound	1
2,38	del	case	1
2,56	ciento	compound	1
2,56	uno	det	1
2,69	ciento	compound	1
2,69	uno	det	1
2,7	ciento	compound	1
2,7	del	case	1
2,74	ciento	compound	1
2,74	uno	det	1
2,75	ciento	compound	1
2,75	el	det	1
2,75	y	cc	1
2,8	Japón	nmod	1
2,8	ciento	compound	1
2,8	frente	case	1
2-0	derbi	nmod	1
2-0	por	case	2
2-0	y	cc	1
2-1	.47	appos	1
2-1	Barcelona	nmod	1
2-1	Saviola	appos	1
2-1	gol	nmod	1
2-1	por	case	5
2.000	de	case	1
2.000	el	det	1
2.05	de	case	1
2.05	envergadura	conj	1
2.10	de	case	1
2.10:14	de	case	1
2.12:28	2.12:29	conj	1
2.12:28	de	case	2
2.12:29	y	cc	1
2.14:50	en	case	1
2.16:44	en	case	1
2.20	casi	advmod	1
2.20	de	case	1
2.28:04	de	case	1
2.4/100	menos	advmod	1
2.4/100	uno	det	1
2.5/100	PIB	nmod	1
2.5/100	el	det	1
2.5/100	hasta	case	1
2.River	Plate	flat	1
2.River	Roberto	appos	1
2/100	en	case	1
20	1996	compound	1
20	1999	compound	1
20	25	conj	1
20	30	conj	2
20	44	conj	1
20	70	conj	1
20	año	obl	1
20	casi	advmod	1
20	cerca	advmod	1
20	ciento	compound	6
20	con	case	1
20	cuerpo	nmod	1
20	de	case	1
20	del	case	1
20	depósito	nmod	1
20	diciembre	compound	1
20	el	det	15
20	entre	case	3
20	gobernación	nmod	1
20	grano	nmod	1
20	hasta	case	2
20	informar	advcl	1
20	junio	compound	1
20	mayo	compound	3
20	más	advmod	1
20	o	cc	1
20	octubre	compound	1
20	partido	nsubj	1
20	producción	nmod	1
20	representación	nmod	1
20	restante	amod	1
20	ser	cop	1
20	uno	det	5
20	y	cc	1
20	último	amod	1
20,47	ciento	compound	1
20,47	del	case	1
20,5	ciento	compound	1
20,5	en	case	1
20,5	uno	det	1
20.00	el	det	1
20.4/100	al	case	1
20/100	a	case	1
20/100	el	det	2
20/100	ingreso	nmod	1
20/100	millón	appos	1
20/100	población	nmod	1
20/100	uno	det	1
200	aproximadamente	advmod	1
200	de	case	2
200	el	det	1
200	empleado	nmod	1
200	uno	nmod	1
2000	2006	nmod	1
2000	2009	conj	1
2000	Enero	compound	1
2000	Febrero	conj	1
2000	de	case	5
2000	del	case	5
2000	el	det	4
2000	en	case	2
2000	entre	case	1
2000	para	case	1
2000	uno	nmod	1
2000	y	cc	2
200000	el	det	1
2001	de	case	2
2001	del	case	13
2001	después	advmod	1
2001	el	det	3
2001	en	case	3
2001	hacia	case	1
2001	para	case	1
2001,	de	case	1
2002	de	case	1
2002	del	case	5
2002	el	det	1
2002	en	case	1
2003	a	case	1
2003	de	case	1
2003	del	case	2
2003	en	case	1
2003	hasta	case	1
2004	el	det	1
2004	para	case	1
2005	de	case	3
2005	en	case	1
2006	a	case	1
2006	del	case	1
2009	y	cc	1
2019	el	det	1
2019	hasta	case	1
2022	el	det	1
204020	el	det	1
21	22	conj	1
21	23	nmod	1
21	año	nmod	1
21	ciento	compound	1
21	de	case	2
21	del	case	1
21	diciembre	compound	1
21	el	det	12
21	en	case	1
21	enero	compound	1
21	entre	case	1
21	junio	compound	2
21	la	det	1
21	noviembre	compound	1
21	octubre	compound	1
21	próximo	amod	1
21	septiembre	compound	1
21	sufragio	nmod	1
21	total	nmod	1
21	uno	nmod	2
21	y	cc	2
2117921	hombre	appos	1
2117921	y	cc	1
22	20	conj	1
22	ciento	compound	2
22	con	case	1
22	el	det	3
22	junio	compound	1
22	uno	det	1
22	y	cc	1
22,17	año	obl	1
22,17	ciento	compound	1
22,17	más	advmod	1
22,17	uno	det	1
22.00	GMT	appos	1
22.00	el	det	1
22.42/100	del	case	1
22.9	el	det	1
2285	de	case	1
2285	el	det	1
2285	emitido	advmod	1
22926	tiempo	nmod	1
22926	y	cc	1
23	21	conj	1
23	al	case	1
23	con	case	1
23	de	case	1
23	diciembre	compound	2
23	el	det	5
23	entre	case	1
23	julio	compound	1
23	octubre	compound	1
23	para	case	2
23	próximo	amod	2
23	punto	nmod	1
23	septiembre	compound	1
23,3	ciento	compound	1
23,3	del	case	1
23-7	claro	amod	1
23-7	con	case	1
23-7	favor	nmod	1
23-7	uno	det	1
23000	uno	nmod	2
233	el	det	1
23398	3,71	appos	1
23398	en	case	2
23400	aunque	mark	1
23400	censo	nsubj	1
23400	de	case	1
23400	inflado	advcl	1
23400	que	mark	1
23400	ser	cop	1
23400	uno	det	1
24	1948	compound	1
24	abril	compound	1
24	del	case	3
24	después	advmod	1
24	después	case	1
24	diciembre	compound	1
24	el	det	5
24	enero	compound	1
24	finlandés	nmod	1
24	marzo	compound	1
24	pasado	amod	2
24	septiembre	compound	2
24	y	cc	1
24,85	ciento	compound	1
24,85	más	advmod	1
24,85	precio	obl	1
24,85	uno	det	1
24.5/100	1997	nmod	1
240	el	det	1
24291	2,56	appos	1
24291	en	case	2
25	1999	obl	1
25	Miami	nmod	1
25	abril	compound	1
25	cerrar	advcl	1
25	ciento	compound	2
25	día	appos	1
25	el	det	8
25	enfrentar	acl	1
25	establecimiento	nmod	1
25	hasta	case	2
25	julio	compound	2
25	junio	compound	2
25	mayo	compound	1
25	más	advmod	2
25	pasado	compound	1
25	próximo	amod	1
25	uno	det	2
25	voto	nmod	1
25	y	cc	2
25	ó	cc	1
25/100	alrededor	case	1
25/100	en	case	1
25/100	honorario	nmod	1
25/100	mercado	nmod	1
25/100	más	advmod	1
25/100	uno	det	2
250	300	conj	1
250	entre	case	1
250	su	nmod	1
250	uno	nmod	1
25000	uno	nmod	1
250000	uno	det	1
25300	de	case	1
25300	ejercer	advcl	1
25300	el	det	1
25313	a	case	1
26	1996	compound	1
26	1997	compound	1
26	ciento	compound	1
26	con	case	1
26	el	det	5
26	este	nmod	1
26	febrero	compound	1
26	julio	compound	1
26	marzo	compound	1
26	mayo	compound	1
26	noviembre	compound	1
26	pasado	amod	1
26,8	ciento	compound	1
26,8	el	det	1
26,8	total	nmod	1
26.49	el	det	1
260	uno	nmod	1
2600	2700	conj	1
2600	entre	case	1
260000	el	det	1
27	1997	compound	1
27	E	compound	1
27	abril	compound	1
27	antes	advmod	1
27	ciento	compound	1
27	con	case	1
27	de	case	1
27	decidir	acl	1
27	del	case	1
27	el	det	6
27	escaño	nmod	1
27	fecha	nmod	1
27	hasta	case	1
27	julio	compound	1
27	junio	compound	1
27	marzo	compound	1
27	mayo	compound	1
27	pasado	amod	2
27	próximo	amod	1
27	septiembre	compound	2
27	su	nmod	1
27,9	8,7	compound	1
27,9	ciento	compound	1
27,9	con	case	1
27,9	el	det	1
27,9	población	nmod	1
2700	y	cc	1
27050	el	det	2
27050	restante	amod	2
27152	el	det	1
273	nanosegundo	conj	1
273	respectivamente	advmod	1
273	valor	appos	1
275000	el	det	1
279000	a	case	1
279000	apenas	advmod	1
28	abril	compound	1
28	al	cc	1
28	ciento	compound	1
28	de	case	1
28	el	det	3
28	febrero	compound	1
28	frente	case	1
28	hombre	nmod	1
28	mayo	compound	2
28	noviembre	compound	1
28	para	case	1
28	próximo	amod	1
28	septiembre	compound	1
28	uno	det	1
28-29	por	case	1
28.02	el	det	1
2829	de	case	1
2829	ese	nmod	1
2829	total	amod	1
2829	uno	nmod	1
2866	el	det	1
29	1994	compound	1
29	abril	compound	1
29	ciento	compound	1
29	el	det	3
29	en	case	1
29	noviembre	compound	1
29	octubre	compound	1
29	pasado	amod	2
29	uno	det	2
29	voto	nmod	1
29.2/100	con	case	1
29.2/100	uno	det	1
299	por	case	1
2:54	de	case	1
3	2	conj	1
3	5	conj	1
3	abril	compound	1
3	al	case	1
3	ciento	compound	3
3	de	case	2
3	del	case	2
3	el	det	5
3	enero	compound	3
3	entre	case	1
3	marzo	compound	1
3	mitad	conj	1
3	más	advmod	2
3	otro	nmod	1
3	pasado	amod	1
3	poco	advmod	1
3	representante	nmod	1
3	vendedor	appos	1
3	y	cc	1
3,02	ciento	compound	2
3,02	del	case	2
3,2	ciento	compound	1
3,2	uno	det	1
3,4	ciento	compound	2
3,4	haber	advcl	1
3,4	más	advmod	1
3,4	uno	det	2
3,49	ciento	compound	1
3,49	uno	det	1
3,71	ciento	compound	1
3,71	uno	det	1
3,75	ciento	compound	1
3,75	el	det	1
3,75	en	case	1
3,9	al	case	1
3,9	ciento	compound	1
3,93	ciento	compound	1
3,93	uno	det	1
3-0	ayer	advmod	1
3-0	el	det	1
3-0	poner	advcl	1
3-0	por	case	4
3-0	resultado	appos	1
3-1	por	case	3
3-2	por	case	1
3.15	el	det	1
3.15	horas	compound	1
3.15	sobre	case	1
3.2	3.5	nummod	1
3.31	de	case	1
3.31	efectividad	nmod	1
3.5	uno	nmod	2
3.5-2.5	por	case	1
3.7	el	det	1
3.85	de	case	1
30	%	nmod	1
30	1998	compound	1
30	1999	compound	2
30	2001	compound	1
30	2002	compound	1
30	SNET	nmod	1
30	a	case	2
30	abril	compound	3
30	agosto	compound	1
30	año	nmod	1
30	casi	advmod	1
30	cien	conj	1
30	ciento	compound	7
30	de	case	2
30	del	case	1
30	departamento	nmod	1
30	derecho	amod	1
30	el	det	10
30	en	case	3
30	hasta	case	2
30	junio	compound	2
30	más	advmod	1
30	otro	nmod	1
30	población	nmod	1
30	por	case	1
30	salario	nmod	1
30	sobre	case	1
30	uno	det	4
30	uno	nmod	1
30	y	cc	4
30,4	ciento	compound	1
30,4	del	case	1
30/100	del	case	1
300	hasta	case	1
300	número	appos	1
300	uno	nmod	1
300	y	cc	1
3000	uno	nmod	2
30000	uno	nmod	2
300000	400000	conj	1
300000	entre	case	1
300000	uno	nmod	1
31	2001	compound	1
31	colegio	nmod	1
31	de	case	1
31	desde	case	1
31	diciembre	compound	4
31	el	det	7
31	hasta	case	2
31	julio	compound	2
31	marzo	compound	1
31	pasado	amod	3
31-34	a	case	1
32	al	case	1
32	ciento	compound	1
32	con	case	1
32	conservador	nmod	1
32	disminución	appos	1
