Dep_Lemma	Head_Lemma	Count
1996	prosinec	1
1996	rok	8
1996	červen	1
1997	březen	1
1997	rok	6
1997	červenec	1
1998	3	2
1998	rok	2
1998352	Kč	1
1999	leden	1
1999	rok	2
2	%	5
2	0	1
2	1	5
2	10	1
2	1895	1
2	2	6
2	3	3
2	37	1
2	5	1
2	6	7
2	9	1
2	985	1
2	Biosphere	1
2	Bohuslav	2
2	Dragona	1
2	ISPO	1
2	Inhorgenta	1
2	München	1
2	Německo	1
2	Olomouc	1
2	Praha	7
2	RO	1
2	S	2
2	SO	1
2	Slavia	1
2	Vajda	1
2	a	1
2	bod	2
2	branka	1
2	byt	1
2	březen	2
2	dohrávka	1
2	dítě	1
2	etapa	1
2	fond	1
2	já	1
2	kg`kilogram	1
2	kolik	1
2	kolo	4
2	kurs	1
2	květen	4
2	leden	2
2	m`metr	10
2	milión	3
2	minuta	2
2	mm`milimetr	1
2	možnost	1
2	mít	1
2	neděle	1
2	obrázek	1
2	odstavec	2
2	osoba	1
2	pololetí	1
2	polovina	1
2	postačit	1
2	potvrzovat	1
2	rok	1
2	ročník	2
2	ryba	1
2	sprcha	1
2	strana	3
2	stěna	1
2	střecha	1
2	středa	1
2	tempo	1
2	termín	8
2	tisíc	1
2	týden	1
2	upravit	1
2	utkání	1
2	vana	1
2	veletrh	1
2	vlna	4
2	vydání	1
2	vyhlásit	1
2	válka	2
2	výhra	2
2	výměna	1
2	zaplatit	1
2	zmenšit	1
2	znak	1
2	zvýšit	2
2	září	2
2	§	1
2	Ústí	1
2	únor	1
2	úterý	1
2	ČEZ	3
2	ČT	3
2	článek	1
2	čtvrtek	1
2	část	1
2	číslo	4
2	Žižkov	1
2.0	FoxPro	1
2.1	Řecko	1
2.2	Itálie	1
2.25	energie	1
2.5	2	1
2.5	baterie	1
2.5	bod	1
2.5	miliarda	1
2.5	nakupovat	1
2.5	násobek	1
2.5	tisíc	1
2.6	miliarda	1
2.6	procento	1
2.7	procento	1
2.8	miliarda	2
2.8	procento	1
2.9	procento	1
20	%	3
20	0652	1
20	1	1
20	10	2
20	12	1
20	128	1
20	15	2
20	17	2
20	18	1
20	2	4
20	242267	1
20	3	1
20	4	2
20	5	2
20	8	1
20	adresa	1
20	dodavatel	1
20	drahý	1
20	hodina	1
20	hodně	1
20	hotel	1
20	jídlo	2
20	koruna	1
20	letý	1
20	marže	1
20	miliarda	1
20	milión	4
20	minuta	1
20	náměstí	1
20	on	1
20	podhodnocený	1
20	procento	1
20	pták	1
20	představit	1
20	přesáhnout	1
20	rok	5
20	složit	1
20	stanovený	1
20	století	1
20	strana	1
20	ten	2
20	th	1
20	zraněný	1
20	září	2
20	°	1
20	únor	4
20	úspora	1
20	činit	1
20	člověk	1
20	číslo	3
20	žádost	1
20.1	dosáhnout	1
20.5	procento	2
20.55	vysílat	1
200	1	1
200	100	1
200	80	1
200	Benešová	1
200	Kč	1
200	MW`megawatt	1
200	hektarový	1
200	hodně	1
200	koruna	1
200	list	1
200	lůžko	1
200	marka	1
200	miliarda	1
200	milión	7
200	mistr	1
200	on	1
200	pracovník	1
200	suite	1
2000	Kč	1
2000	OH	1
2000	balírna	1
2000	být	1
2000	dinár	1
2000	koruna	1
2000	obrázek	2
2000	rok	7
2000	x	1
2000	zaplatit	1
20000	DEM	1
20000	koruna	3
20000	málo	1
20000	vozidlo	1
20000	zvýšení	1
200000	hotovost	1
2000000	přesáhnout	1
2005	rok	2
201	etapa	1
201	zkušebna	1
2012804	číslo	1
2030	rok	1
204	0417	1
