Head_Lemma	Dep_Lemma	Relation	Count
0.5	%	nmod	1
0.5	asi	advmod	1
0.6	%	nmod	1
0.65	%	nmod	1
0.65	o	case	1
0.7	%	nmod	1
0.8	%	nmod	1
0.8	jen	advmod	1
0.8	kolem	case	1
0.92	Kč	nmod	1
0.92	x	nmod	1
001	514	compound	1
001	738	compound	1
00361	263	compound	2
01	1994	compound	1
01	3	compound	1
01	76	compound	1
01	78	compound	1
01	93	compound	1
011	32	compound	1
019	220745	compound	1
02	220922	compound	1
02	231	compound	12
02	232	compound	10
02	236	compound	1
02	24	compound	5
02	241183	compound	1
02	242	compound	5
02	2422	compound	1
02	242236	compound	1
02	242267	compound	1
02	242282	compound	1
02	2431	compound	2
02	243113	compound	1
02	2451	compound	2
02	248103	compound	3
02	251474	compound	1
02	256496	compound	1
02	256889	compound	1
02	261	compound	1
02	261063	compound	1
02	263	compound	1
02	266937	compound	1
02	267084	compound	1
02	27	compound	2
02	275789	compound	1
02	278514	compound	1
02	278613	compound	1
02	291261	compound	2
02	291591	compound	1
02	294022	compound	2
02	325630	compound	1
02	371043	compound	1
02	371351	compound	1
02	372300	compound	2
02	422026	compound	2
02	471	compound	1
02	472	compound	1
02	523674	compound	3
02	5296	compound	2
02	543247	compound	1
02	627	compound	18
02	664100	compound	1
02	664102	compound	1
02	683	compound	2
02	691	compound	2
02	73	compound	3
02	761212	compound	1
02	795	compound	1
020	32	compound	1
0202	91997	compound	2
0202	92150	compound	1
0202	92151	compound	3
0205	245	compound	2
0205	83155	compound	1
021	0100	compound	2
02732	70545	compound	2
0321	228	compound	1
038	370	compound	1
038	861208	compound	1
040	511457	compound	1
0416	3927	compound	1
0416	4057	compound	1
0417	204	compound	1
0417	323206	compound	1
0419	2625	compound	1
0432	3206	compound	1
0439	932210	compound	1
0439	934321	compound	1
0439	934337	compound	1
0441	8896	compound	1
0451	520	compound	1
0451	522	compound	1
047	265	compound	1
047	273	compound	1
048	248	compound	1
048	297	compound	1
049	237	compound	1
049	301	compound	1
049	315	compound	4
049	31564	compound	1
049	33157	compound	1
049	350	compound	1
049	391	compound	1
05	382034	compound	1
05	4121	compound	2
05	412148	compound	1
05	413212	compound	1
05	421341	compound	1
05	4321	compound	2
05	45	compound	1
05	klapka	nmod	1
0502	38	compound	1
0502	94326	compound	1
0508	26058	compound	1
0508	26511	compound	1
0649	842	compound	1
065	557	compound	1
0652	20	compound	1
0652	31	compound	1
0656	207	compound	2
0656	237	compound	1
0656	240	compound	1
0656	249	compound	2
0656	91225	compound	1
0658	92715	compound	1
066	222	compound	2
066	257	compound	1
068	31257	compound	2
068	33446	compound	1
068	33466	compound	1
068	522	compound	3
069	23	compound	2
069	37	compound	2
069	501	compound	1
069	561	compound	1
069	611	compound	2
069	628	compound	1
069	662	compound	2
0825	2549	compound	1
0825	424	compound	1
0831	356	compound	1
0831	395204	compound	1
087	353	compound	1
087	364	compound	1
089	326	compound	1
089	521	compound	1
09	58	compound	1
09	76	compound	1
09	80	compound	1
1	%	nmod	1
1	/	nmod	1
1	0	conj	3
1	1	compound	2
1	1	conj	2
1	1.5	conj	1
1	1.6	conj	1
1	14	compound	1
1	1918	compound	1
1	1992	compound	1
1	1993	compound	1
1	1994	compound	1
1	1995	compound	2
1	2	conj	5
1	20	compound	1
1	200	conj	1
1	21.1	compound	1
1	28	compound	1
1	3	conj	4
1	30	compound	1
1	35	compound	1
1	4	compound	1
1	4	conj	1
1	400	conj	1
1	6	compound	1
1	6	conj	2
1	7	conj	1
1	DOS	conj	1
1	a	nmod	1
1	být	aux	1
1	být	cop	1
1	cca	advmod	1
1	k	case	1
1	na	case	1
1	než	mark	1
1	od	case	1
1	protnout	advcl	1
1	rok	nmod	1
1	takže	mark	1
1	šance	nsubj	1
1.15	až	advmod	1
1.2	%	nmod	1
1.2	1.8	compound	1
1.2	asi	advmod	2
1.2	o	case	1
1.30	80	conj	1
1.30	asi	advmod	1
1.30	cm`centimetr	nmod	1
1.36	miliarda	nmod	1
1.38	Kč	nmod	1
1.38	x	nmod	1
1.4	miliarda	nmod	1
1.4	o	case	1
1.5	%	nmod	1
1.5	14	orphan	1
1.5	a	cc	1
1.5	asi	advmod	1
1.5	až	advmod	1
1.5	jen	advmod	1
1.5	kg`kilogram	nmod	1
1.5	miliarda	nmod	3
1.5	procento	appos	1
1.5	tisíc	compound	1
1.5	za	case	1
1.50	Kč	nmod	1
1.6	%	nmod	1
1.6	1.8	conj	2
1.6	l`litr	nmod	1
1.6	přibližně	advmod	1
1.70	1.80	conj	1
1.70	Kč	conj	1
1.8	%	nmod	1
1.8	a	cc	1
1.8	akceptování	nmod	1
1.8	o	case	1
1.8	přibližně	advmod	1
1.8	respektive	cc	1
1.84	Kč	nmod	1
1.84	celkem	advmod	1
1.9	l`litr	nmod	1
10	%	nmod	7
10	0	conj	1
10	11	compound	1
10	11	conj	2
10	12	conj	5
10	13	conj	1
10	1365	compound	1
10	14	compound	1
10	15	conj	6
10	2	compound	1
10	20	conj	2
10	25	compound	1
10	25	conj	1
10	30	conj	1
10	34	conj	1
10	4	compound	1
10	40	conj	1
10	50	conj	1
10	608	compound	1
10	68	compound	1
10	A	nmod	1
10	a	cc	1
10	asi	advmod	2
10	až	advmod	3
10	až	cc	3
10	být	cop	2
10	což	nsubj	1
10	dnešní	amod	1
10	hodina	nmod	1
10	jak	mark	1
10	km`kilometr	nmod	2
10	kolem	case	1
10	kus	nmod	1
10	marže	nsubj	1
10	maximálně	advmod	1
10	miliarda	nmod	1
10	minimálně	advmod	1
10	minus	nmod	1
10	měsíčně	advmod	1
10	na	case	4
10	než	mark	1
10	o	case	3
10	od	case	1
10	okolo	case	1
10	onen	det	1
10	poslední	amod	1
10	pouze	advmod	1
10	povolený	amod	1
10	první	amod	1
10	přibližně	advmod	1
10	ročně	advmod	1
10	sloužit	acl	1
10	tisíc	compound	2
10	tisíc	nmod	2
10	téměř	advmod	1
10	už	advmod	1
10	zhruba	advmod	1
10.0	%	nmod	1
10.0	10.6	conj	1
10.0	8.5	conj	1
10.0	a	cc	2
10.00	18.00	conj	1
10.00	od	case	2
10.00	ten	cc	1
10.00	v	case	1
10.3	%	nmod	1
10.3	o	case	1
10.5	%	nmod	1
10.5	11.0	conj	1
10.5	procento	nmod	1
10.6	a	cc	1
100	%	nmod	4
100	+	cc	1
100	200	conj	1
100	350	conj	1
100	91	conj	1
100	DEM	nmod	2
100	Kč	nmod	5
100	alespoň	advmod	1
100	asi	advmod	1
100	až	advmod	1
100	bezmála	advmod	1
100	i	advmod	1
100	kg`kilogram	nmod	2
100	km`kilometr	nmod	1
100	m`metr	nmod	3
100	na	case	2
100	nebo	cc	1
100	než	mark	1
100	o	case	2
100	okolo	case	1
100	pod	case	1
100	prakticky	dep	1
100	před	case	1
100	rok	nmod	1
100	tisíc	compound	2
100	tisíc	nmod	1
100	za	case	2
1000	3000	conj	1
1000	Kč	nmod	3
1000	asi	advmod	1
1000	než	mark	1
1000	všechen	det	1
10000	Kč	nmod	1
10000	asi	advmod	1
10000	přes	case	1
100000	DEM	nmod	1
100000	Kč	nmod	3
100000	a	cc	1
100000	až	advmod	1
100000	být	cop	1
100000	jen	advmod	2
100000	minimálně	advmod	1
100000	málo	conj	1
100000	na	case	1
100000	odškodnění	nmod	1
100000	skutečnost	obl	1
100000	třeba	advmod	1
100000	za	case	1
1000000	Kč	nmod	1
10055	Kč	nmod	1
101	00	compound	3
101	celý	amod	1
101	již	advmod	1
1020	z	case	1
1054	45	compound	1
1079	celkem	advmod	1
11	12	conj	2
11	14	conj	1
11	15	conj	1
11	18	conj	1
11	1922	compound	1
11	26	compound	1
11	30	compound	1
11	7	conj	1
11	8	compound	1
11	Belgie	conj	1
11	Nizozemsko	conj	1
11	Ostrava	conj	2
11	měsíc	orphan	1
11	příští	amod	1
11	ten	det	1
11	Řecko	conj	1
11.0	a	cc	1
11.00	19	conj	1
11.00	hodina	conj	2
11.00	od	case	2
11.38	až	advmod	1
11.38	mm`milimetr	nmod	1
11.9	%	nmod	1
11.9	o	case	1
110	00	compound	18
110	01	compound	1
110	15	compound	3
110	až	cc	1
110	celkem	advmod	1
1100	Kč	nmod	2
1100	asi	advmod	1
1100	být	cop	1
1100	hodnota	nsubj	1
1100	klapka	nmod	1
1100	zatímco	mark	1
11000	pouze	advmod	1
110390	Kč	nmod	1
111	x	cc	1
1110	Kč	nmod	1
1110	na	case	1
1110	ten	cc	1
112	49	compound	1
112	79	compound	1
113	x	cc	1
1143	1	compound	1
115	být	cop	1
115	ha`hektar	nmod	1
115	x	cc	1
1150	asi	advmod	1
11520	až	cc	1
1178	Kč	nmod	1
118	00	compound	2
12	1	conj	1
12	13	conj	2
12	15	conj	3
12	16	conj	1
12	17	conj	3
12	1991	compound	1
12	1993	compound	1
12	20	conj	1
12	22	compound	1
12	27	compound	1
12	31	compound	1
12	4	compound	1
12	54	compound	1
12	7	conj	1
12	98	compound	1
12	A	nmod	2
12	asi	advmod	2
12	až	cc	1
12	celkem	advmod	1
12	k	case	1
12	kW`kilowatt	nmod	1
12	m`metr	nmod	1
12	na	case	2
12	než	mark	1
12	pouhý	amod	1
12	přibližně	advmod	1
12	tisíc	compound	2
12	téměř	advmod	1
12.0	a	cc	2
120	%	nmod	1
120	00	compound	4
120	140	conj	1
120	Kč	nmod	1
120	na	case	1
120	nebo	cc	1
1200	Kč	nmod	1
1200	hodně	conj	1
1200	na	case	1
12000	až	cc	1
1225	minimálně	advmod	1
123	vyučený	amod	1
1232	255	compound	1
124	téměř	advmod	1
1250	z	case	1
125000	cestující	amod	1
125000	na	case	1
12600	MW`megawatt	nmod	1
12600	cca	advmod	1
127	121	conj	1
127	Československo	nmod	1
127.46	Kč	nmod	1
127.46	do	case	1
128	20	conj	1
128	pro	conj	1
128	proti	conj	1
129	123	compound	1
129	83	conj	1
129	bod	appos	1
129	mladistvý	amod	1
13	%	nmod	1
13	14	conj	1
13	98	compound	1
13	asi	advmod	1
13	od	case	1
13	žlutý	dep	1
13.30	v	case	1
13.5	%	nmod	1
13.5	15.75	conj	1
13.7	%	nmod	1
13.7	12.0	conj	1
130	00	compound	21
130	89	compound	1
130	Bagdád	nmod	1
130	asi	advmod	1
1300	MW`megawatt	nmod	2
1300	do	case	2
13123	504	compound	1
137	Kč	nmod	1
137.10	Kč	nmod	2
137.10	být	cop	1
137.10	jen	advmod	1
137.10	paradoxně	advmod	1
137.10	rok	obl	1
137.10	ten	nsubj	1
1380	respektive	cc	1
139	128	conj	1
14	16	conj	3
14	21	compound	1
14	4	conj	1
14	Kč	nmod	1
14	a	cc	1
14	asi	advmod	1
14	až	advmod	2
14	málo	appos	1
14	nynější	amod	1
14	od	case	1
14	pouze	advmod	1
14	titul	nmod	1
14	už	advmod	2
14	za	case	1
14	zhruba	advmod	2
14.00	v	case	1
140	00	compound	3
1400	až	cc	1
14000	přibližně	advmod	1
141	00	compound	1
142	00	compound	1
1427	Kč	nmod	1
14297	34709	orphan	1
14297	a	cc	1
14297	km`kilometr	nmod	1
14297	silnice	orphan	2
149	00	compound	1
149	Kč	nmod	1
149	za	case	1
15	%	nmod	11
15	17	conj	1
15	20	conj	2
15	29	conj	1
15	85	compound	1
15	A	dep	2
15	A	nmod	2
15	Kč	nmod	1
15	až	advmod	2
15	až	cc	2
15	být	cop	1
15	další	amod	1
15	do	case	1
15	libra	nmod	1
15	miliarda	nmod	1
15	mm`milimetr	nmod	1
15	málo	advmod	1
15	na	case	2
15	například	advmod	1
15	o	case	1
15	od	case	1
15	platit	conj	1
15	pouze	advmod	1
15	provize	nsubj	1
15	čekající	amod	1
15	ženský	amod	1
15.0	%	nmod	1
15.0	12.0	conj	1
15.00	v	case	1
15.75	%	nmod	1
15.75	až	cc	1
150	06	compound	3
150	160	conj	1
150	180	conj	1
150	21	compound	1
150	asi	advmod	1
150	budoucnost	nsubj	1
150	být	cop	1
150	ha`hektar	nmod	1
150	tak	advmod	1
150	ten	discourse	1
150	tj	cc	1
150	že	mark	1
1500	Kč	nmod	1
1500	až	advmod	1
1500	m`metr	nmod	1
1500	na	case	1
1500	současný	amod	1
1500	za	case	1
15000	ten	det	1
152	km`kilometr	nmod	1
158	01	compound	1
158	x	cc	1
15892	26487	conj	1
15892	akcie	nmod	1
159	cm`centimetr	nmod	1
16	0	compound	1
16	0	conj	1
16	16	conj	1
16	19	conj	1
16	76	compound	1
16	77	compound	1
16	hodina	nmod	1
16	hodně	conj	1
16	již	advmod	1
16	maximálně	advmod	1
16	málo	advmod	1
16	než	mark	2
16	okolo	case	1
16	v	case	1
16.00	do	case	1
16.12	1993	compound	1
16.30	9	orphan	1
16.30	Sergej	orphan	1
16.30	koncert	orphan	1
16.30	v	case	2
16.40	Kč	nmod	1
16.40	být	cop	1
16.40	cena	nsubj	1
16.40	letos	conj	1
16.40	tedy	advmod	1
16.6	%	nmod	1
160	00	compound	2
160	68	compound	1
160	Kč	nmod	1
160	asi	advmod	1
160	až	cc	1
160	cm`centimetr	nmod	1
160	na	case	1
16000	asi	advmod	1
162.60	Kč	nmod	1
162.60	být	cop	1
162.60	cena	nsubj	1
162.60	rok	obl	1
165	02	compound	1
165	1993	compound	1
17	%	nmod	1
17	17	compound	1
17	18	conj	2
17	20	conj	2
17	33	conj	1
17	8	conj	1
17	Kč	nmod	1
17	další	amod	1
17	hodina	nmod	1
17	od	case	1
17.1	miliarda	appos	1
17.30	hodina	nmod	1
17.30	v	case	2
170	00	compound	1
170	cm`centimetr	nmod	1
1700	2800	compound	1
1700	Kč	nmod	1
1700	plný	amod	1
1700	přes	case	1
1700	původní	amod	1
171	02	compound	1
172	174	conj	1
172	1991	compound	2
174	až	cc	1
1740	měsíčně	advmod	1
175	cm`centimetr	nmod	1
178	na	case	1
179	180	conj	1
179	ohrožení	dep	1
179	podle	case	1
18	%	nmod	2
18	1993	compound	1
18	20	compound	1
18	29	conj	1
18	na	case	1
18	nynější	amod	1
18	o	case	1
18	z	case	1
18.00	a	cc	1
18.00	v	case	1
180	73	compound	1
180	Kč	nmod	1
180	až	advmod	1
180	nebo	cc	1
180	ohrožení	dep	1
180	x	cc	1
1800	o	case	1
1800	téměř	advmod	1
18000	24000	conj	1
182	x	cc	1
1848	pouze	advmod	1
185	x	cc	1
1876	1914	compound	1
1895	2	orphan	1
19	%	nmod	1
19	1994	compound	1
19	22	conj	2
19	3	conj	1
19	53	compound	1
19	54	compound	1
19	a	cc	1
19	až	cc	1
19	od	case	1
19.00	15	conj	1
19.00	od	case	1
19.00	v	case	2
19.00	vstupné	conj	1
19.30	v	case	4
1913	1989	conj	1
1919	1941	conj	1
1927	28	conj	1
1929	vystudovat	parataxis	1
1935	vystudovat	parataxis	1
1938	1940	conj	1
1938	1968	conj	1
1939	1945	conj	1
19397	12125	compound	1
194	1988	compound	1
194	Sb	nmod	1
1940	69	conj	1
1941	42	conj	1
1941	vystudovat	parataxis	1
1943	1945	conj	1
1943	vystudovat	parataxis	1
1945	3	orphan	1
1945	až	cc	1
1953	1958	conj	1
1955	vystudovat	parataxis	1
196	cm`centimetr	nmod	1
1968	nebo	cc	1
1969	1970	conj	1
1969	1990	conj	1
1969	70	conj	1
197	1957	compound	1
1970	1995	conj	1
1970	změna	orphan	1
1970	či	cc	1
1976	78	conj	1
1976	studium	orphan	1
1978	79	conj	1
1979	1983	conj	1
1979	80	conj	1
1983	a	cc	1
1984	86	conj	1
1988	1989	conj	1
1988	1993	conj	1
1989	1990	conj	1
1989	1991	conj	2
1989	1993	conj	2
1989	Jugoslávie	conj	1
1989	až	cc	1
1989	ČSFR	conj	1
1989	Španělsko	conj	1
199	km`kilometr	nmod	1
1990	1989	compound	1
1990	1992	conj	1
1990	Economic	amod	1
1990	Europe	nmod	1
1990	Nations	conj	1
1990	Survey	nmod	1
1990	in	nmod	1
1990	of	nmod	1
1991	1992	conj	3
1991	1992	dep	1
1991	1993	conj	1
1991	1993	dep	1
1991	a	cc	1
1992	1993	conj	4
1992	93	conj	1
1992	Sb	nmod	2
1992	a	cc	2
1992	až	cc	1
1993	1995	conj	1
1993	94	conj	2
1994	1995	conj	4
1996	97	conj	1
2	%	nmod	2
2	+	cc	2
2	0	conj	3
2	1	compound	1
2	1	conj	2
2	10	compound	1
2	10	orphan	1
2	12	conj	1
2	14	compound	2
2	15	compound	1
2	17	compound	2
2	19	compound	2
2	1990	compound	1
2	1993	compound	1
2	1994	compound	13
2	2	conj	6
2	2.5	conj	1
2	20	compound	3
2	20	conj	1
2	21	compound	1
2	2120	compound	1
2	22	compound	4
2	23	compound	2
2	24	compound	5
2	27	compound	1
2	28	compound	2
2	3	conj	11
2	3	orphan	1
2	300	conj	1
2	4	compound	1
2	4	conj	2
2	4	orphan	1
2	5	compound	1
2	5	conj	1
2	5	orphan	1
2	6	conj	1
2	6	orphan	1
2	7	orphan	1
2	8	orphan	1
2	9	orphan	1
2	Kč	nmod	1
2	Olomouc	orphan	1
2	Pardubice	orphan	1
2	Praga	orphan	1
2	Slavia	orphan	1
2	Smíchov	orphan	1
2	Sparta	orphan	1
2	Vyškov	orphan	1
2	Woche	dep	1
2	Zlín	orphan	1
2	letý	conj	1
2	lze	dep	1
2	mm`milimetr	nmod	1
2	na	case	1
2	právo	dep	1
2	ulevit	parataxis	1
2	x	nmod	2
2	Říčany	orphan	1
2.1	%	nmod	1
2.2	%	nmod	1
2.25	%	nmod	1
2.25	asi	cc	1
2.5	asi	advmod	1
2.5	další	amod	1
2.5	kg`kilogram	nmod	1
2.5	tisíc	nmod	1
2.6	pouze	advmod	1
2.8	přibližně	advmod	1
2.9	červencový	amod	1
20	%	nmod	8
20	05	compound	1
20	22	conj	1
20	23	conj	1
20	30	conj	5
20	50	conj	1
20	80	conj	1
20	80	orphan	1
20	asi	advmod	3
20	až	advmod	1
20	až	cc	2
20	celkový	amod	1
20	další	amod	1
20	další	dep	1
20	hodina	nmod	1
20	km`kilometr	nmod	1
20	málo	advmod	1
20	na	case	1
20	než	mark	1
20	o	case	2
20	splátka	xcomp	1
20	volba	orphan	2
20	x	cc	1
20.1	1994	compound	1
20.1	k	case	1
20.5	asi	advmod	1
20.5	počet	nmod	1
20.55	v	case	1
200	až	cc	1
200	celkem	advmod	1
200	kg`kilogram	nmod	1
200	km`kilometr	nmod	1
200	m`metr	nmod	2
200	na	case	2
200	než	mark	1
200	respektive	cc	1
200	zhruba	advmod	1
2000	3000	conj	1
2000	Kč	nmod	3
2000	mírně	advmod	1
2000	pod	case	1
2000	poplatek	obj	1
2000	postgraduant	conj	1
2000	přes	case	1
2000	vysokoškolák	conj	1
20000	než	mark	1
20000	z	case	1
200000	Kčs	nmod	1
200000	asi	advmod	1
200000	celkem	advmod	1
2000000	Kč	nmod	1
201	cíl	conj	1
201	km`kilometr	nmod	1
204	82	compound	1
20400	21600	conj	1
20400	částka	xcomp	1
206	l	nmod	1
207	78	compound	2
21	12	compound	1
21	17	compound	1
21	21	compound	1
21	97	compound	1
21	Kč	nmod	1
21	km`kilometr	nmod	1
21.70	Kč	nmod	1
21.70	o	case	1
21.8	HUF	nmod	1
210	zhruba	advmod	1
2120	Kč	nmod	1
2120	celkem	advmod	1
2120	tj	cc	1
213	1993	compound	1
2142	hodina	conj	1
2142	nikoliv	advmod	1
2142	uvedený	amod	1
21453	USD	nmod	1
21500	Kč	nmod	1
21600	nebo	cc	1
22	%	nmod	2
22	10	compound	1
22	110	conj	1
22	24	conj	1
22	78	compound	1
220	Kč	nmod	1
220	MW`megawatt	nmod	1
220	asi	advmod	1
220	do	case	1
220	hodina	nmod	1
220	málo	advmod	1
222	00	compound	1
222	13	compound	1
225	tisíc	compound	1
228	88	compound	1
229	Kč	nmod	1
229	být	cop	1
229	cena	nsubj	1
229422	Kč	nmod	1
23	%	nmod	1
23	13	compound	1
23	24	conj	1
23	25	conj	1
23	27	conj	1
23	34	conj	1
23	35	compound	1
23.00	od	case	1
23.5	zhruba	advmod	1
230	250	conj	1
230	x	cc	1
2300	od	case	1
23000	Ft	nmod	1
23000	kolem	case	1
231	0106	compound	1
231	231	conj	1
231	4361	compound	2
231	46	compound	1
231	59	compound	1
231	6267	compound	4
231	6272	compound	2
231	7789	compound	1
231	78	compound	2
231	88	compound	1
232	232	conj	4
232	37	compound	1
232	4634	compound	2
232	67	compound	1
232	9108	compound	2
232	9318	compound	2
232	9369	compound	3
232	9438	compound	1
232	9448	compound	1
232	96	compound	1
235	8422	compound	1
236	33	compound	1
237	50	compound	1
237	80	compound	1
24	%	nmod	2
24	19	compound	2
24	22	compound	2
24	24	conj	1
24	25	conj	2
24	26	conj	1
24	27	conj	1
24	28	conj	1
24	91	compound	2
24	až	cc	1
24	celkem	advmod	1
24	o	case	1
240	65	compound	1
2400	Kč	nmod	1
2400	ještě	advmod	1
24000	36000	conj	1
24000	Kč	nmod	1
24000	až	cc	1
24035	021	compound	1
241183	12	compound	1
242	27	compound	2
242	27845	compound	4
242	845	compound	1
2422	3256	compound	1
242236	45	compound	1
242264	47	compound	1
242267	20	compound	1
242267	242264	conj	1
242282	43	compound	1
2431	1498	compound	1
2431	1555	compound	1
243113	243113	conj	1
243113	26	compound	1
243113	52	compound	1
245	47	compound	2
2451	01	compound	1
2451	18	compound	1
248	03	compound	1
248103	31	compound	3
249	26	compound	2
24900	Kč	nmod	1
25	%	nmod	3
25	28	conj	1
25	29	conj	1
25	30	conj	2
25	40	conj	1
25	Kč	nmod	1
25	USD	nmod	1
25	asi	advmod	2
25	další	amod	1
25	ha`hektar	nmod	2
25	kolem	case	1
25	miliarda	nmod	1
25	milión	obl	1
25	málo	advmod	2
25	na	case	1
25	nad	case	1
25	o	case	2
25	od	case	1
25	pouze	advmod	1
25	tisíc	compound	1
25	z	case	1
250	88	compound	3
250	až	cc	1
250	ccm	nmod	1
250	další	amod	1
250	do	case	1
250	již	advmod	1
2500	SEK	nmod	1
2500	asi	advmod	2
2500	do	case	1
25000	asi	advmod	1
25000	na	case	1
25000	pouhý	amod	1
250000	asi	advmod	1
250000	zhruba	advmod	1
2549	2351	conj	1
2549	416	conj	1
2549	512661	conj	1
256	jenž	nmod	1
256	x	nmod	1
256496	253858	conj	1
256496	256552	conj	1
256496	256774	conj	1
257	42	compound	1
25700	Ft	nmod	1
25700	být	cop	1
25700	průmysl	obl	1
25700	ten	nsubj	1
26	%	nmod	3
26	14.00	compound	1
26	27	compound	1
26	29	conj	1
26	9	compound	2
26	memoriál	dep	1
26	na	case	1
26	pouze	advmod	1
26	uplynulý	amod	1
261	1790	compound	1
261	264972	conj	1
26260	Ft	nmod	1
263	6000	compound	1
263	6098	compound	1
263	92	compound	1
26487	až	cc	1
265	95	compound	1
26511	26544	conj	1
2655	být	cop	1
2655	dohoda	obl	1
2655	délka	nsubj	1
2655	km`kilometr	nmod	1
26568	Kč	nmod	1
27	%	nmod	1
27	16	compound	1
27	27	conj	4
27	30	conj	2
27	34	conj	1
27	54	compound	1
27	644	conj	1
27	83	compound	1
27	85	compound	2
27	86	compound	1
27	emitovaný	amod	1
270	milión	nmod	1
270	rekordní	amod	1
273	03	compound	1
274	Kč	nmod	1
274	na	case	1
275789	275347	conj	1
275789	276878	conj	1
276	01	compound	1
277	180	conj	1
277	51	compound	1
277	57	conj	1
28	9	compound	1
28	do	case	1
280	350	conj	1
2800	z	case	1
283	182	conj	1
283	98	conj	1
29	9	compound	1
29	a	cc	1
29	do	case	1
29.4	minuta	nmod	1
2900	tamní	amod	1
29000	Kč	nmod	1
291261	290001	conj	1
294022	294042	conj	1
2950	páteční	amod	1
2950	z	case	1
297	65	compound	1
3	%	nmod	2
3	0	conj	2
3	1	compound	11
3	1	conj	4
3	10	compound	3
3	12	compound	1
3	15	compound	1
3	17	compound	1
3	1994	compound	10
3	1995	compound	1
3	1996	compound	1
3	1998	compound	2
3	2	compound	2
3	2	conj	1
3	20	compound	1
3	21	compound	2
3	22	compound	1
3	23	conj	1
3	25	compound	1
3	28	compound	1
3	29	compound	3
3	3	compound	1
3	3	conj	7
3	4	conj	6
3	5	conj	2
3	6	compound	1
3	6	conj	5
3	7	compound	2
3	7	conj	4
3	8	compound	2
3	8	conj	1
3	94	compound	1
3	a	cc	4
3	asi	advmod	1
3	až	cc	1
3	být	cop	1
3	k	case	3
3	málo	advmod	1
3	na	case	2
3	o	case	1
3	od	case	1
3	odpis	appos	1
3	počínat	case	1
3	revizionista	parataxis	1
3	rozhodnout	conj	1
3	set	nmod	1
3	stav	nsubj	1
3	tedy	cc	1
3	už	advmod	1
3	z	case	1
3	zhruba	advmod	1
3.5	%	nmod	1
3.5	asi	advmod	1
3.5	i	cc	1
3.5	z	case	1
3.5	zhruba	advmod	1
3.65	kg`kilogram	nmod	1
3.68	Kč	nmod	1
3.9	%	nmod	1
30	%	nmod	11
30	100	conj	1
30	120	conj	1
30	1968	compound	1
30	1993	compound	1
30	40	conj	2
30	45	conj	1
30	50	compound	1
30	50	conj	2
30	60	conj	1
