Dep_Lemma	Head_Lemma	Count
2003	कर	1
2003	हो	1
2004	कर	2
2004	चुनाव	1
2005	मान	1
2006	रख	1
2006	रह	1
2007	कर	1
2009	पहुँचा	1
21	जून	1
21	लोग	1
22	मीटर	1
22	रुपया	1
220	किमी	1
223	किमी	1
225	रुपया	1
230	करोड	1
24	घंटा	1
24	महीना	1
25	करोड	1
25	किलोमीटर	1
25	जून	2
25	वर्ष	1
250	रुपया	1
25ए	नगर	1
26	दिसंबर	1
27	2004	1
27	ए	1
27	जनवरी	1
28	जुलाई	1
28	पंजाब	1
28	साल	1
28	स्थित	1
280	कार्टन	1
280	सिगरेट	1
288	सीट	1
3	करोड	1
3	किलोमीटर	1
3	दिन	2
3	फीसदी	1
3	बजे	1
30	इस्लाम	1
30	जिप्सी	1
30	जून	1
30	मीटर	1
30	सितंबर	1
300	करोड	1
300	रुपया	1
300	साल	1
3000	वर्ष	1
304ए	कर	1
31	2006	1
31	क्षेत्र	1
31	पुलिस	1
321	मीटर	1
337	304ए	1
35	कि.मी.	1
35	किलोमीटर	1
36	पुल	1
367	मौत	1
37	फीसदी	1
38	जिला	1
380	458	1
39	विधानसभा	1
392	वर्गमीटर	1
4	जुलाई	1
4	बज	1
4.3	फीसदी	1
40	55	1
40	करोड	1
40	गोल्फ	1
40	फीसदी	1
400	नक्सली	1
4000	ज्यादा	1
401	मीटर	1
407	तलाश	1
407	लगा	1
407	ले	1
41	हजार	1
420	मीटर	1
440	डॉलर	1
445	हैक्टेयर	1
45	50	1
45	करोड	1
45	फीसदी	1
458	कर	1
46	किमी	2
4657	लोग	1
483	पूर्व	1
49	पद	1
5	बजे	2
5	लाख	2
50	करोड	1
50	फीसदी	3
50	फुट	1
50	लाख	1
500	अधिक	1
500	ज्यादा	1
5000	रुपया	1
5000	रूपया	1
5000	वर्ष	1
52	किलोमीटर	1
55	60	1
55	फीसदी	2
55	लाख	2
5500	संस्थान	1
55000	गाँव	1
58	60	1
59	बदर	1
5914	लोग	1
5वाँ	शताब्दी	1
6	7.4	1
6	940	1
6	फुट	1
6	बजे	1
6	हजार	4
6.30	खुल	1
60	65	1
60	फीसदी	3
60	लाख	1
60	हजार	1
600	प्रजाति	1
6034	निकल	1
64	हजार	1
65	फीसदी	2
66	पद	2
66	फुट	1
67	अटवाल	1
7	11	1
7	8	1
7	अप्रैल	1
7	फीसदी	1
7.0	फीसदी	1
7.30	बजे	1
7.4	फीसदी	1
70	किलोमीटर	1
70	जैश	1
70000	100000	1
71	नेता	1
75	अधिक	1
75	फीसदी	1
75	मिनिट	1
75	रुपया	1
75	लोग	1
8	8.5	1
8	किलोमीटर	1
8	फीसदी	1
8	फुट	1
8	बजे	1
8.5	फीसदी	1
80	फीसदी	1
80	सेल्सियस	1
8000	ज्यादा	1
8000	प्रजाति	1
9	ग्रह	1
9	द्वार	1
9	बजे	1
920	कर	1
930	कर	1
940	मीटर	1
9571	लोग	1
99	किमी.	2
99	बुर्ज	1
994	कर	1
अँधेरा	आ	1
अँधेरा	छा	1
अँधेरा	हिस्सा	1
अँधेरा	हो	1
अंक	अंक	1
अंक	आ	1
अंक	कर	3
अंक	कॉल	1
अंक	गिर	1
अंक	चढ	1
अंक	दे	1
अंक	बढ	1
अंक	रह	1
अंक	लुढक	1
अंक	हो	2
अंकल	बचा	1
अंकित	कर	2
अंकिता	पराशर	1
अंकुर	जा	1
अंकुर	निकाल	1
अंकुश	लग	1
अंकुश	लगा	5
अंग	कर	6
अंग	कानून	1
अंग	गिर	1
अंग	जरूरतमंद	1
अंग	जवान	1
अंग	तस्करी	2
अंग	दान	1
अंग	निकाल	1
अंग	प्रत्यारोपण	2
अंग	बिखर	1
अंग	भाग	1
अंग	रखा	1
अंग	लहरा	1
अंग	ला	1
अंग	सराबोर	1
अंगारकाटा	उतार	1
अंग्रेज	कब्र	1
अंग्रेज	कब्रगाह	1
अंग्रेज	कुचल	1
अंग्रेज	चटा	1
अंग्रेज	पूर्व	1
अंग्रेज	बोल	1
अंग्रेज	साथ	1
अंग्रेज	हटा	1
अंग्रेजी	अखबार	1
अंग्रेजी	आउटलुक	1
अंग्रेजी	कवि	1
अंग्रेजी	दैनिक	1
अंग्रेजी	दो	1
अंग्रेजी	हिंदी	1
अंजलि	कह	1
अंजलि	गुप्ता	2
अंजलि	रिहाई	1
अंजलि	हो	1
अंजान	कह	1
अंजाम	दे	22
अंजाम	पहुँच	1
अंजाम	पहुंचा	1
अंजू	टिक्कू	1
अंडमान	आ	1
अंडमान	जा	1
अंडमान	झटका	2
अंडमान	तट	1
अंडमान	निकोबार	8
अंडमान	प्रशासन	1
अंडमान	बढ़	1
अंडमान	समूह	4
अंडमान	सोसाइटी	1
अंडमानी	आदिवासी	1
अंडमानी	उदाहरण	1
अंडमानी	खा	1
अंडमानी	जनजाति	1
अंडमानी	डाल	1
अंडमानी	भांप	1
अंडमानी	राजा	2
अंडमानी	समूह	1
अंडमानीज	आदिवासी	1
अंडरगारमेंट	कर	1
अंडरगारमेंट	पहन	1
अंडरग्रेजुएट	सदस्य	1
अंडरवर्ल्ड	इब्राहिम	1
अंडरवर्ल्ड	कर	1
अंडरवर्ल्ड	डॉन	1
अंडरवर्ल्ड	ताल्लुकात	1
अंडरवर्ल्ड	रिश्ता	1
अंडरवर्ल्ड	सदस्य	1
अंडरवर्ल्र्ड	डॉन	1
अंडरवर्ल्र्ड	सलेम	1
अंडरवल्र्रर्ड	डॉन	1
अंडा	जड़	1
अंत	उबर	1
अंत	कर	4
अंत	कह	2
अंत	दे	1
अंत	पहुंच	1
अंत	सौंप	1
अंत	हो	2
अंतः	विमर्श	1
अंतःवस्त्र	बना	1
अंततः	कर	2
अंततः	ला	1
अंततः	सब	1
अंततः	सुन	1
अंततः	हो	1
अंतर	अंतः	1
अंतर	कर	1
अंतर	कलह	1
अंतर	पाट	1
अंतर	बढ	1
अंतर	भांप	1
अंतर	मान	1
अंतर	राज्य	1
अंतर	विरोध	1
अंतर	संस्थागत	1
अंतर	हरा	2
अंतर	हो	1
अंतरंग	ऑडिटोरियम	1
अंतरराष्ट्रीय	उड़ान	1
अंतरराष्ट्रीय	एजेंसी	1
अंतरराष्ट्रीय	पहचान	1
अंतरराष्ट्रीय	बाजार	1
अंतरराष्ट्रीय	राष्ट्रीय	1
अंतरराष्ट्रीय	समारोह	1
अंतरराष्ट्रीय	सहयोग	1
अंतराल	दे	1
अंतरिक्ष	अभियान	1
अंतरिक्ष	एजेंसी	2
अंतरिक्ष	कर	1
अंतरिक्ष	कार्यक्रम	1
अंतरिक्ष	गुत्थी	1
अंतरिक्ष	पा	1
अंतरिक्ष	बना	1
अंतरिक्ष	यात्री	7
अंतरिक्ष	यान	6
अंतरिक्ष	रह	2
अंतरिक्ष	संगठन	1
अंतरिक्ष	सैर	1
अंतरिक्ष	स्टेशन	1
अंतरिक्षयात्री	परिजन	1
अंतरिक्षयात्री	सुरक्षा	1
अंतरिक्षीय	नमूना	1
अंतरिम	आदेश	5
अंतरिम	उपाय	1
अंतरिम	राहत	1
अंतरिम	रिपोर्ट	5
अंतरिम	सरकार	4
अंतर्गत	कार्यक्रम	2
अंतर्गत	जी	2
अंतर्गत	लोग	1
अंतर्राज्यीय	टर्मिनल	1
अंतर्राष्ट्रीय	अड्डा	5
अंतर्राष्ट्रीय	आतंकवाद	1
अंतर्राष्ट्रीय	ऋण	1
अंतर्राष्ट्रीय	एजेंडा	1
अंतर्राष्ट्रीय	एजेंसी	2
अंतर्राष्ट्रीय	कमजोर	1
अंतर्राष्ट्रीय	कार्यक्रम	1
अंतर्राष्ट्रीय	कीमत	2
अंतर्राष्ट्रीय	क्षेत्रीय	1
अंतर्राष्ट्रीय	गारंटी	1
अंतर्राष्ट्रीय	घटनाक्रम	1
अंतर्राष्ट्रीय	घरेलू	1
अंतर्राष्ट्रीय	दिवस	1
अंतर्राष्ट्रीय	द्विपक्षीय	2
अंतर्राष्ट्रीय	बाजार	6
अंतर्राष्ट्रीय	बार्डर	1
अंतर्राष्ट्रीय	मंच	2
अंतर्राष्ट्रीय	मदद	1
अंतर्राष्ट्रीय	मसला	1
अंतर्राष्ट्रीय	महासचिव	1
अंतर्राष्ट्रीय	महोत्सव	2
अंतर्राष्ट्रीय	मामला	1
अंतर्राष्ट्रीय	मुहिम	1
अंतर्राष्ट्रीय	राज्य	1
अंतर्राष्ट्रीय	रुचि	1
अंतर्राष्ट्रीय	विचार	1
अंतर्राष्ट्रीय	विवाद	1
अंतर्राष्ट्रीय	विशेष	2
अंतर्राष्ट्रीय	व्यवहार	1
अंतर्राष्ट्रीय	संगठन	2
अंतर्राष्ट्रीय	संस्करण	1
अंतर्राष्ट्रीय	संस्था	1
अंतर्राष्ट्रीय	संस्थान	1
अंतर्राष्ट्रीय	सचिव	1
अंतर्राष्ट्रीय	समर्थन	1
अंतर्राष्ट्रीय	समाज	1
अंतर्राष्ट्रीय	समारोह	1
अंतर्राष्ट्रीय	समुदाय	4
अंतर्राष्ट्रीय	सम्मेलन	1
अंतर्राष्ट्रीय	सशक्त	1
अंतर्राष्ट्रीय	स्टेशन	1
अंतर्राष्ट्रीय	स्तर	8
अंतर्राष्ट्रीय	हस्ती	1
अंतर्राष्ट्रीय	हो	1
अंतर्राष्ट्रीयकरण	कर	1
अंतर्विरोध	कर	1
अंतिम	आंतरिक	1
अंतिम	किमी	1
अंतिम	कोशिश	1
अंतिम	चरण	1
अंतिम	चार	1
अंतिम	चौथा	1
अंतिम	छोर	1
अंतिम	तौर	1
अंतिम	दर्शन	4
अंतिम	दिन	4
अंतिम	पडाव	1
अंतिम	परिणाम	1
अंतिम	प्रतिभागी	1
अंतिम	बयान	1
अंतिम	बादशाह	2
अंतिम	बार	1
अंतिम	मुहर	1
अंतिम	यात्रा	1
अंतिम	रिपोर्ट	1
अंतिम	रूप	12
अंतिम	वक्त	1
अंतिम	वर्ष	2
अंतिम	विकेट	1
अंतिम	विदाई	2
अंतिम	विश्राम	1
अंतिम	संस्कार	15
अंतिम	सप्ताह	2
अंतिम	समय	2
अंतिम	सलामी	1
अंतिम	साँस	1
अंतिम	साल	1
अंतिम	सीमा	1
अंतिम	स्थल	1
अंत्येष्टि	कर	1
अंत्येष्टि	था	1
अंत्येष्टि	स्थल	1
अंत्येष्टि	हो	1
अंदर	अपना	1
अंदर	उतर	1
अंदर	कलाकार	1
अंदर	किमी	1
अंदर	किला	1
अंदर	गज	1
अंदर	चल	1
अंदर	जमीन	1
अंदर	जा	3
अंदर	जेल	1
अंदर	झोपड़ी	2
अंदर	तैनात	1
अंदर	दिन	2
अंदर	पार्टी	1
अंदर	पोला	1
अंदर	बना	1
अंदर	बाँधवगढ़	1
अंदर	बिल्डिंग	1
अंदर	मठ	2
अंदर	माह	1
अंदर	मीटर	1
अंदर	यह	1
अंदर	ले	1
अंदर	सपा	1
अंदर	सब	1
अंदर	समुद्र	1
अंदर	सरकार	3
अंदर	साल	3
अंदर	सीमा	1
अंदर	स्क्रीन	1
अंदर	होटल	1
अंदरूनी	कलह	1
अंदरूनी	दीवार	1
अंदरूनी	भाग	1
अंदरूनी	मामला	1
अंदरूनी	राजनीति	1
अंदलीब	आवास	1
अंदलीब	कर	2
अंदाज	कर	3
अंदाज	कह	2
अंदाज	देख	1
अंदाजा	लगा	3
अंदेशा	पकड	1
अंदेशा	हो	2
अंधड	हो	1
अंधाधुंध	इस्तेमाल	2
अंधाधुंध	कर	1
अंधाधुंध	फायरिंग	1
अंबानी	अंबानी	1
अंबानी	एनर्जी	1
अंबानी	कंपनी	1
अंबानी	कर	2
अंबानी	कह	1
अंबानी	चल	1
अंबानी	दे	1
अंबानी	नियंत्रण	1
अंबानी	पत्नी	1
अंबानी	परिवार	2
अंबानी	बंधु	4
अंबानी	मिल	1
अंबानी	लगा	1
अंबाला	इलाहाबाद	1
अंबाला	करनाल	1
अंबाला	जा	2
अंबाला	निकल	1
अंबाला	मैनेजर	1
अंबाला	शहर	1
अंबिका	सो	1
अंबिका	सोनी	2
अंबुमणि	रामदास	1
अंबूवकी	अमीती	1
अंबेडकर	यूनिवर्सिटी	1
अंर्तगत	जिला	1
अंश	जा	1
अंश	बता	2
अंश	रह	1
अंश	सुन	1
अंश	हटा	2
अंश	हो	1
अंसारी	इलियासी	1
अंसारी	कर	1
अंसारी	कह	2
अंसारी	नेतृत्व	1
अंसारी	मिल	1
अंसारी	मुसलमीन	1
अकबर	कर	1
अकबर	कालीन	1
अकबर	खान	1
अकबर	पत्नी	1
अकबर	बना	1
अकसर	कर	1
अकसर	हो	1
अकाउंटेंट	फर्म	1
अकादमिक	प्रदान	1
अकादमी	कर	1
अकादमी	जूरी	1
अकादमी	पुरस्कार	3
अकादमी	वर्ष	1
अकादमी	सचिव	1
अकादमी	सुविधा	1
अकारण	आ	1
अकाल	साहिब	4
अकाली	खेमा	1
अकाली	दल	10
अकाली	नेता	2
अकाली	बादल	1
अकी	नरुला	4
अकूत	संपदा	2
अकेला	आ	1
अकेला	कच्छाल	1
अकेला	काम	1
अकेला	कालेज	1
अकेला	खिलाडी	1
अकेला	चुनाव	1
अकेला	जा	1
अकेला	तब	1
अकेला	नायक	1
अकेला	प्रशासक	1
अकेला	यहाँ	1
अकेला	शख्स	1
अकेला	सरकार	1
अक्कादेवी	बचा	1
अक्टूबर	आ	1
अक्टूबर	कर	4
अक्टूबर	नवंबर	1
अक्टूबर	मार्च	1
अक्टूबर	रह	1
अक्टूबर	१९२०	1
अक्टूबर	८४	1
अक्तूबर	आ	2
अक्तूबर	कर	4
अक्तूबर	कह	1
अक्तूबर	चल	1
अक्तूबर	जा	1
अक्तूबर	टाल	1
अक्तूबर	दिन	1
अक्तूबर	दे	2
अक्तूबर	नवंबर	1
अक्तूबर	पहुंच	1
अक्तूबर	महीना	1
अक्तूबर	सौंप	2
अक्तूबर	हफ्ता	1
अक्तूबर	हो	11
अक्तूबर	२००१	1
अक्तूबर	२००४	1
अक्षमता	ठहरा	1
अक्षमता	मान	1
अक्षय	तृतीया	2
अक्षरशः	कर	1
अक्सर	आ	1
अक्सर	उड़	1
अक्सर	कर	1
अक्सर	दिख	1
अक्सर	दिखा	1
अक्सर	रह	1
अखंड	भारत	1
अखंडता	एकता	1
अखंडता	दे	1
अखंडता	बना	1
अखंडता	राष्ट्रीय	1
अखनूर	बसोली	1
अखनूर	सेक्टर	1
अखबार	उगल	1
अखबार	एक्सेलसियर	1
अखबार	कर	6
अखबार	कह	1
अखबार	चल	1
अखबार	जुड	1
अखबार	नेशन	1
अखबार	पकड	1
अखबार	प्रकाशित	1
अखबार	बन	1
अखबार	रिपोर्ट	1
अखबार	लहरा	1
अखबार	लिख	1
अखबार	ले	1
अखबार	शीर्षक	1
अखबार	हो	3
अखाडा	कद्दार	1
अखिल	कांग्रेस	2
अखिल	परीक्षा	1
अखिल	भारतीय	1
अखिल	मंडल	1
अखिल	संगठन	1
अखिलेश	बचाव	1
अखिलेश	सिंह	2
अख्तर	कर	4
अख्तर	खान	3
अख्तर	निर्देशित	1
अख्तर	हुसैन	2
अख्तियार	कर	2
अख्नूर	राजमार्ग	1
अगप	अध्यक्ष	1
अगप	किस्मत	1
अगप	परिषद	2
अगर	आ	1
अगर	ओरिजनल	1
अगर	कर	13
अगर	कह	4
अगर	खोल	2
अगर	चल	1
अगर	चाह	1
अगर	छू	1
अगर	छूट	1
अगर	छोड़	1
अगर	जा	1
अगर	जीत	1
अगर	था	1
अगर	दिखा	1
अगर	दे	5
अगर	दोहरा	1
अगर	दौड़ा	1
अगर	फर्टीलाईज़र	1
अगर	बढ	1
अगर	बता	1
अगर	बन	2
अगर	बना	2
अगर	भेज	3
अगर	मिल	2
अगर	रह	3
अगर	रोक	1
अगर	लग	2
अगर	लड	1
अगर	ला	1
अगर	ले	1
अगर	सच	1
अगर	समस्या	1
अगर	हटा	1
अगर	है	2
अगर	हो	18
अगरकर	कर	1
अगरकर	दे	1
अगरकर	पा	1
अगरबत्ती	जला	1
अगल	बगल	1
अगला	कदम	2
अगला	कप	1
अगला	कैबिनेट	1
अगला	घंटा	7
अगला	चुनाव	4
अगला	दशक	1
अगला	दिन	15
अगला	दौरा	1
अगला	निदेशक	1
अगला	पखवाड़ा	1
अगला	बैठक	1
अगला	महीना	9
अगला	माह	2
अगला	लक्ष्य	1
अगला	वर्ष	5
अगला	सदी	1
अगला	सप्ताह	7
अगला	सरकार	1
अगला	साल	17
अगला	सुनवाई	3
अगला	हफ्ता	6
अगवा	कर	1
अगवानी	मौजूद	1
अगस्त	अंत	1
अगस्त	आखिर	1
अगस्त	आशय	1
अगस्त	कर	2
अगस्त	कह	1
अगस्त	जा	1
अगस्त	बता	1
अगस्त	मौसम	1
अगस्त	सप्ताह	1
अगस्त	सितंबर	1
अगस्त	हट	1
अगस्त	हो	5
अगस्त	१९१९	1
अगस्त	१९४७	1
अगस्त	१९६७	1
अगस्त	१९९०	1
अगस्त	१९९४	1
अगस्त	१९९९	3
अगस्त	२००५	1
अगुआई	अपना	1
अगुआई	कर	2
अगुआई	गठबंधन	2
अगुआई	जुटा	1
अगुल	दे	1
अगुवाई	कर	2
अगुवाई	जज	1
अगुवाई	पहुंच	1
अगुवाई	राजद	1
अगुवाई	सुना	1
अग्नि	कर	1
अग्नि	क्षमता	1
अग्नि	परियोजना	1
अग्नि	परीक्षण	1
अग्नि	परीक्षा	1
अग्नि	मिसाइल	2
अग्नि	स्वरूप	1
अग्निशमन	कर्मचारी	1
अग्रणी	मशीन	1
अग्रवाल	कर	1
अग्रवाल	कह	1
अग्रवाल	नेतृत्व	1
अग्रवाल	पाल	1
अग्रवाल	मान	1
अग्रवाल	लगा	1
अग्रवाल	शामिल	1
अग्रवाल	सब्बरवाल	1
अग्रिम	जमानत	4
अग्रिम	भुगतान	1
अचंभित	कर	1
अचल	संपत्ति	2
अचानक	आ	4
अचानक	उठ	1
अचानक	कर	4
अचानक	टूट	2
अचानक	निकल	1
अचानक	फैल	1
अचानक	बज	1
अचानक	भड़क	1
अचानक	संभाल	1
अचानक	हो	5
अचेत	अवस्था	1
अच्छा	अच्छा	1
अच्छा	अभिनेता	1
अच्छा	आ	1
अच्छा	कदम	2
अच्छा	करार	1
अच्छा	कह	1
अच्छा	काम	1
अच्छा	खबर	1
अच्छा	खासा	1
अच्छा	चीज	1
अच्छा	छुट्टी	1
अच्छा	जंक्शन	1
अच्छा	जगह	1
अच्छा	जानकारी	2
अच्छा	तरह	5
अच्छा	तालमेल	2
अच्छा	तैयारी	1
अच्छा	नंबर	1
अच्छा	निकल	1
अच्छा	पटरी	1
अच्छा	परंपरा	1
अच्छा	परिणाम	1
अच्छा	प्रतिक्रिया	1
अच्छा	प्रदर्शन	4
अच्छा	प्रयास	1
अच्छा	प्रशासक	1
अच्छा	प्रशासन	1
अच्छा	फसल	2
अच्छा	फैसला	1
अच्छा	बन	1
अच्छा	बात	3
अच्छा	बारिश	2
अच्छा	बुरा	2
अच्छा	मत	1
अच्छा	मान	1
अच्छा	मानसून	1
अच्छा	रिश्ता	1
अच्छा	लग	5
अच्छा	वोट	1
अच्छा	व्यवस्था	2
अच्छा	शिक्षा	1
अच्छा	शुरुआत	2
अच्छा	संकेत	2
अच्छा	संख्या	1
अच्छा	संबंध	4
अच्छा	समय	1
अच्छा	सरकार	1
अच्छा	साधन	1
अच्छा	सुविधा	1
अच्छा	सेहत	1
अच्छा	सोच	1
अच्छा	है	1
अच्छा	हो	4
अछबल	इलाका	1
अछबल	रह	1
अजंता	गुफा	2
अजंता	बुद्ध	1
अजनबी	कर	1
अजनबी	दे	1
अजमेर	शरीफ	1
अजमेर	स्थित	1
अजय	कुमार	1
अजय	चौटाला	1
अजय	देवगन	2
अजय	परमार	1
अजय	माकन	2
अजय	शर्मा	1
अजय	सिंह	1
अजहर	कर	1
अज़ीज़	दीक्षित	1
अजित	पसायत	1
अजित	सरकार	1
अजीक्कल	शामिल	1
अजीज	आ	1
अजीज	कर	5
अजीज	कह	4
अजीज	चाह	1
अजीज	जा	2
अजीज	पहद	1
अजीज	भेज	1
अजीज	यात्रा	4
अजीज	लिख	1
अजीज	हो	1
अजीत	अगरकर	1
अजीत	पवार	1
अजीत	सिंह	1
अजीत	२	1
अजीब	दास्तान	1
अजीम	अशरफ	1
अज्ञात	आतंकवादी	1
अज्ञात	आतंकी	1
अज्ञात	लोग	1
अज्ञात	व्यक्ति	2
अझीक्कल	अलप्पड	1
अटक	जरूरत	1
अटक	पकड	1
अटक	वहीं	1
अटकल	कह	3
अटकल	टाल	1
अटका	बात	1
अटल	प्रेरणा	1
अटल	बिहारी	1
अटल	वाजपेयी	25
अटलांटिक	तट	1
अटलांटिक	सागर	1
अटलांटिक	हब	1
अटलांटिस	रख	1
अटवाल	कर	1
अटवाल	कह	2
अटवाल	चुन	2
अटवाल	दे	1
अटवाल	नाम	1
अटवाल	नेता	1
अटवाल	रह	1
अटवाल	सहयोग	1
अटवाल	सिंह	1
अटारी	आ	3
अटारी	कर	2
अटारी	चंडीगढ़	3
अटारी	चल	1
अटारी	चला	1
अटारी	ट्रेन	3
अटारी	वाघा	1
अटॅर्नी	बनर्जी	2
अटॅर्नी	सोराबजी	1
अटेनडेंस	शीट	1
अटैक	मर	1
अटैक	सेप्टिक	1
अटैची	वीज़ा	1
अटॉर्नी	बनर्जी	2
अठखेली	कर	1
अठखेली	देख	2
अठावले	सोनिया	1
अडंगा	लगा	2
अडिग	कर	1
अडिग	रह	1
अडियल	रवैया	1
अड्डा	आ	3
अड्डा	उतर	2
अड्डा	उपयोग	1
अड्डा	उबार	1
अड्डा	कर	6
अड्डा	कह	1
अड्डा	क्षेत्र	1
अड्डा	खोल	1
अड्डा	चल	1
अड्डा	जरूरत	1
अड्डा	जा	3
अड्डा	दे	1
अड्डा	देख	1
अड्डा	निकल	1
अड्डा	निजीकरण	1
अड्डा	पहुंच	1
अड्डा	फँस	1
अड्डा	फासला	1
अड्डा	बंदरगाह	1
अड्डा	बन	2
अड्डा	बना	2
अड्डा	मौजूद	1
अड्डा	लगा	1
अड्डा	सब	1
अड्डा	सुरक्षा	1
अड्डा	स्थित	1
अड्डा	हो	1
अणु	आकृति	1
अणे	मार्ग	3
अतंर्राष्ट्रीय	सीमा	1
अतः	दे	1
अतः	बन	1
अतः	लगा	1
अतरजीत	कर	1
अतरजीत	बता	1
अतरजीत	शामिल	1
अतरजीत	सिंह	1
अतरजीत	हो	1
अतरौली	कर	1
अतरौली	क्षेत्र	1
अति	उत्तम	1
अति	पिछडा	2
अति	पोषण	1
अति	महत्वपूर्ण	3
अति	विशिष्ट	2
अति	संवेदनात्मक	1
अति	सुरक्षित	2
अतिक्रमण	कर	2
अतिक्रमण	विरोधी	2
अतिथि	कह	1
अतिथि	मौजूद	1
अतिरिक्त	अधिकारी	2
अतिरिक्त	अधीक्षक	1
अतिरिक्त	अभियोजक	1
अतिरिक्त	आंतरिक	1
अतिरिक्त	उत्पादन	1
अतिरिक्त	कोष	1
अतिरिक्त	जिम्मेदारी	1
अतिरिक्त	दस्तावेज	1
अतिरिक्त	न्यायाधीश	2
अतिरिक्त	पुलिस	1
अतिरिक्त	प्रावधान	1
अतिरिक्त	बजटीय	1
अतिरिक्त	बल	4
अतिरिक्त	बैरिकेड	2
अतिरिक्त	बोझ	1
अतिरिक्त	भार	1
अतिरिक्त	भीड	1
अतिरिक्त	भूमि	1
अतिरिक्त	मंदिर	2
अतिरिक्त	महानिदेशक	1
अतिरिक्त	यह	3
अतिरिक्त	रकम	3
अतिरिक्त	रोजगार	1
अतिरिक्त	लाभ	1
अतिरिक्त	विकेटकीपर	1
अतिरिक्त	व्यय	1
अतिरिक्त	श्रमिक	1
अतिरिक्त	संसाधन	1
अतिरिक्त	सचिव	2
अतिरिक्त	सावधानी	1
अतिरिक्त	सुब्रह्मण्यम	1
अतिवादी	संगठन	1
अतीत	कर	1
अतीत	कहानी	1
अतीत	खो	1
अतीत	जहाज	1
अतीत	स्मृति	1
अतुल	अंजान	1
अतुल	अबरोल	1
अतुलनीय	आकर्षक	1
अत्यंत	आकर्षक	1
अत्यंत	महत्व	1
अत्यधिक	गरीब	1
अत्यधिक	ब्याज	1
अत्यधिक	भीड़	1
अत्यन्त	कलात्मक	1
अत्यन्त	मादक	1
अत्यन्त	समृद्धिपूर्ण	1
अत्याचार	कर	1
अत्याचार	सामना	1
अत्याधिक	ऊंचाई	1
अत्याधिक	पिछडा	1
अत्याधुनिक	उपकरण	1
अत्याधुनिक	तकनीक	1
अत्याधुनिक	मिसाइल	1
अत्याधुनिक	हथियार	1
अथक	मेहनत	1
अथवा	अफगानिस्तान	1
अथवा	कार्य	1
अथवा	खरीद	1
अथवा	गुट	1
अथवा	तकनीक	1
अथवा	नहीं	1
अथवा	निकाल	1
अथवा	नुकसान	1
अथवा	बना	1
अथवा	वह	1
अथवा	स्तर	1
अथवा	हिंदू	1
अथॅरिटी	कर	1
अथॉरिटी	कर	1
अथॉरिटी	लिमिटेड	1
अदम्य	साहस	1
अदा	कर	9
अदा	पूजा	1
अदाकारा	कपूर	1
अदाकारा	बता	1
अदालत	अधिकार	1
अदालत	अनुमति	1
अदालत	अवमानना	1
अदालत	आ	1
अदालत	आयोग	1
अदालत	कर	42
अदालत	कह	25
अदालत	कामकाज	1
अदालत	घटा	1
अदालत	घसीट	1
अदालत	चल	1
अदालत	छिपा	1
अदालत	जनरल	2
अदालत	जा	1
अदालत	जुट	1
अदालत	टाल	1
अदालत	दरवाजा	1
अदालत	दे	19
अदालत	देख	1
अदालत	निकल	1
